,fuzzer,covered_targets,time,target,covered_edges,trial_id,rank,micro_benchmark
2157,entropic,101,60,711,2843,6372,4,harfbuzz-1.3.2-IDX71
2158,libfuzzer,101,60,711,2827,8372,5,harfbuzz-1.3.2-IDX71
2159,afl,101,180,711,2874,4372,6,harfbuzz-1.3.2-IDX71
2160,honggfuzz,503,120,503,4565,373,1,harfbuzz-1.3.2-IDX72
2161,afl,503,480,503,5741,4373,2,harfbuzz-1.3.2-IDX72
2162,libfuzzer,502,300,503,4590,8373,3,harfbuzz-1.3.2-IDX72
2163,entropic,500,660,503,4841,6373,4,harfbuzz-1.3.2-IDX72
2164,eclipser,494,840,503,4975,10373,5,harfbuzz-1.3.2-IDX72
2165,aflplusplus,472,720,503,4166,2373,6,harfbuzz-1.3.2-IDX72
2166,aflplusplus,207,780,220,4769,2374,1,harfbuzz-1.3.2-IDX73
2167,entropic,178,660,220,4659,6374,2,harfbuzz-1.3.2-IDX73
2168,libfuzzer,178,900,220,5091,8374,3,harfbuzz-1.3.2-IDX73
2169,eclipser,173,180,220,4666,10374,4,harfbuzz-1.3.2-IDX73
2170,honggfuzz,170,480,220,5014,374,5,harfbuzz-1.3.2-IDX73
2171,afl,165,840,220,5146,4374,6,harfbuzz-1.3.2-IDX73
2172,eclipser,332,900,514,4372,10375,1,harfbuzz-1.3.2-IDX74
2173,afl,312,720,514,4161,4375,2,harfbuzz-1.3.2-IDX74
2174,libfuzzer,310,480,514,4221,8375,3,harfbuzz-1.3.2-IDX74
2175,honggfuzz,269,900,514,4047,375,4,harfbuzz-1.3.2-IDX74
2176,aflplusplus,258,660,514,3143,2375,5,harfbuzz-1.3.2-IDX74
2177,entropic,250,780,514,3763,6375,6,harfbuzz-1.3.2-IDX74
2178,afl,151,60,155,5019,4376,1,harfbuzz-1.3.2-IDX75
2179,aflplusplus,151,60,155,4955,2376,2,harfbuzz-1.3.2-IDX75
2180,eclipser,151,120,155,5271,10376,3,harfbuzz-1.3.2-IDX75
2181,entropic,151,540,155,5254,6376,4,harfbuzz-1.3.2-IDX75
2182,libfuzzer,151,780,155,5621,8376,5,harfbuzz-1.3.2-IDX75
2183,honggfuzz,150,660,155,5733,376,6,harfbuzz-1.3.2-IDX75
2184,honggfuzz,204,840,204,4421,377,1,harfbuzz-1.3.2-IDX76
2185,aflplusplus,133,300,204,3410,2377,2,harfbuzz-1.3.2-IDX76
2186,afl,126,60,204,3292,4377,3,harfbuzz-1.3.2-IDX76
2187,eclipser,126,60,204,3208,10377,4,harfbuzz-1.3.2-IDX76
2188,entropic,126,480,204,3721,6377,5,harfbuzz-1.3.2-IDX76
2189,libfuzzer,124,780,204,3762,8377,6,harfbuzz-1.3.2-IDX76
2190,aflplusplus,635,840,720,5586,2378,1,harfbuzz-1.3.2-IDX77
2191,honggfuzz,461,900,720,4286,378,2,harfbuzz-1.3.2-IDX77
2192,entropic,375,780,720,3672,6378,3,harfbuzz-1.3.2-IDX77
2193,libfuzzer,177,60,720,2765,8378,4,harfbuzz-1.3.2-IDX77
2194,eclipser,140,600,720,2926,10378,5,harfbuzz-1.3.2-IDX77
2195,afl,126,60,720,2633,4378,6,harfbuzz-1.3.2-IDX77
2196,honggfuzz,79,720,93,5371,379,1,harfbuzz-1.3.2-IDX78
2197,aflplusplus,78,60,93,4185,2379,2,harfbuzz-1.3.2-IDX78
2198,eclipser,69,360,93,4494,10379,3,harfbuzz-1.3.2-IDX78
2199,afl,67,120,93,4222,4379,4,harfbuzz-1.3.2-IDX78
2200,entropic,61,660,93,4860,6379,5,harfbuzz-1.3.2-IDX78
2201,libfuzzer,59,180,93,4697,8379,6,harfbuzz-1.3.2-IDX78
2202,honggfuzz,259,900,406,3742,381,1,harfbuzz-1.3.2-IDX80
2203,aflplusplus,93,300,406,3027,2381,2,harfbuzz-1.3.2-IDX80
2204,eclipser,85,240,406,2912,10381,3,harfbuzz-1.3.2-IDX80
2205,libfuzzer,83,60,406,2781,8381,4,harfbuzz-1.3.2-IDX80
2206,entropic,83,60,406,2673,6381,5,harfbuzz-1.3.2-IDX80
2207,afl,83,60,406,2624,4381,6,harfbuzz-1.3.2-IDX80
2208,aflplusplus,34,120,34,3520,2382,1,harfbuzz-1.3.2-IDX81
2209,honggfuzz,34,180,34,3645,382,2,harfbuzz-1.3.2-IDX81
2210,eclipser,25,480,34,3519,10382,3,harfbuzz-1.3.2-IDX81
2211,afl,24,60,34,3457,4382,4,harfbuzz-1.3.2-IDX81
2212,entropic,24,60,34,3024,6382,5,harfbuzz-1.3.2-IDX81
2213,libfuzzer,24,60,34,2961,8382,6,harfbuzz-1.3.2-IDX81
2214,eclipser,40,60,40,3888,10384,1,harfbuzz-1.3.2-IDX83
2215,aflplusplus,40,60,40,3505,2384,2,harfbuzz-1.3.2-IDX83
2216,libfuzzer,39,60,40,3939,8384,3,harfbuzz-1.3.2-IDX83
2217,honggfuzz,39,60,40,3747,384,4,harfbuzz-1.3.2-IDX83
2218,afl,39,60,40,3743,4384,5,harfbuzz-1.3.2-IDX83
2219,entropic,39,60,40,3648,6384,6,harfbuzz-1.3.2-IDX83
2220,honggfuzz,363,900,723,3786,385,1,harfbuzz-1.3.2-IDX84
2221,aflplusplus,241,660,723,3323,2385,2,harfbuzz-1.3.2-IDX84
2222,eclipser,108,900,723,3052,10385,3,harfbuzz-1.3.2-IDX84
2223,libfuzzer,94,60,723,2691,8385,4,harfbuzz-1.3.2-IDX84
2224,entropic,94,60,723,2671,6385,5,harfbuzz-1.3.2-IDX84
2225,afl,94,60,723,2592,4385,6,harfbuzz-1.3.2-IDX84
2226,honggfuzz,284,900,486,3668,386,1,harfbuzz-1.3.2-IDX85
2227,aflplusplus,155,780,486,4016,2386,2,harfbuzz-1.3.2-IDX85
2228,eclipser,28,60,486,2696,10386,3,harfbuzz-1.3.2-IDX85
2229,afl,27,60,486,2839,4386,4,harfbuzz-1.3.2-IDX85
2230,libfuzzer,27,60,486,2787,8386,5,harfbuzz-1.3.2-IDX85
2231,entropic,27,60,486,2735,6386,6,harfbuzz-1.3.2-IDX85
2232,honggfuzz,307,720,580,4041,387,1,harfbuzz-1.3.2-IDX86
2233,aflplusplus,256,900,580,4231,2387,2,harfbuzz-1.3.2-IDX86
2234,afl,228,540,580,3755,4387,3,harfbuzz-1.3.2-IDX86
2235,eclipser,218,780,580,3356,10387,4,harfbuzz-1.3.2-IDX86
2236,entropic,214,360,580,2946,6387,5,harfbuzz-1.3.2-IDX86
2237,libfuzzer,207,120,580,2849,8387,6,harfbuzz-1.3.2-IDX86
2238,eclipser,417,480,417,5457,10388,1,harfbuzz-1.3.2-IDX87
2239,afl,404,660,417,5274,4388,2,harfbuzz-1.3.2-IDX87
2240,aflplusplus,398,900,417,4562,2388,3,harfbuzz-1.3.2-IDX87
2241,honggfuzz,376,540,417,4802,388,4,harfbuzz-1.3.2-IDX87
2242,libfuzzer,350,900,417,5173,8388,5,harfbuzz-1.3.2-IDX87
2243,entropic,288,780,417,5078,6388,6,harfbuzz-1.3.2-IDX87
2244,entropic,104,780,104,2998,6389,1,harfbuzz-1.3.2-IDX88
2245,honggfuzz,103,120,104,3403,389,2,harfbuzz-1.3.2-IDX88
2246,eclipser,103,120,104,2797,10389,3,harfbuzz-1.3.2-IDX88
2247,libfuzzer,103,180,104,2911,8389,4,harfbuzz-1.3.2-IDX88
2248,aflplusplus,103,240,104,3002,2389,5,harfbuzz-1.3.2-IDX88
2249,afl,102,120,104,2712,4389,6,harfbuzz-1.3.2-IDX88
2250,eclipser,209,240,262,5203,10390,1,harfbuzz-1.3.2-IDX89
2251,aflplusplus,170,60,262,3691,2390,2,harfbuzz-1.3.2-IDX89
2252,afl,167,540,262,4894,4390,3,harfbuzz-1.3.2-IDX89
2253,entropic,167,600,262,4715,6390,4,harfbuzz-1.3.2-IDX89
2254,libfuzzer,165,540,262,5006,8390,5,harfbuzz-1.3.2-IDX89
2255,honggfuzz,154,720,262,5237,390,6,harfbuzz-1.3.2-IDX89
2256,libfuzzer,189,300,227,5218,8391,1,harfbuzz-1.3.2-IDX90
2257,eclipser,187,600,227,5308,10391,2,harfbuzz-1.3.2-IDX90
2258,honggfuzz,185,120,227,5111,391,3,harfbuzz-1.3.2-IDX90
2259,afl,185,600,227,5459,4391,4,harfbuzz-1.3.2-IDX90
2260,aflplusplus,179,120,227,4983,2391,5,harfbuzz-1.3.2-IDX90
2261,entropic,179,660,227,5797,6391,6,harfbuzz-1.3.2-IDX90
2262,afl,238,60,238,4650,4392,1,harfbuzz-1.3.2-IDX91
2263,honggfuzz,238,60,238,4293,392,2,harfbuzz-1.3.2-IDX91
2264,libfuzzer,238,60,238,4129,8392,3,harfbuzz-1.3.2-IDX91
2265,aflplusplus,238,60,238,4060,2392,4,harfbuzz-1.3.2-IDX91
2266,entropic,238,60,238,4037,6392,5,harfbuzz-1.3.2-IDX91
2267,eclipser,238,60,238,3860,10392,6,harfbuzz-1.3.2-IDX91
2268,entropic,168,780,187,4958,6393,1,harfbuzz-1.3.2-IDX92
2269,afl,167,480,187,5075,4393,2,harfbuzz-1.3.2-IDX92
2270,honggfuzz,162,600,187,5383,393,3,harfbuzz-1.3.2-IDX92
2271,eclipser,151,780,187,4588,10393,4,harfbuzz-1.3.2-IDX92
2272,libfuzzer,145,480,187,4534,8393,5,harfbuzz-1.3.2-IDX92
2273,aflplusplus,141,600,187,4496,2393,6,harfbuzz-1.3.2-IDX92
2274,honggfuzz,225,540,265,3990,394,1,harfbuzz-1.3.2-IDX93
2275,aflplusplus,225,840,265,3937,2394,2,harfbuzz-1.3.2-IDX93
2276,eclipser,130,720,265,3034,10394,3,harfbuzz-1.3.2-IDX93
2277,afl,125,120,265,2736,4394,4,harfbuzz-1.3.2-IDX93
2278,libfuzzer,119,60,265,2753,8394,5,harfbuzz-1.3.2-IDX93
2279,entropic,119,180,265,2738,6394,6,harfbuzz-1.3.2-IDX93
2280,honggfuzz,361,60,361,3674,395,1,harfbuzz-1.3.2-IDX94
2281,afl,361,240,361,3873,4395,2,harfbuzz-1.3.2-IDX94
2282,entropic,361,420,361,3641,6395,3,harfbuzz-1.3.2-IDX94
2283,aflplusplus,361,480,361,4122,2395,4,harfbuzz-1.3.2-IDX94
2284,libfuzzer,360,60,361,3434,8395,5,harfbuzz-1.3.2-IDX94
2285,eclipser,359,60,361,3540,10395,6,harfbuzz-1.3.2-IDX94
2286,afl,226,60,226,4796,4396,1,harfbuzz-1.3.2-IDX95
2287,aflplusplus,226,60,226,4718,2396,2,harfbuzz-1.3.2-IDX95
2288,eclipser,226,60,226,4359,10396,3,harfbuzz-1.3.2-IDX95
2289,honggfuzz,226,60,226,4186,396,4,harfbuzz-1.3.2-IDX95
2290,libfuzzer,226,60,226,3925,8396,5,harfbuzz-1.3.2-IDX95
2291,entropic,226,120,226,4136,6396,6,harfbuzz-1.3.2-IDX95
2292,aflplusplus,234,660,339,3723,2397,1,harfbuzz-1.3.2-IDX96
2293,afl,233,900,339,4814,4397,2,harfbuzz-1.3.2-IDX96
2294,eclipser,186,360,339,3671,10397,3,harfbuzz-1.3.2-IDX96
2295,entropic,129,660,339,3907,6397,4,harfbuzz-1.3.2-IDX96
2296,honggfuzz,113,540,339,3878,397,5,harfbuzz-1.3.2-IDX96
2297,libfuzzer,91,900,339,3781,8397,6,harfbuzz-1.3.2-IDX96
2298,aflplusplus,383,720,428,4319,2398,1,harfbuzz-1.3.2-IDX97
2299,honggfuzz,356,900,428,3880,398,2,harfbuzz-1.3.2-IDX97
2300,eclipser,202,180,428,2991,10398,3,harfbuzz-1.3.2-IDX97
2301,libfuzzer,188,60,428,2850,8398,4,harfbuzz-1.3.2-IDX97
2302,entropic,188,60,428,2827,6398,5,harfbuzz-1.3.2-IDX97
2303,afl,188,60,428,2811,4398,6,harfbuzz-1.3.2-IDX97
2304,honggfuzz,464,240,464,3555,399,1,harfbuzz-1.3.2-IDX98
2305,afl,463,540,464,4743,4399,2,harfbuzz-1.3.2-IDX98
2306,libfuzzer,463,720,464,3678,8399,3,harfbuzz-1.3.2-IDX98
2307,entropic,462,840,464,3780,6399,4,harfbuzz-1.3.2-IDX98
2308,eclipser,461,900,464,4012,10399,5,harfbuzz-1.3.2-IDX98
2309,aflplusplus,415,600,464,3476,2399,6,harfbuzz-1.3.2-IDX98
2310,afl,341,540,361,5631,4400,1,harfbuzz-1.3.2-IDX99
2311,eclipser,341,900,361,5374,10400,2,harfbuzz-1.3.2-IDX99
2312,entropic,307,300,361,4583,6400,3,harfbuzz-1.3.2-IDX99
2313,libfuzzer,286,660,361,4613,8400,4,harfbuzz-1.3.2-IDX99
2314,aflplusplus,283,60,361,4390,2400,5,harfbuzz-1.3.2-IDX99
2315,honggfuzz,282,900,361,5095,400,6,harfbuzz-1.3.2-IDX99
2316,libfuzzer,21,60,21,518,8401,1,jsoncpp_jsoncpp_fuzzer-IDX0
2317,entropic,21,60,21,513,6401,2,jsoncpp_jsoncpp_fuzzer-IDX0
2318,aflplusplus,21,60,21,510,2401,3,jsoncpp_jsoncpp_fuzzer-IDX0
2319,afl,21,60,21,508,4401,4,jsoncpp_jsoncpp_fuzzer-IDX0
2320,honggfuzz,21,60,21,506,401,5,jsoncpp_jsoncpp_fuzzer-IDX0
2321,eclipser,21,60,21,506,10401,5,jsoncpp_jsoncpp_fuzzer-IDX0
2322,libfuzzer,11,60,11,515,8402,1,jsoncpp_jsoncpp_fuzzer-IDX1
2323,entropic,11,60,11,507,6402,2,jsoncpp_jsoncpp_fuzzer-IDX1
2324,afl,11,60,11,505,4402,3,jsoncpp_jsoncpp_fuzzer-IDX1
2325,honggfuzz,11,60,11,504,402,4,jsoncpp_jsoncpp_fuzzer-IDX1
2326,eclipser,11,60,11,486,10402,5,jsoncpp_jsoncpp_fuzzer-IDX1
2327,aflplusplus,11,60,11,474,2402,6,jsoncpp_jsoncpp_fuzzer-IDX1
2328,entropic,42,60,42,516,6403,1,jsoncpp_jsoncpp_fuzzer-IDX2
2329,libfuzzer,42,60,42,515,8403,2,jsoncpp_jsoncpp_fuzzer-IDX2
2330,aflplusplus,42,60,42,507,2403,3,jsoncpp_jsoncpp_fuzzer-IDX2
2331,honggfuzz,42,60,42,506,403,4,jsoncpp_jsoncpp_fuzzer-IDX2
2332,eclipser,42,60,42,506,10403,4,jsoncpp_jsoncpp_fuzzer-IDX2
2333,afl,42,60,42,494,4403,5,jsoncpp_jsoncpp_fuzzer-IDX2
2334,honggfuzz,9,60,9,508,404,1,jsoncpp_jsoncpp_fuzzer-IDX3
2335,entropic,9,60,9,508,6404,1,jsoncpp_jsoncpp_fuzzer-IDX3
2336,afl,9,60,9,502,4404,2,jsoncpp_jsoncpp_fuzzer-IDX3
2337,libfuzzer,9,60,9,489,8404,3,jsoncpp_jsoncpp_fuzzer-IDX3
2338,eclipser,9,60,9,486,10404,4,jsoncpp_jsoncpp_fuzzer-IDX3
2339,aflplusplus,9,60,9,477,2404,5,jsoncpp_jsoncpp_fuzzer-IDX3
2340,libfuzzer,4,60,4,515,8405,1,jsoncpp_jsoncpp_fuzzer-IDX4
2341,entropic,4,60,4,513,6405,2,jsoncpp_jsoncpp_fuzzer-IDX4
2342,honggfuzz,4,60,4,512,405,3,jsoncpp_jsoncpp_fuzzer-IDX4
2343,eclipser,4,60,4,509,10405,4,jsoncpp_jsoncpp_fuzzer-IDX4
2344,aflplusplus,4,60,4,505,2405,5,jsoncpp_jsoncpp_fuzzer-IDX4
2345,afl,4,60,4,496,4405,6,jsoncpp_jsoncpp_fuzzer-IDX4
2346,aflplusplus,27,60,27,511,2406,1,jsoncpp_jsoncpp_fuzzer-IDX5
2347,libfuzzer,27,60,27,511,8406,1,jsoncpp_jsoncpp_fuzzer-IDX5
2348,afl,27,60,27,510,4406,2,jsoncpp_jsoncpp_fuzzer-IDX5
2349,eclipser,27,60,27,510,10406,2,jsoncpp_jsoncpp_fuzzer-IDX5
2350,entropic,27,60,27,509,6406,3,jsoncpp_jsoncpp_fuzzer-IDX5
2351,honggfuzz,27,60,27,506,406,4,jsoncpp_jsoncpp_fuzzer-IDX5
2352,entropic,31,60,31,516,6407,1,jsoncpp_jsoncpp_fuzzer-IDX6
2353,libfuzzer,31,60,31,516,8407,1,jsoncpp_jsoncpp_fuzzer-IDX6
2354,aflplusplus,31,60,31,510,2407,2,jsoncpp_jsoncpp_fuzzer-IDX6
2355,afl,31,60,31,505,4407,3,jsoncpp_jsoncpp_fuzzer-IDX6
2356,honggfuzz,31,60,31,503,407,4,jsoncpp_jsoncpp_fuzzer-IDX6
2357,eclipser,31,120,31,495,10407,5,jsoncpp_jsoncpp_fuzzer-IDX6
2358,libfuzzer,10,60,10,516,8409,1,jsoncpp_jsoncpp_fuzzer-IDX8
2359,entropic,10,60,10,512,6409,2,jsoncpp_jsoncpp_fuzzer-IDX8
2360,aflplusplus,10,60,10,510,2409,3,jsoncpp_jsoncpp_fuzzer-IDX8
2361,eclipser,10,60,10,507,10409,4,jsoncpp_jsoncpp_fuzzer-IDX8
2362,honggfuzz,10,60,10,506,409,5,jsoncpp_jsoncpp_fuzzer-IDX8
2363,afl,10,60,10,501,4409,6,jsoncpp_jsoncpp_fuzzer-IDX8
2364,libfuzzer,34,60,34,518,8410,1,jsoncpp_jsoncpp_fuzzer-IDX9
2365,entropic,34,60,34,514,6410,2,jsoncpp_jsoncpp_fuzzer-IDX9
2366,aflplusplus,34,60,34,511,2410,3,jsoncpp_jsoncpp_fuzzer-IDX9
2367,honggfuzz,34,60,34,508,410,4,jsoncpp_jsoncpp_fuzzer-IDX9
2368,eclipser,34,60,34,508,10410,4,jsoncpp_jsoncpp_fuzzer-IDX9
2369,afl,34,60,34,506,4410,5,jsoncpp_jsoncpp_fuzzer-IDX9
2370,entropic,47,60,47,511,6411,1,jsoncpp_jsoncpp_fuzzer-IDX10
2371,libfuzzer,47,60,47,511,8411,1,jsoncpp_jsoncpp_fuzzer-IDX10
2372,afl,47,60,47,509,4411,2,jsoncpp_jsoncpp_fuzzer-IDX10
2373,eclipser,47,60,47,509,10411,2,jsoncpp_jsoncpp_fuzzer-IDX10
2374,honggfuzz,47,60,47,508,411,3,jsoncpp_jsoncpp_fuzzer-IDX10
2375,aflplusplus,47,60,47,505,2411,4,jsoncpp_jsoncpp_fuzzer-IDX10
2376,libfuzzer,40,60,40,518,8412,1,jsoncpp_jsoncpp_fuzzer-IDX11
2377,entropic,40,60,40,511,6412,2,jsoncpp_jsoncpp_fuzzer-IDX11
2378,aflplusplus,40,60,40,510,2412,3,jsoncpp_jsoncpp_fuzzer-IDX11
2379,eclipser,40,60,40,509,10412,4,jsoncpp_jsoncpp_fuzzer-IDX11
2380,honggfuzz,40,60,40,506,412,5,jsoncpp_jsoncpp_fuzzer-IDX11
2381,afl,40,60,40,501,4412,6,jsoncpp_jsoncpp_fuzzer-IDX11
2382,entropic,29,60,29,514,6413,1,jsoncpp_jsoncpp_fuzzer-IDX12
2383,libfuzzer,29,60,29,511,8413,2,jsoncpp_jsoncpp_fuzzer-IDX12
2384,eclipser,29,60,29,511,10413,2,jsoncpp_jsoncpp_fuzzer-IDX12
2385,honggfuzz,29,60,29,508,413,3,jsoncpp_jsoncpp_fuzzer-IDX12
2386,aflplusplus,29,60,29,508,2413,3,jsoncpp_jsoncpp_fuzzer-IDX12
2387,afl,29,60,29,508,4413,3,jsoncpp_jsoncpp_fuzzer-IDX12
2388,entropic,31,60,31,507,6414,1,jsoncpp_jsoncpp_fuzzer-IDX13
2389,libfuzzer,31,60,31,503,8414,2,jsoncpp_jsoncpp_fuzzer-IDX13
2390,aflplusplus,31,60,31,473,2414,3,jsoncpp_jsoncpp_fuzzer-IDX13
2391,honggfuzz,31,720,31,512,414,4,jsoncpp_jsoncpp_fuzzer-IDX13
2392,eclipser,31,720,31,512,10414,4,jsoncpp_jsoncpp_fuzzer-IDX13
2393,afl,31,840,31,508,4414,5,jsoncpp_jsoncpp_fuzzer-IDX13
2394,libfuzzer,18,60,18,513,8415,1,jsoncpp_jsoncpp_fuzzer-IDX14
2395,entropic,18,60,18,510,6415,2,jsoncpp_jsoncpp_fuzzer-IDX14
2396,eclipser,18,60,18,510,10415,2,jsoncpp_jsoncpp_fuzzer-IDX14
2397,honggfuzz,18,60,18,507,415,3,jsoncpp_jsoncpp_fuzzer-IDX14
2398,aflplusplus,18,60,18,504,2415,4,jsoncpp_jsoncpp_fuzzer-IDX14
2399,afl,18,60,18,493,4415,5,jsoncpp_jsoncpp_fuzzer-IDX14
2400,entropic,61,60,61,511,6416,1,jsoncpp_jsoncpp_fuzzer-IDX15
2401,libfuzzer,61,60,61,510,8416,2,jsoncpp_jsoncpp_fuzzer-IDX15
2402,afl,61,60,61,509,4416,3,jsoncpp_jsoncpp_fuzzer-IDX15
2403,honggfuzz,61,60,61,508,416,4,jsoncpp_jsoncpp_fuzzer-IDX15
2404,aflplusplus,61,60,61,508,2416,4,jsoncpp_jsoncpp_fuzzer-IDX15
2405,eclipser,61,60,61,506,10416,5,jsoncpp_jsoncpp_fuzzer-IDX15
2406,libfuzzer,56,60,56,518,8417,1,jsoncpp_jsoncpp_fuzzer-IDX16
2407,entropic,56,60,56,514,6417,2,jsoncpp_jsoncpp_fuzzer-IDX16
2408,aflplusplus,56,60,56,513,2417,3,jsoncpp_jsoncpp_fuzzer-IDX16
2409,honggfuzz,56,60,56,511,417,4,jsoncpp_jsoncpp_fuzzer-IDX16
2410,eclipser,56,60,56,510,10417,5,jsoncpp_jsoncpp_fuzzer-IDX16
2411,afl,56,60,56,507,4417,6,jsoncpp_jsoncpp_fuzzer-IDX16
2412,libfuzzer,10,60,10,516,8418,1,jsoncpp_jsoncpp_fuzzer-IDX17
2413,entropic,10,60,10,514,6418,2,jsoncpp_jsoncpp_fuzzer-IDX17
2414,aflplusplus,10,60,10,510,2418,3,jsoncpp_jsoncpp_fuzzer-IDX17
2415,afl,10,60,10,509,4418,4,jsoncpp_jsoncpp_fuzzer-IDX17
2416,honggfuzz,10,60,10,506,418,5,jsoncpp_jsoncpp_fuzzer-IDX17
2417,eclipser,10,60,10,497,10418,6,jsoncpp_jsoncpp_fuzzer-IDX17
2418,entropic,13,60,13,511,6420,1,jsoncpp_jsoncpp_fuzzer-IDX19
2419,afl,13,60,13,508,4420,2,jsoncpp_jsoncpp_fuzzer-IDX19
2420,honggfuzz,13,60,13,504,420,3,jsoncpp_jsoncpp_fuzzer-IDX19
2421,libfuzzer,13,60,13,504,8420,3,jsoncpp_jsoncpp_fuzzer-IDX19
2422,eclipser,13,60,13,503,10420,4,jsoncpp_jsoncpp_fuzzer-IDX19
2423,aflplusplus,13,60,13,470,2420,5,jsoncpp_jsoncpp_fuzzer-IDX19
2424,entropic,46,120,46,519,6421,1,jsoncpp_jsoncpp_fuzzer-IDX20
2425,honggfuzz,46,240,46,516,421,2,jsoncpp_jsoncpp_fuzzer-IDX20
2426,libfuzzer,46,720,46,518,8421,3,jsoncpp_jsoncpp_fuzzer-IDX20
2427,afl,46,720,46,511,4421,4,jsoncpp_jsoncpp_fuzzer-IDX20
2428,eclipser,42,120,46,506,10421,5,jsoncpp_jsoncpp_fuzzer-IDX20
2429,aflplusplus,39,60,46,462,2421,6,jsoncpp_jsoncpp_fuzzer-IDX20
2430,afl,21,60,21,509,4422,1,jsoncpp_jsoncpp_fuzzer-IDX21
2431,libfuzzer,21,60,21,509,8422,1,jsoncpp_jsoncpp_fuzzer-IDX21
2432,honggfuzz,21,60,21,508,422,2,jsoncpp_jsoncpp_fuzzer-IDX21
2433,eclipser,21,60,21,503,10422,3,jsoncpp_jsoncpp_fuzzer-IDX21
2434,entropic,21,60,21,500,6422,4,jsoncpp_jsoncpp_fuzzer-IDX21
2435,aflplusplus,21,240,21,487,2422,5,jsoncpp_jsoncpp_fuzzer-IDX21
2436,libfuzzer,44,60,44,515,8423,1,jsoncpp_jsoncpp_fuzzer-IDX22
2437,entropic,44,60,44,514,6423,2,jsoncpp_jsoncpp_fuzzer-IDX22
2438,afl,44,60,44,511,4423,3,jsoncpp_jsoncpp_fuzzer-IDX22
2439,aflplusplus,44,60,44,506,2423,4,jsoncpp_jsoncpp_fuzzer-IDX22
2440,eclipser,44,60,44,503,10423,5,jsoncpp_jsoncpp_fuzzer-IDX22
2441,honggfuzz,44,60,44,502,423,6,jsoncpp_jsoncpp_fuzzer-IDX22
2442,entropic,74,60,74,517,6425,1,jsoncpp_jsoncpp_fuzzer-IDX24
2443,aflplusplus,74,60,74,511,2425,2,jsoncpp_jsoncpp_fuzzer-IDX24
2444,afl,74,60,74,511,4425,2,jsoncpp_jsoncpp_fuzzer-IDX24
2445,libfuzzer,74,60,74,510,8425,3,jsoncpp_jsoncpp_fuzzer-IDX24
2446,eclipser,74,60,74,510,10425,3,jsoncpp_jsoncpp_fuzzer-IDX24
2447,honggfuzz,74,60,74,508,425,4,jsoncpp_jsoncpp_fuzzer-IDX24
2448,libfuzzer,26,60,26,517,8426,1,jsoncpp_jsoncpp_fuzzer-IDX25
2449,entropic,26,60,26,516,6426,2,jsoncpp_jsoncpp_fuzzer-IDX25
2450,aflplusplus,26,60,26,513,2426,3,jsoncpp_jsoncpp_fuzzer-IDX25
2451,afl,26,60,26,506,4426,4,jsoncpp_jsoncpp_fuzzer-IDX25
2452,honggfuzz,26,60,26,505,426,5,jsoncpp_jsoncpp_fuzzer-IDX25
2453,eclipser,26,60,26,504,10426,6,jsoncpp_jsoncpp_fuzzer-IDX25
2454,honggfuzz,1,60,1,510,427,1,jsoncpp_jsoncpp_fuzzer-IDX26
2455,entropic,1,60,1,496,6427,2,jsoncpp_jsoncpp_fuzzer-IDX26
2456,eclipser,1,60,1,479,10427,3,jsoncpp_jsoncpp_fuzzer-IDX26
2457,libfuzzer,1,60,1,469,8427,4,jsoncpp_jsoncpp_fuzzer-IDX26
2458,afl,1,60,1,444,4427,5,jsoncpp_jsoncpp_fuzzer-IDX26
2459,aflplusplus,1,60,1,428,2427,6,jsoncpp_jsoncpp_fuzzer-IDX26
2460,libfuzzer,43,60,43,512,8428,1,jsoncpp_jsoncpp_fuzzer-IDX27
2461,afl,43,60,43,510,4428,2,jsoncpp_jsoncpp_fuzzer-IDX27
2462,entropic,43,60,43,510,6428,2,jsoncpp_jsoncpp_fuzzer-IDX27
2463,honggfuzz,43,60,43,504,428,3,jsoncpp_jsoncpp_fuzzer-IDX27
2464,aflplusplus,43,60,43,495,2428,4,jsoncpp_jsoncpp_fuzzer-IDX27
2465,eclipser,43,120,43,511,10428,5,jsoncpp_jsoncpp_fuzzer-IDX27
2466,libfuzzer,6,60,6,516,8429,1,jsoncpp_jsoncpp_fuzzer-IDX28
2467,entropic,6,60,6,515,6429,2,jsoncpp_jsoncpp_fuzzer-IDX28
2468,aflplusplus,6,60,6,513,2429,3,jsoncpp_jsoncpp_fuzzer-IDX28
2469,afl,6,60,6,508,4429,4,jsoncpp_jsoncpp_fuzzer-IDX28
2470,eclipser,6,60,6,507,10429,5,jsoncpp_jsoncpp_fuzzer-IDX28
2471,honggfuzz,6,60,6,504,429,6,jsoncpp_jsoncpp_fuzzer-IDX28
2472,entropic,48,60,48,514,6430,1,jsoncpp_jsoncpp_fuzzer-IDX29
2473,honggfuzz,48,60,48,509,430,2,jsoncpp_jsoncpp_fuzzer-IDX29
2474,afl,48,60,48,509,4430,2,jsoncpp_jsoncpp_fuzzer-IDX29
2475,eclipser,48,60,48,508,10430,3,jsoncpp_jsoncpp_fuzzer-IDX29
2476,libfuzzer,48,120,48,503,8430,4,jsoncpp_jsoncpp_fuzzer-IDX29
2477,aflplusplus,48,120,48,393,2430,5,jsoncpp_jsoncpp_fuzzer-IDX29
