,fuzzer,covered_targets,time,target,covered_edges,trial_id,rank,micro_benchmark
1268,entropic,419,600,1046,2101,6212,3,freetype2-2017-IDX11
1269,afl,375,480,1046,2226,4212,4,freetype2-2017-IDX11
1270,eclipser,373,300,1046,2025,10212,5,freetype2-2017-IDX11
1271,libfuzzer,332,900,1046,1988,8212,6,freetype2-2017-IDX11
1272,aflplusplus,658,900,1525,3143,2213,1,freetype2-2017-IDX12
1273,honggfuzz,618,780,1525,3872,213,2,freetype2-2017-IDX12
1274,eclipser,422,900,1525,2204,10213,3,freetype2-2017-IDX12
1275,entropic,335,420,1525,1969,6213,4,freetype2-2017-IDX12
1276,afl,263,120,1525,1494,4213,5,freetype2-2017-IDX12
1277,libfuzzer,259,60,1525,1783,8213,6,freetype2-2017-IDX12
1278,honggfuzz,454,780,1886,4452,214,1,freetype2-2017-IDX13
1279,aflplusplus,424,780,1886,2379,2214,2,freetype2-2017-IDX13
1280,eclipser,241,840,1886,2055,10214,3,freetype2-2017-IDX13
1281,libfuzzer,238,540,1886,1960,8214,4,freetype2-2017-IDX13
1282,afl,232,360,1886,1718,4214,5,freetype2-2017-IDX13
1283,entropic,215,900,1886,2116,6214,6,freetype2-2017-IDX13
1284,honggfuzz,356,60,654,3186,215,1,freetype2-2017-IDX14
1285,aflplusplus,354,60,654,2452,2215,2,freetype2-2017-IDX14
1286,eclipser,354,180,654,2656,10215,3,freetype2-2017-IDX14
1287,entropic,352,240,654,2657,6215,4,freetype2-2017-IDX14
1288,libfuzzer,253,900,654,2599,8215,5,freetype2-2017-IDX14
1289,afl,250,840,654,2183,4215,6,freetype2-2017-IDX14
1290,honggfuzz,275,660,445,4538,216,1,freetype2-2017-IDX15
1291,aflplusplus,268,840,445,4636,2216,2,freetype2-2017-IDX15
1292,entropic,258,840,445,2470,6216,3,freetype2-2017-IDX15
1293,libfuzzer,257,900,445,3808,8216,4,freetype2-2017-IDX15
1294,eclipser,245,900,445,4057,10216,5,freetype2-2017-IDX15
1295,afl,24,60,445,1641,4216,6,freetype2-2017-IDX15
1296,aflplusplus,749,900,1212,4583,2217,1,freetype2-2017-IDX16
1297,libfuzzer,338,780,1212,3382,8217,2,freetype2-2017-IDX16
1298,honggfuzz,337,180,1212,4152,217,3,freetype2-2017-IDX16
1299,entropic,327,600,1212,3576,6217,4,freetype2-2017-IDX16
1300,afl,305,120,1212,2836,4217,5,freetype2-2017-IDX16
1301,eclipser,305,240,1212,3369,10217,6,freetype2-2017-IDX16
1302,aflplusplus,409,900,981,4213,2218,1,freetype2-2017-IDX17
1303,libfuzzer,353,540,981,3487,8218,2,freetype2-2017-IDX17
1304,honggfuzz,340,660,981,4162,218,3,freetype2-2017-IDX17
1305,eclipser,326,840,981,3875,10218,4,freetype2-2017-IDX17
1306,entropic,289,840,981,3533,6218,5,freetype2-2017-IDX17
1307,afl,246,480,981,3312,4218,6,freetype2-2017-IDX17
1308,honggfuzz,566,900,1500,4727,219,1,freetype2-2017-IDX18
1309,aflplusplus,546,660,1500,3734,2219,2,freetype2-2017-IDX18
1310,afl,382,780,1500,3530,4219,3,freetype2-2017-IDX18
1311,eclipser,367,540,1500,3727,10219,4,freetype2-2017-IDX18
1312,libfuzzer,294,780,1500,3958,8219,5,freetype2-2017-IDX18
1313,entropic,293,420,1500,3769,6219,6,freetype2-2017-IDX18
1314,aflplusplus,491,420,652,5277,2220,1,freetype2-2017-IDX19
1315,honggfuzz,490,840,652,4841,220,2,freetype2-2017-IDX19
1316,entropic,487,720,652,4413,6220,3,freetype2-2017-IDX19
1317,eclipser,482,900,652,5798,10220,4,freetype2-2017-IDX19
1318,libfuzzer,376,840,652,4624,8220,5,freetype2-2017-IDX19
1319,afl,375,360,652,4057,4220,6,freetype2-2017-IDX19
1320,afl,896,900,1033,4941,4221,1,freetype2-2017-IDX20
1321,honggfuzz,842,600,1033,5593,221,2,freetype2-2017-IDX20
1322,aflplusplus,841,900,1033,5209,2221,3,freetype2-2017-IDX20
1323,eclipser,790,840,1033,5654,10221,4,freetype2-2017-IDX20
1324,libfuzzer,731,900,1033,4594,8221,5,freetype2-2017-IDX20
1325,entropic,387,780,1033,3494,6221,6,freetype2-2017-IDX20
1326,honggfuzz,504,300,510,4810,222,1,freetype2-2017-IDX21
1327,entropic,491,480,510,3437,6222,2,freetype2-2017-IDX21
1328,libfuzzer,477,420,510,3242,8222,3,freetype2-2017-IDX21
1329,eclipser,458,600,510,4146,10222,4,freetype2-2017-IDX21
1330,aflplusplus,450,240,510,3323,2222,5,freetype2-2017-IDX21
1331,afl,444,420,510,3235,4222,6,freetype2-2017-IDX21
1332,aflplusplus,614,900,1255,6423,2223,1,freetype2-2017-IDX22
1333,honggfuzz,240,840,1255,4074,223,2,freetype2-2017-IDX22
1334,eclipser,131,180,1255,3065,10223,3,freetype2-2017-IDX22
1335,entropic,127,540,1255,3176,6223,4,freetype2-2017-IDX22
1336,libfuzzer,126,120,1255,2896,8223,5,freetype2-2017-IDX22
1337,afl,126,540,1255,2717,4223,6,freetype2-2017-IDX22
1338,honggfuzz,810,900,1355,6212,224,1,freetype2-2017-IDX23
1339,entropic,561,780,1355,3729,6224,2,freetype2-2017-IDX23
1340,eclipser,493,900,1355,4394,10224,3,freetype2-2017-IDX23
1341,libfuzzer,466,780,1355,4539,8224,4,freetype2-2017-IDX23
1342,aflplusplus,404,840,1355,3987,2224,5,freetype2-2017-IDX23
1343,afl,359,900,1355,4537,4224,6,freetype2-2017-IDX23
1344,aflplusplus,569,840,1106,5795,2225,1,freetype2-2017-IDX24
1345,honggfuzz,423,840,1106,4592,225,2,freetype2-2017-IDX24
1346,eclipser,396,720,1106,4125,10225,3,freetype2-2017-IDX24
1347,entropic,372,420,1106,3865,6225,4,freetype2-2017-IDX24
1348,libfuzzer,366,840,1106,3922,8225,5,freetype2-2017-IDX24
1349,afl,227,180,1106,3173,4225,6,freetype2-2017-IDX24
1350,honggfuzz,357,180,357,3998,226,1,freetype2-2017-IDX25
1351,entropic,357,780,357,3923,6226,2,freetype2-2017-IDX25
1352,libfuzzer,323,660,357,3855,8226,3,freetype2-2017-IDX25
1353,aflplusplus,280,720,357,5330,2226,4,freetype2-2017-IDX25
1354,eclipser,277,420,357,3601,10226,5,freetype2-2017-IDX25
1355,afl,191,720,357,3382,4226,6,freetype2-2017-IDX25
1356,aflplusplus,581,840,1463,3177,2227,1,freetype2-2017-IDX26
1357,honggfuzz,456,540,1463,4218,227,2,freetype2-2017-IDX26
1358,eclipser,363,720,1463,2294,10227,3,freetype2-2017-IDX26
1359,libfuzzer,345,660,1463,2297,8227,4,freetype2-2017-IDX26
1360,entropic,325,720,1463,2324,6227,5,freetype2-2017-IDX26
1361,afl,165,120,1463,1560,4227,6,freetype2-2017-IDX26
1362,honggfuzz,1624,900,2288,5239,228,1,freetype2-2017-IDX27
1363,aflplusplus,1360,900,2288,4766,2228,2,freetype2-2017-IDX27
1364,libfuzzer,1072,900,2288,3835,8228,3,freetype2-2017-IDX27
1365,eclipser,1046,900,2288,4407,10228,4,freetype2-2017-IDX27
1366,afl,1045,900,2288,3892,4228,5,freetype2-2017-IDX27
1367,entropic,364,840,2288,2742,6228,6,freetype2-2017-IDX27
1368,aflplusplus,659,720,829,5178,2229,1,freetype2-2017-IDX28
1369,eclipser,656,840,829,5440,10229,2,freetype2-2017-IDX28
1370,honggfuzz,630,180,829,4648,229,3,freetype2-2017-IDX28
1371,entropic,625,600,829,4012,6229,4,freetype2-2017-IDX28
1372,afl,561,120,829,3534,4229,5,freetype2-2017-IDX28
1373,libfuzzer,537,300,829,3743,8229,6,freetype2-2017-IDX28
1374,honggfuzz,622,900,1381,3694,230,1,freetype2-2017-IDX29
1375,aflplusplus,574,900,1381,2226,2230,2,freetype2-2017-IDX29
1376,eclipser,443,660,1381,2544,10230,3,freetype2-2017-IDX29
1377,entropic,372,840,1381,1987,6230,4,freetype2-2017-IDX29
1378,libfuzzer,300,120,1381,1805,8230,5,freetype2-2017-IDX29
1379,afl,298,480,1381,1776,4230,6,freetype2-2017-IDX29
1380,honggfuzz,549,780,1235,6207,231,1,freetype2-2017-IDX30
1381,libfuzzer,378,660,1235,4638,8231,2,freetype2-2017-IDX30
1382,afl,349,660,1235,4304,4231,3,freetype2-2017-IDX30
1383,aflplusplus,345,900,1235,4331,2231,4,freetype2-2017-IDX30
1384,eclipser,304,660,1235,4741,10231,5,freetype2-2017-IDX30
1385,entropic,283,840,1235,4084,6231,6,freetype2-2017-IDX30
1386,aflplusplus,660,840,1820,5067,2232,1,freetype2-2017-IDX31
1387,honggfuzz,540,900,1820,4592,232,2,freetype2-2017-IDX31
1388,eclipser,451,780,1820,4696,10232,3,freetype2-2017-IDX31
1389,entropic,389,840,1820,3071,6232,4,freetype2-2017-IDX31
1390,libfuzzer,351,900,1820,3168,8232,5,freetype2-2017-IDX31
1391,afl,307,900,1820,3294,4232,6,freetype2-2017-IDX31
1392,aflplusplus,1058,780,1119,4305,2233,1,freetype2-2017-IDX32
1393,eclipser,1006,780,1119,5217,10233,2,freetype2-2017-IDX32
1394,honggfuzz,948,780,1119,4860,233,3,freetype2-2017-IDX32
1395,libfuzzer,629,780,1119,2864,8233,4,freetype2-2017-IDX32
1396,entropic,418,540,1119,2119,6233,5,freetype2-2017-IDX32
1397,afl,392,180,1119,2089,4233,6,freetype2-2017-IDX32
1398,honggfuzz,1241,780,1362,6265,234,1,freetype2-2017-IDX33
1399,aflplusplus,752,840,1362,4601,2234,2,freetype2-2017-IDX33
1400,afl,610,720,1362,3391,4234,3,freetype2-2017-IDX33
1401,libfuzzer,508,840,1362,3420,8234,4,freetype2-2017-IDX33
1402,eclipser,497,540,1362,3310,10234,5,freetype2-2017-IDX33
1403,entropic,480,660,1362,3493,6234,6,freetype2-2017-IDX33
1404,honggfuzz,393,480,438,5284,235,1,freetype2-2017-IDX34
1405,afl,348,720,438,4076,4235,2,freetype2-2017-IDX34
1406,eclipser,348,900,438,5029,10235,3,freetype2-2017-IDX34
1407,aflplusplus,251,360,438,5038,2235,4,freetype2-2017-IDX34
1408,entropic,212,540,438,4288,6235,5,freetype2-2017-IDX34
1409,libfuzzer,203,600,438,4295,8235,6,freetype2-2017-IDX34
1410,honggfuzz,203,60,206,3651,236,1,freetype2-2017-IDX35
1411,libfuzzer,203,300,206,3700,8236,2,freetype2-2017-IDX35
1412,entropic,203,360,206,3688,6236,3,freetype2-2017-IDX35
1413,aflplusplus,181,780,206,5779,2236,4,freetype2-2017-IDX35
1414,eclipser,170,660,206,3735,10236,5,freetype2-2017-IDX35
1415,afl,56,60,206,2918,4236,6,freetype2-2017-IDX35
1416,aflplusplus,1437,840,1520,5579,2237,1,freetype2-2017-IDX36
1417,afl,1367,780,1520,4903,4237,2,freetype2-2017-IDX36
1418,eclipser,1343,900,1520,5382,10237,3,freetype2-2017-IDX36
1419,honggfuzz,1296,840,1520,5764,237,4,freetype2-2017-IDX36
1420,libfuzzer,1031,780,1520,4089,8237,5,freetype2-2017-IDX36
1421,entropic,736,720,1520,3748,6237,6,freetype2-2017-IDX36
1422,libfuzzer,879,480,1003,3373,8238,1,freetype2-2017-IDX37
1423,aflplusplus,831,900,1003,2792,2238,2,freetype2-2017-IDX37
1424,afl,719,420,1003,3240,4238,3,freetype2-2017-IDX37
1425,honggfuzz,574,900,1003,3386,238,4,freetype2-2017-IDX37
1426,eclipser,552,240,1003,2864,10238,5,freetype2-2017-IDX37
1427,entropic,546,840,1003,2397,6238,6,freetype2-2017-IDX37
1428,aflplusplus,441,840,788,3581,2239,1,freetype2-2017-IDX38
1429,honggfuzz,357,720,788,3373,239,2,freetype2-2017-IDX38
1430,afl,272,780,788,3039,4239,3,freetype2-2017-IDX38
1431,eclipser,254,720,788,3276,10239,4,freetype2-2017-IDX38
1432,entropic,223,600,788,2269,6239,5,freetype2-2017-IDX38
1433,libfuzzer,212,900,788,2432,8239,6,freetype2-2017-IDX38
1434,libfuzzer,753,780,790,4938,8240,1,freetype2-2017-IDX39
1435,honggfuzz,747,840,790,7332,240,2,freetype2-2017-IDX39
1436,entropic,734,900,790,4859,6240,3,freetype2-2017-IDX39
1437,eclipser,722,900,790,5993,10240,4,freetype2-2017-IDX39
1438,aflplusplus,720,900,790,5375,2240,5,freetype2-2017-IDX39
1439,afl,632,780,790,4496,4240,6,freetype2-2017-IDX39
1440,aflplusplus,1246,840,2254,3904,2241,1,freetype2-2017-IDX40
1441,eclipser,1180,900,2254,5098,10241,2,freetype2-2017-IDX40
1442,honggfuzz,913,900,2254,4166,241,3,freetype2-2017-IDX40
1443,libfuzzer,691,780,2254,2650,8241,4,freetype2-2017-IDX40
1444,afl,417,420,2254,1823,4241,5,freetype2-2017-IDX40
1445,entropic,324,840,2254,2055,6241,6,freetype2-2017-IDX40
1446,honggfuzz,1357,600,1708,5251,242,1,freetype2-2017-IDX41
1447,eclipser,984,540,1708,4789,10242,2,freetype2-2017-IDX41
1448,aflplusplus,966,840,1708,3989,2242,3,freetype2-2017-IDX41
1449,afl,762,780,1708,3337,4242,4,freetype2-2017-IDX41
1450,libfuzzer,723,900,1708,3114,8242,5,freetype2-2017-IDX41
1451,entropic,662,900,1708,2447,6242,6,freetype2-2017-IDX41
1452,aflplusplus,1268,900,1340,5879,2243,1,freetype2-2017-IDX42
1453,honggfuzz,1084,720,1340,5523,243,2,freetype2-2017-IDX42
1454,afl,1044,900,1340,4482,4243,3,freetype2-2017-IDX42
1455,eclipser,1041,780,1340,5384,10243,4,freetype2-2017-IDX42
1456,libfuzzer,1011,780,1340,4144,8243,5,freetype2-2017-IDX42
1457,entropic,849,900,1340,4109,6243,6,freetype2-2017-IDX42
1458,aflplusplus,1096,660,1528,3751,2244,1,freetype2-2017-IDX43
1459,eclipser,1058,780,1528,4596,10244,2,freetype2-2017-IDX43
1460,honggfuzz,523,840,1528,4619,244,3,freetype2-2017-IDX43
1461,afl,379,720,1528,1863,4244,4,freetype2-2017-IDX43
1462,libfuzzer,354,780,1528,2174,8244,5,freetype2-2017-IDX43
1463,entropic,307,900,1528,2132,6244,6,freetype2-2017-IDX43
1464,eclipser,932,660,1463,6007,10245,1,freetype2-2017-IDX44
1465,honggfuzz,916,900,1463,5779,245,2,freetype2-2017-IDX44
1466,afl,898,540,1463,4838,4245,3,freetype2-2017-IDX44
1467,aflplusplus,806,780,1463,5849,2245,4,freetype2-2017-IDX44
1468,libfuzzer,738,900,1463,4241,8245,5,freetype2-2017-IDX44
1469,entropic,701,900,1463,4173,6245,6,freetype2-2017-IDX44
1470,honggfuzz,464,900,465,6520,246,1,freetype2-2017-IDX45
1471,aflplusplus,450,900,465,6232,2246,2,freetype2-2017-IDX45
1472,eclipser,415,360,465,5125,10246,3,freetype2-2017-IDX45
1473,entropic,380,840,465,4532,6246,4,freetype2-2017-IDX45
1474,libfuzzer,371,360,465,4505,8246,5,freetype2-2017-IDX45
1475,afl,268,180,465,4450,4246,6,freetype2-2017-IDX45
1476,entropic,482,660,1157,2565,6247,1,freetype2-2017-IDX46
1477,honggfuzz,352,600,1157,3926,247,2,freetype2-2017-IDX46
1478,eclipser,350,600,1157,2451,10247,3,freetype2-2017-IDX46
1479,afl,336,720,1157,1838,4247,4,freetype2-2017-IDX46
1480,aflplusplus,270,480,1157,1538,2247,5,freetype2-2017-IDX46
1481,libfuzzer,258,720,1157,1781,8247,6,freetype2-2017-IDX46
1482,honggfuzz,962,900,1088,5674,248,1,freetype2-2017-IDX47
1483,afl,961,660,1088,4537,4248,2,freetype2-2017-IDX47
1484,eclipser,913,840,1088,4702,10248,3,freetype2-2017-IDX47
1485,aflplusplus,906,600,1088,4442,2248,4,freetype2-2017-IDX47
1486,libfuzzer,777,660,1088,3699,8248,5,freetype2-2017-IDX47
1487,entropic,768,780,1088,4229,6248,6,freetype2-2017-IDX47
1488,honggfuzz,676,840,2559,3899,249,1,freetype2-2017-IDX48
1489,aflplusplus,599,900,2559,2694,2249,2,freetype2-2017-IDX48
1490,eclipser,509,900,2559,2447,10249,3,freetype2-2017-IDX48
1491,libfuzzer,292,660,2559,1957,8249,4,freetype2-2017-IDX48
1492,entropic,281,840,2559,2033,6249,5,freetype2-2017-IDX48
1493,afl,277,180,2559,1468,4249,6,freetype2-2017-IDX48
1494,aflplusplus,998,900,1858,3511,2250,1,freetype2-2017-IDX49
1495,eclipser,890,900,1858,4297,10250,2,freetype2-2017-IDX49
1496,afl,784,900,1858,2949,4250,3,freetype2-2017-IDX49
1497,honggfuzz,572,900,1858,3733,250,4,freetype2-2017-IDX49
1498,entropic,350,660,1858,2199,6250,5,freetype2-2017-IDX49
1499,libfuzzer,331,780,1858,2135,8250,6,freetype2-2017-IDX49
1500,honggfuzz,1036,840,1982,5362,251,1,freetype2-2017-IDX50
1501,aflplusplus,754,900,1982,3963,2251,2,freetype2-2017-IDX50
1502,eclipser,721,840,1982,3900,10251,3,freetype2-2017-IDX50
1503,afl,671,900,1982,3525,4251,4,freetype2-2017-IDX50
1504,entropic,585,900,1982,3569,6251,5,freetype2-2017-IDX50
1505,libfuzzer,556,780,1982,3280,8251,6,freetype2-2017-IDX50
1506,honggfuzz,1213,840,1321,5855,252,1,freetype2-2017-IDX51
1507,aflplusplus,549,900,1321,4544,2252,2,freetype2-2017-IDX51
1508,eclipser,532,840,1321,4104,10252,3,freetype2-2017-IDX51
1509,entropic,485,900,1321,3601,6252,4,freetype2-2017-IDX51
1510,afl,410,540,1321,2941,4252,5,freetype2-2017-IDX51
1511,libfuzzer,361,420,1321,3197,8252,6,freetype2-2017-IDX51
1512,honggfuzz,504,360,506,4814,253,1,freetype2-2017-IDX52
1513,eclipser,428,780,506,4794,10253,2,freetype2-2017-IDX52
1514,entropic,409,660,506,3487,6253,3,freetype2-2017-IDX52
1515,libfuzzer,377,540,506,3937,8253,4,freetype2-2017-IDX52
1516,aflplusplus,218,60,506,2369,2253,5,freetype2-2017-IDX52
1517,afl,199,60,506,2715,4253,6,freetype2-2017-IDX52
1518,honggfuzz,538,840,1217,6448,254,1,freetype2-2017-IDX53
1519,aflplusplus,511,840,1217,5603,2254,2,freetype2-2017-IDX53
1520,eclipser,507,660,1217,6312,10254,3,freetype2-2017-IDX53
1521,entropic,416,540,1217,4535,6254,4,freetype2-2017-IDX53
1522,libfuzzer,413,420,1217,4464,8254,5,freetype2-2017-IDX53
1523,afl,315,720,1217,4897,4254,6,freetype2-2017-IDX53
1524,aflplusplus,798,840,1040,3803,2255,1,freetype2-2017-IDX54
1525,honggfuzz,504,720,1040,3524,255,2,freetype2-2017-IDX54
1526,libfuzzer,432,900,1040,2769,8255,3,freetype2-2017-IDX54
1527,eclipser,408,900,1040,2800,10255,4,freetype2-2017-IDX54
1528,entropic,357,780,1040,2587,6255,5,freetype2-2017-IDX54
1529,afl,291,900,1040,2102,4255,6,freetype2-2017-IDX54
1530,aflplusplus,641,840,1185,5408,2256,1,freetype2-2017-IDX55
1531,entropic,118,840,1185,3661,6256,2,freetype2-2017-IDX55
1532,eclipser,112,240,1185,3551,10256,3,freetype2-2017-IDX55
1533,honggfuzz,112,300,1185,4163,256,4,freetype2-2017-IDX55
1534,afl,112,540,1185,3142,4256,5,freetype2-2017-IDX55
1535,libfuzzer,111,600,1185,3683,8256,6,freetype2-2017-IDX55
1536,aflplusplus,1056,900,2747,4935,2257,1,freetype2-2017-IDX56
1537,honggfuzz,873,900,2747,4014,257,2,freetype2-2017-IDX56
1538,eclipser,377,240,2747,2347,10257,3,freetype2-2017-IDX56
1539,afl,333,600,2747,1715,4257,4,freetype2-2017-IDX56
1540,entropic,296,600,2747,2530,6257,5,freetype2-2017-IDX56
1541,libfuzzer,195,240,2747,2156,8257,6,freetype2-2017-IDX56
1542,honggfuzz,700,780,1389,5318,258,1,freetype2-2017-IDX57
1543,aflplusplus,644,840,1389,4970,2258,2,freetype2-2017-IDX57
1544,eclipser,538,720,1389,3815,10258,3,freetype2-2017-IDX57
1545,entropic,507,720,1389,3599,6258,4,freetype2-2017-IDX57
1546,afl,421,420,1389,2945,4258,5,freetype2-2017-IDX57
1547,libfuzzer,358,660,1389,3215,8258,6,freetype2-2017-IDX57
1548,honggfuzz,704,900,1252,4337,259,1,freetype2-2017-IDX58
1549,aflplusplus,562,780,1252,4134,2259,2,freetype2-2017-IDX58
1550,eclipser,478,840,1252,3643,10259,3,freetype2-2017-IDX58
1551,entropic,231,540,1252,2972,6259,4,freetype2-2017-IDX58
1552,libfuzzer,228,660,1252,3206,8259,5,freetype2-2017-IDX58
1553,afl,221,480,1252,2671,4259,6,freetype2-2017-IDX58
1554,aflplusplus,775,540,876,4686,2260,1,freetype2-2017-IDX59
1555,honggfuzz,447,600,876,4245,260,2,freetype2-2017-IDX59
1556,entropic,436,840,876,3125,6260,3,freetype2-2017-IDX59
1557,eclipser,407,780,876,4156,10260,4,freetype2-2017-IDX59
1558,libfuzzer,287,900,876,3445,8260,5,freetype2-2017-IDX59
1559,afl,40,60,876,2271,4260,6,freetype2-2017-IDX59
1560,aflplusplus,1097,900,1659,4547,2261,1,freetype2-2017-IDX60
1561,libfuzzer,1087,900,1659,3444,8261,2,freetype2-2017-IDX60
1562,eclipser,976,840,1659,4696,10261,3,freetype2-2017-IDX60
1563,honggfuzz,972,900,1659,3741,261,4,freetype2-2017-IDX60
1564,entropic,613,900,1659,2342,6261,5,freetype2-2017-IDX60
1565,afl,547,540,1659,1874,4261,6,freetype2-2017-IDX60
1566,honggfuzz,1031,900,1137,6685,262,1,freetype2-2017-IDX61
1567,aflplusplus,956,780,1137,5157,2262,2,freetype2-2017-IDX61
1568,eclipser,908,660,1137,5374,10262,3,freetype2-2017-IDX61
1569,afl,779,300,1137,4350,4262,4,freetype2-2017-IDX61
1570,libfuzzer,753,900,1137,3696,8262,5,freetype2-2017-IDX61
1571,entropic,439,300,1137,2791,6262,6,freetype2-2017-IDX61
1572,aflplusplus,947,900,1053,5182,2263,1,freetype2-2017-IDX62
1573,honggfuzz,946,900,1053,5885,263,2,freetype2-2017-IDX62
1574,eclipser,311,600,1053,3050,10263,3,freetype2-2017-IDX62
1575,entropic,293,840,1053,3134,6263,4,freetype2-2017-IDX62
1576,libfuzzer,279,840,1053,2975,8263,5,freetype2-2017-IDX62
1577,afl,221,60,1053,2092,4263,6,freetype2-2017-IDX62
1578,honggfuzz,1266,900,1765,4577,264,1,freetype2-2017-IDX63
1579,aflplusplus,1216,900,1765,3402,2264,2,freetype2-2017-IDX63
1580,eclipser,729,360,1765,2896,10264,3,freetype2-2017-IDX63
1581,entropic,449,840,1765,2158,6264,4,freetype2-2017-IDX63
1582,afl,405,420,1765,1833,4264,5,freetype2-2017-IDX63
1583,libfuzzer,403,420,1765,2129,8264,6,freetype2-2017-IDX63
1584,honggfuzz,671,840,1312,4657,265,1,freetype2-2017-IDX64
1585,aflplusplus,581,900,1312,4403,2265,2,freetype2-2017-IDX64
1586,eclipser,486,300,1312,3531,10265,3,freetype2-2017-IDX64
1587,entropic,480,720,1312,3532,6265,4,freetype2-2017-IDX64
1588,afl,434,300,1312,3036,4265,5,freetype2-2017-IDX64
1589,libfuzzer,409,540,1312,3119,8265,6,freetype2-2017-IDX64
1590,honggfuzz,531,900,876,6307,266,1,freetype2-2017-IDX65
1591,aflplusplus,525,840,876,4162,2266,2,freetype2-2017-IDX65
1592,entropic,502,660,876,3504,6266,3,freetype2-2017-IDX65
1593,libfuzzer,498,780,876,3700,8266,4,freetype2-2017-IDX65
1594,eclipser,495,480,876,3704,10266,5,freetype2-2017-IDX65
1595,afl,492,180,876,2931,4266,6,freetype2-2017-IDX65
1596,aflplusplus,542,780,981,3642,2267,1,freetype2-2017-IDX66
1597,eclipser,485,660,981,3278,10267,2,freetype2-2017-IDX66
1598,honggfuzz,355,720,981,3511,267,3,freetype2-2017-IDX66
1599,afl,301,540,981,1860,4267,4,freetype2-2017-IDX66
1600,entropic,296,660,981,2480,6267,5,freetype2-2017-IDX66
1601,libfuzzer,202,600,981,2371,8267,6,freetype2-2017-IDX66
1602,eclipser,1168,900,2458,3996,10268,1,freetype2-2017-IDX67
1603,afl,941,720,2458,2669,4268,2,freetype2-2017-IDX67
1604,aflplusplus,698,900,2458,3349,2268,3,freetype2-2017-IDX67
1605,libfuzzer,595,900,2458,2598,8268,4,freetype2-2017-IDX67
1606,honggfuzz,536,900,2458,3486,268,5,freetype2-2017-IDX67
1607,entropic,432,420,2458,2193,6268,6,freetype2-2017-IDX67
1608,honggfuzz,1901,900,2663,5552,269,1,freetype2-2017-IDX68
1609,eclipser,1608,720,2663,5608,10269,2,freetype2-2017-IDX68
1610,aflplusplus,1077,840,2663,3678,2269,3,freetype2-2017-IDX68
1611,libfuzzer,417,840,2663,2161,8269,4,freetype2-2017-IDX68
1612,afl,405,420,2663,1868,4269,5,freetype2-2017-IDX68
1613,entropic,339,900,2663,2143,6269,6,freetype2-2017-IDX68
1614,aflplusplus,162,540,1122,3939,2270,1,freetype2-2017-IDX69
1615,honggfuzz,157,480,1122,4394,270,2,freetype2-2017-IDX69
1616,eclipser,156,240,1122,3685,10270,3,freetype2-2017-IDX69
1617,afl,153,120,1122,3107,4270,4,freetype2-2017-IDX69
1618,entropic,148,180,1122,3557,6270,5,freetype2-2017-IDX69
1619,libfuzzer,147,360,1122,3629,8270,6,freetype2-2017-IDX69
1620,aflplusplus,324,840,462,5792,2271,1,freetype2-2017-IDX70
1621,eclipser,263,300,462,4691,10271,2,freetype2-2017-IDX70
1622,libfuzzer,263,660,462,4752,8271,3,freetype2-2017-IDX70
1623,entropic,263,840,462,4580,6271,4,freetype2-2017-IDX70
1624,honggfuzz,261,600,462,6039,271,5,freetype2-2017-IDX70
1625,afl,246,360,462,4737,4271,6,freetype2-2017-IDX70
1626,aflplusplus,656,900,1333,3949,2272,1,freetype2-2017-IDX71
1627,honggfuzz,619,720,1333,4066,272,2,freetype2-2017-IDX71
1628,eclipser,525,660,1333,2920,10272,3,freetype2-2017-IDX71
1629,afl,518,840,1333,2421,4272,4,freetype2-2017-IDX71
1630,libfuzzer,501,780,1333,2400,8272,5,freetype2-2017-IDX71
1631,entropic,499,900,1333,2452,6272,6,freetype2-2017-IDX71
1632,aflplusplus,935,780,1064,3144,2273,1,freetype2-2017-IDX72
1633,entropic,730,360,1064,2605,6273,2,freetype2-2017-IDX72
1634,eclipser,680,840,1064,2956,10273,3,freetype2-2017-IDX72
1635,libfuzzer,673,840,1064,2275,8273,4,freetype2-2017-IDX72
1636,honggfuzz,519,720,1064,3371,273,5,freetype2-2017-IDX72
1637,afl,312,540,1064,2602,4273,6,freetype2-2017-IDX72
1638,aflplusplus,418,840,1228,2752,2274,1,freetype2-2017-IDX73
1639,honggfuzz,401,900,1228,3675,274,2,freetype2-2017-IDX73
1640,eclipser,371,180,1228,1992,10274,3,freetype2-2017-IDX73
1641,afl,341,120,1228,1588,4274,4,freetype2-2017-IDX73
1642,libfuzzer,335,360,1228,1993,8274,5,freetype2-2017-IDX73
1643,entropic,283,420,1228,1908,6274,6,freetype2-2017-IDX73
1644,aflplusplus,380,720,1581,3144,2275,1,freetype2-2017-IDX74
1645,honggfuzz,317,300,1581,3822,275,2,freetype2-2017-IDX74
1646,eclipser,310,540,1581,3203,10275,3,freetype2-2017-IDX74
1647,libfuzzer,238,240,1581,2477,8275,4,freetype2-2017-IDX74
1648,entropic,220,900,1581,1994,6275,5,freetype2-2017-IDX74
1649,afl,181,120,1581,1220,4275,6,freetype2-2017-IDX74
1650,honggfuzz,560,900,1195,6390,276,1,freetype2-2017-IDX75
1651,entropic,512,900,1195,4772,6276,2,freetype2-2017-IDX75
1652,afl,478,780,1195,4196,4276,3,freetype2-2017-IDX75
1653,eclipser,423,780,1195,4006,10276,4,freetype2-2017-IDX75
