,git_hash,experiment_filestore,experiment,fuzzer,benchmark,time_started,time_ended,trial_id,time,edges_covered,fuzzer_stats,crash_key,bugs_covered
6319,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,39600,25774,,,0
6365,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,40500,25784,,,0
6406,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,41400,25804,,,0
6455,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,42300,25881,,,0
6516,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,43200,25888,,,0
6567,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,44100,25905,,,0
6605,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,45000,25917,,,0
6649,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,45900,25963,,,0
6695,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,46800,26062,,,0
6743,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,47700,26081,,,0
6796,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,48600,26084,,,0
6845,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,49500,26105,,,0
6901,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,50400,26105,,,0
6944,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,51300,26106,,,0
6995,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,52200,26109,,,0
7046,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,53100,26116,,,0
7097,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,54000,26121,,,0
7137,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,54900,26123,,,0
7199,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,55800,26134,,,0
7250,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,56700,26149,,,0
7302,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,57600,26151,,,0
7352,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,58500,26155,,,0
7401,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,59400,26162,,,0
7450,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,60300,26169,,,0
7497,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,61200,26171,,,0
7539,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,62100,26172,,,0
7585,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,63000,26194,,,0
7618,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,63900,26194,,,0
7665,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,64800,26194,,,0
7716,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,65700,26210,,,0
7762,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,66600,26229,,,0
7814,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,67500,26245,,,0
7864,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,68400,26245,,,0
7912,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,69300,26250,,,0
7967,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,70200,26251,,,0
8023,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,71100,26420,,,0
8073,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,72000,26420,,,0
8128,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,72900,26424,,,0
8180,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,73800,26434,,,0
8235,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,74700,26438,,,0
8285,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,75600,26460,,,0
8331,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,76500,26464,,,0
8385,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,77400,26676,,,0
8448,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,78300,26676,,,0
8505,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,79200,26689,,,0
8556,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,80100,26690,,,0
8613,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,81000,26725,,,0
8682,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,81900,26725,,,0
8738,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,82800,26725,,,0
8828,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,83700,26725,,,0
8887,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,84600,26756,,,0
9149,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,85500,26756,,,0
9450,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.235221,,51,86400,26756,,,0
24,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,900,15831,,,0
425,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,1800,17436,,,0
454,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,2700,17969,,,0
495,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,3600,18302,,,0
508,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,4500,18509,,,0
835,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,5400,19649,,,0
881,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,6300,19734,,,0
1253,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,7200,19844,,,0
1287,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,8100,19998,,,0
1312,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,9000,20495,,,0
1623,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,9900,20539,,,0
1916,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,10800,20915,,,0
1964,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,11700,20982,,,0
2113,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,12600,21037,,,0
2267,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,13500,21210,,,0
2425,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,14400,21920,,,0
2476,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,15300,21969,,,0
2687,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,16200,22007,,,0
2953,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,17100,22621,,,0
2991,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,18000,22720,,,0
3079,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,18900,23054,,,0
3316,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,19800,23060,,,0
3626,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,20700,23069,,,0
3691,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,21600,23089,,,0
3770,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,22500,23098,,,0
3982,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,23400,23125,,,0
4018,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,24300,23129,,,0
4433,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,25200,23136,,,0
4477,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,26100,23150,,,0
4523,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,27000,23176,,,0
4618,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,27900,23176,,,0
5081,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,28800,23193,,,0
5126,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,29700,23343,,,0
5175,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,30600,23366,,,0
5224,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,31500,23375,,,0
5289,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,32400,23387,,,0
5956,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,33300,23391,,,0
6037,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,34200,23408,,,0
6062,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,35100,23409,,,0
6105,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,36000,23421,,,0
6141,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,36900,23430,,,0
6205,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,37800,23430,,,0
6245,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,38700,23433,,,0
6283,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,39600,23438,,,0
6325,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,40500,23446,,,0
6373,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,41400,23447,,,0
6407,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,42300,23447,,,0
6462,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,43200,23652,,,0
6505,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,44100,23653,,,0
6557,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,45000,23661,,,0
6601,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,45900,23671,,,0
6646,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,46800,23686,,,0
6694,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,47700,23709,,,0
6742,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,48600,23750,,,0
6795,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,49500,23751,,,0
6842,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,50400,23751,,,0
6885,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,51300,23751,,,0
6931,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,52200,23775,,,0
6984,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,53100,23960,,,0
7037,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,54000,23964,,,0
7086,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,54900,23964,,,0
7134,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,55800,23964,,,0
7188,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,56700,23967,,,0
7232,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,57600,24037,,,0
7276,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,58500,24067,,,0
7321,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,59400,24085,,,0
7371,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,60300,24085,,,0
7411,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,61200,24090,,,0
7448,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,62100,24116,,,0
7496,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,63000,24116,,,0
7541,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,63900,24116,,,0
7583,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,64800,24119,,,0
7635,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,65700,24119,,,0
7660,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,66600,24123,,,0
7703,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,67500,24128,,,0
7750,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,68400,24129,,,0
7799,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,69300,24130,,,0
7847,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,70200,24223,,,0
7894,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,71100,24223,,,0
7943,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,72000,24223,,,0
7998,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,72900,24223,,,0
8046,45668bb09ccc1f7ab7f2cdebee11a18b9d8d4e27,/local/pfm/out/experiment-data,brain14,aflpp_custom_mutator,freetype2-2017,2022-01-06 06:49:26.132600,,52,73800,24227,,,0
