,fuzzer,covered_targets,time,target,covered_edges,trial_id,rank,micro_benchmark
2158,honggfuzz,253,900,699,4021,360,5,harfbuzz-1.3.2-IDX59
2159,libfuzzer,161,120,699,3468,8260,6,harfbuzz-1.3.2-IDX59
2160,honggfuzz,415,60,484,3520,361,1,harfbuzz-1.3.2-IDX60
2161,libfuzzer,415,120,484,3585,8261,2,harfbuzz-1.3.2-IDX60
2162,afl,415,300,484,4421,4361,3,harfbuzz-1.3.2-IDX60
2163,eclipser,415,420,484,4463,10261,4,harfbuzz-1.3.2-IDX60
2164,entropic,415,600,484,4232,11961,5,harfbuzz-1.3.2-IDX60
2165,aflplusplus,415,660,484,3555,2361,6,harfbuzz-1.3.2-IDX60
2166,aflplusplus,811,900,990,5228,2362,1,harfbuzz-1.3.2-IDX61
2167,honggfuzz,718,900,990,4862,362,2,harfbuzz-1.3.2-IDX61
2168,afl,689,780,990,5089,4362,3,harfbuzz-1.3.2-IDX61
2169,eclipser,668,900,990,4971,10262,4,harfbuzz-1.3.2-IDX61
2170,entropic,609,540,990,4575,11962,5,harfbuzz-1.3.2-IDX61
2171,libfuzzer,609,900,990,4612,8262,6,harfbuzz-1.3.2-IDX61
2172,afl,312,840,312,6591,4363,1,harfbuzz-1.3.2-IDX62
2173,eclipser,296,840,312,5905,10263,2,harfbuzz-1.3.2-IDX62
2174,libfuzzer,283,240,312,5167,8263,3,harfbuzz-1.3.2-IDX62
2175,entropic,280,900,312,5510,11963,4,harfbuzz-1.3.2-IDX62
2176,honggfuzz,277,540,312,5672,363,5,harfbuzz-1.3.2-IDX62
2177,aflplusplus,270,660,312,5216,2363,6,harfbuzz-1.3.2-IDX62
2178,aflplusplus,846,900,908,5659,2364,1,harfbuzz-1.3.2-IDX63
2179,honggfuzz,833,900,908,5827,364,2,harfbuzz-1.3.2-IDX63
2180,eclipser,762,720,908,5626,10264,3,harfbuzz-1.3.2-IDX63
2181,afl,756,780,908,5320,4364,4,harfbuzz-1.3.2-IDX63
2182,libfuzzer,744,360,908,5152,8264,5,harfbuzz-1.3.2-IDX63
2183,entropic,733,900,908,5130,11964,6,harfbuzz-1.3.2-IDX63
2184,eclipser,653,840,891,5423,10265,1,harfbuzz-1.3.2-IDX64
2185,honggfuzz,524,900,891,4456,365,2,harfbuzz-1.3.2-IDX64
2186,afl,506,780,891,4812,4365,3,harfbuzz-1.3.2-IDX64
2187,aflplusplus,490,840,891,4392,2365,4,harfbuzz-1.3.2-IDX64
2188,entropic,443,840,891,4287,11965,5,harfbuzz-1.3.2-IDX64
2189,libfuzzer,411,600,891,4123,8265,6,harfbuzz-1.3.2-IDX64
2190,honggfuzz,307,900,695,3509,366,1,harfbuzz-1.3.2-IDX65
2191,aflplusplus,80,420,695,3055,2366,2,harfbuzz-1.3.2-IDX65
2192,eclipser,56,660,695,3042,10266,3,harfbuzz-1.3.2-IDX65
2193,entropic,41,240,695,2749,11966,4,harfbuzz-1.3.2-IDX65
2194,afl,39,60,695,2765,4366,5,harfbuzz-1.3.2-IDX65
2195,libfuzzer,39,60,695,2569,8266,6,harfbuzz-1.3.2-IDX65
2196,aflplusplus,836,840,864,6018,2367,1,harfbuzz-1.3.2-IDX66
2197,honggfuzz,733,600,864,5582,367,2,harfbuzz-1.3.2-IDX66
2198,eclipser,721,840,864,5330,10267,3,harfbuzz-1.3.2-IDX66
2199,afl,625,780,864,5228,4367,4,harfbuzz-1.3.2-IDX66
2200,libfuzzer,562,900,864,4915,8267,5,harfbuzz-1.3.2-IDX66
2201,entropic,560,480,864,4768,11967,6,harfbuzz-1.3.2-IDX66
2202,honggfuzz,888,840,990,5449,368,1,harfbuzz-1.3.2-IDX67
2203,entropic,870,720,990,5347,11968,2,harfbuzz-1.3.2-IDX67
2204,aflplusplus,858,780,990,4878,2368,3,harfbuzz-1.3.2-IDX67
2205,eclipser,817,840,990,5513,10268,4,harfbuzz-1.3.2-IDX67
2206,afl,810,900,990,5373,4368,5,harfbuzz-1.3.2-IDX67
2207,libfuzzer,738,780,990,4929,8268,6,harfbuzz-1.3.2-IDX67
2208,eclipser,837,840,858,5650,10269,1,harfbuzz-1.3.2-IDX68
2209,aflplusplus,826,720,858,5369,2369,2,harfbuzz-1.3.2-IDX68
2210,afl,805,540,858,5448,4369,3,harfbuzz-1.3.2-IDX68
2211,honggfuzz,662,840,858,5269,369,4,harfbuzz-1.3.2-IDX68
2212,entropic,580,840,858,4616,11969,5,harfbuzz-1.3.2-IDX68
2213,libfuzzer,556,720,858,4559,8269,6,harfbuzz-1.3.2-IDX68
2214,aflplusplus,422,660,475,5368,2370,1,harfbuzz-1.3.2-IDX69
2215,afl,416,900,475,5546,4370,2,harfbuzz-1.3.2-IDX69
2216,eclipser,369,840,475,5090,10270,3,harfbuzz-1.3.2-IDX69
2217,entropic,334,780,475,5100,11970,4,harfbuzz-1.3.2-IDX69
2218,honggfuzz,291,780,475,4677,370,5,harfbuzz-1.3.2-IDX69
2219,libfuzzer,265,660,475,4688,8270,6,harfbuzz-1.3.2-IDX69
2220,honggfuzz,392,900,568,3599,371,1,harfbuzz-1.3.2-IDX70
2221,aflplusplus,200,120,568,3063,2371,2,harfbuzz-1.3.2-IDX70
2222,eclipser,192,360,568,3022,10271,3,harfbuzz-1.3.2-IDX70
2223,afl,176,60,568,2738,4371,4,harfbuzz-1.3.2-IDX70
2224,libfuzzer,176,180,568,2917,8271,5,harfbuzz-1.3.2-IDX70
2225,entropic,176,600,568,2959,11971,6,harfbuzz-1.3.2-IDX70
2226,honggfuzz,608,420,654,4902,372,1,harfbuzz-1.3.2-IDX71
2227,afl,577,720,654,5619,4372,2,harfbuzz-1.3.2-IDX71
2228,aflplusplus,545,480,654,4544,2372,3,harfbuzz-1.3.2-IDX71
2229,eclipser,527,180,654,4590,10272,4,harfbuzz-1.3.2-IDX71
2230,entropic,527,600,654,4779,11972,5,harfbuzz-1.3.2-IDX71
2231,libfuzzer,455,300,654,3657,8272,6,harfbuzz-1.3.2-IDX71
2232,aflplusplus,888,420,963,4942,2373,1,harfbuzz-1.3.2-IDX72
2233,honggfuzz,763,900,963,3831,373,2,harfbuzz-1.3.2-IDX72
2234,eclipser,539,480,963,3038,10273,3,harfbuzz-1.3.2-IDX72
2235,libfuzzer,524,300,963,2941,8273,4,harfbuzz-1.3.2-IDX72
2236,afl,524,600,963,2931,4373,5,harfbuzz-1.3.2-IDX72
2237,entropic,524,720,963,2958,11973,6,harfbuzz-1.3.2-IDX72
2238,afl,435,780,460,5901,4374,1,harfbuzz-1.3.2-IDX73
2239,eclipser,433,600,460,5438,10274,2,harfbuzz-1.3.2-IDX73
2240,honggfuzz,414,900,460,5008,374,3,harfbuzz-1.3.2-IDX73
2241,aflplusplus,401,480,460,4668,2374,4,harfbuzz-1.3.2-IDX73
2242,libfuzzer,270,780,460,4446,8274,5,harfbuzz-1.3.2-IDX73
2243,entropic,253,840,460,4826,11974,6,harfbuzz-1.3.2-IDX73
2244,eclipser,385,840,437,5812,10275,1,harfbuzz-1.3.2-IDX74
2245,afl,385,900,437,5785,4375,2,harfbuzz-1.3.2-IDX74
2246,honggfuzz,358,660,437,5287,375,3,harfbuzz-1.3.2-IDX74
2247,aflplusplus,349,840,437,5347,2375,4,harfbuzz-1.3.2-IDX74
2248,entropic,336,900,437,5247,11975,5,harfbuzz-1.3.2-IDX74
2249,libfuzzer,279,900,437,4949,8275,6,harfbuzz-1.3.2-IDX74
2250,aflplusplus,620,780,734,5486,2376,1,harfbuzz-1.3.2-IDX75
2251,honggfuzz,587,900,734,5266,376,2,harfbuzz-1.3.2-IDX75
2252,eclipser,570,480,734,5462,10276,3,harfbuzz-1.3.2-IDX75
2253,afl,553,900,734,5311,4376,4,harfbuzz-1.3.2-IDX75
2254,libfuzzer,552,780,734,5201,8276,5,harfbuzz-1.3.2-IDX75
2255,entropic,538,840,734,5138,11976,6,harfbuzz-1.3.2-IDX75
2256,honggfuzz,447,900,1039,3514,377,1,harfbuzz-1.3.2-IDX76
2257,aflplusplus,152,540,1039,3146,2377,2,harfbuzz-1.3.2-IDX76
2258,eclipser,119,360,1039,2914,10277,3,harfbuzz-1.3.2-IDX76
2259,entropic,105,600,1039,2934,11977,4,harfbuzz-1.3.2-IDX76
2260,libfuzzer,103,60,1039,2704,8277,5,harfbuzz-1.3.2-IDX76
2261,afl,103,240,1039,2819,4377,6,harfbuzz-1.3.2-IDX76
2262,aflplusplus,644,900,698,4923,2378,1,harfbuzz-1.3.2-IDX77
2263,honggfuzz,475,420,698,4590,378,2,harfbuzz-1.3.2-IDX77
2264,afl,469,480,698,4747,4378,3,harfbuzz-1.3.2-IDX77
2265,entropic,468,480,698,4584,11978,4,harfbuzz-1.3.2-IDX77
2266,libfuzzer,464,480,698,4416,8278,5,harfbuzz-1.3.2-IDX77
2267,eclipser,463,660,698,4891,10278,6,harfbuzz-1.3.2-IDX77
2268,afl,797,840,908,5711,4379,1,harfbuzz-1.3.2-IDX78
2269,aflplusplus,764,900,908,5694,2379,2,harfbuzz-1.3.2-IDX78
2270,honggfuzz,742,900,908,5894,379,3,harfbuzz-1.3.2-IDX78
2271,eclipser,661,840,908,5332,10279,4,harfbuzz-1.3.2-IDX78
2272,entropic,562,900,908,4958,11979,5,harfbuzz-1.3.2-IDX78
2273,libfuzzer,415,840,908,4485,8279,6,harfbuzz-1.3.2-IDX78
2274,aflplusplus,610,900,641,5487,2380,1,harfbuzz-1.3.2-IDX79
2275,honggfuzz,474,480,641,3673,380,2,harfbuzz-1.3.2-IDX79
2276,eclipser,217,540,641,2987,10280,3,harfbuzz-1.3.2-IDX79
2277,libfuzzer,202,360,641,2909,8280,4,harfbuzz-1.3.2-IDX79
2278,afl,202,420,641,2940,4380,5,harfbuzz-1.3.2-IDX79
2279,entropic,202,420,641,2878,11980,6,harfbuzz-1.3.2-IDX79
2280,aflplusplus,776,840,857,5231,2381,1,harfbuzz-1.3.2-IDX80
2281,entropic,768,240,857,4898,11981,2,harfbuzz-1.3.2-IDX80
2282,eclipser,768,660,857,5505,10281,3,harfbuzz-1.3.2-IDX80
2283,afl,765,480,857,5372,4381,4,harfbuzz-1.3.2-IDX80
2284,honggfuzz,754,780,857,5650,381,5,harfbuzz-1.3.2-IDX80
2285,libfuzzer,741,600,857,5017,8281,6,harfbuzz-1.3.2-IDX80
2286,afl,1227,540,1237,6200,4382,1,harfbuzz-1.3.2-IDX81
2287,eclipser,1194,840,1237,5791,10282,2,harfbuzz-1.3.2-IDX81
2288,aflplusplus,1115,900,1237,5344,2382,3,harfbuzz-1.3.2-IDX81
2289,libfuzzer,1039,780,1237,5059,8282,4,harfbuzz-1.3.2-IDX81
2290,entropic,1001,900,1237,4833,11982,5,harfbuzz-1.3.2-IDX81
2291,honggfuzz,952,900,1237,4540,382,6,harfbuzz-1.3.2-IDX81
2292,aflplusplus,330,900,338,5081,2383,1,harfbuzz-1.3.2-IDX82
2293,eclipser,306,300,338,5332,10283,2,harfbuzz-1.3.2-IDX82
2294,afl,306,540,338,5320,4383,3,harfbuzz-1.3.2-IDX82
2295,libfuzzer,296,840,338,4805,8283,4,harfbuzz-1.3.2-IDX82
2296,entropic,288,180,338,3970,11983,5,harfbuzz-1.3.2-IDX82
2297,honggfuzz,288,780,338,4499,383,6,harfbuzz-1.3.2-IDX82
2298,aflplusplus,569,900,911,4081,2384,1,harfbuzz-1.3.2-IDX83
2299,honggfuzz,540,900,911,3659,384,2,harfbuzz-1.3.2-IDX83
2300,eclipser,231,300,911,2924,10284,3,harfbuzz-1.3.2-IDX83
2301,entropic,217,660,911,2916,11984,4,harfbuzz-1.3.2-IDX83
2302,libfuzzer,215,120,911,2845,8284,5,harfbuzz-1.3.2-IDX83
2303,afl,215,180,911,2909,4384,6,harfbuzz-1.3.2-IDX83
2304,eclipser,603,840,797,5499,10285,1,harfbuzz-1.3.2-IDX84
2305,aflplusplus,585,600,797,4322,2385,2,harfbuzz-1.3.2-IDX84
2306,libfuzzer,577,720,797,4389,8285,3,harfbuzz-1.3.2-IDX84
2307,entropic,559,540,797,4391,11985,4,harfbuzz-1.3.2-IDX84
2308,afl,552,120,797,4238,4385,5,harfbuzz-1.3.2-IDX84
2309,honggfuzz,536,780,797,4683,385,6,harfbuzz-1.3.2-IDX84
2310,afl,908,540,1141,5448,4386,1,harfbuzz-1.3.2-IDX85
2311,eclipser,893,480,1141,5431,10286,2,harfbuzz-1.3.2-IDX85
2312,libfuzzer,829,600,1141,4646,8286,3,harfbuzz-1.3.2-IDX85
2313,honggfuzz,700,780,1141,4870,386,4,harfbuzz-1.3.2-IDX85
2314,aflplusplus,654,900,1141,4419,2386,5,harfbuzz-1.3.2-IDX85
2315,entropic,613,660,1141,4096,11986,6,harfbuzz-1.3.2-IDX85
2316,honggfuzz,662,900,773,5462,387,1,harfbuzz-1.3.2-IDX86
2317,eclipser,613,480,773,5104,10287,2,harfbuzz-1.3.2-IDX86
2318,entropic,603,840,773,5126,11987,3,harfbuzz-1.3.2-IDX86
2319,afl,597,840,773,5096,4387,4,harfbuzz-1.3.2-IDX86
2320,aflplusplus,545,900,773,4266,2387,5,harfbuzz-1.3.2-IDX86
2321,libfuzzer,446,900,773,3945,8287,6,harfbuzz-1.3.2-IDX86
2322,aflplusplus,565,900,746,5389,2388,1,harfbuzz-1.3.2-IDX87
2323,honggfuzz,520,900,746,5193,388,2,harfbuzz-1.3.2-IDX87
2324,afl,478,900,746,5169,4388,3,harfbuzz-1.3.2-IDX87
2325,eclipser,470,780,746,5316,10288,4,harfbuzz-1.3.2-IDX87
2326,entropic,383,900,746,4419,11988,5,harfbuzz-1.3.2-IDX87
2327,libfuzzer,310,900,746,4258,8288,6,harfbuzz-1.3.2-IDX87
2328,honggfuzz,872,900,947,5823,389,1,harfbuzz-1.3.2-IDX88
2329,aflplusplus,809,900,947,4813,2389,2,harfbuzz-1.3.2-IDX88
2330,entropic,789,900,947,5292,11989,3,harfbuzz-1.3.2-IDX88
2331,eclipser,788,480,947,5361,10289,4,harfbuzz-1.3.2-IDX88
2332,afl,787,780,947,5384,4389,5,harfbuzz-1.3.2-IDX88
2333,libfuzzer,775,480,947,5033,8289,6,harfbuzz-1.3.2-IDX88
2334,afl,925,600,1003,5542,4390,1,harfbuzz-1.3.2-IDX89
2335,eclipser,924,900,1003,5594,10290,2,harfbuzz-1.3.2-IDX89
2336,entropic,862,720,1003,5057,11990,3,harfbuzz-1.3.2-IDX89
2337,aflplusplus,852,720,1003,4948,2390,4,harfbuzz-1.3.2-IDX89
2338,honggfuzz,844,900,1003,5051,390,5,harfbuzz-1.3.2-IDX89
2339,libfuzzer,780,900,1003,4985,8290,6,harfbuzz-1.3.2-IDX89
2340,aflplusplus,840,900,1066,5549,2391,1,harfbuzz-1.3.2-IDX90
2341,honggfuzz,547,900,1066,3655,391,2,harfbuzz-1.3.2-IDX90
2342,eclipser,232,720,1066,2863,10291,3,harfbuzz-1.3.2-IDX90
2343,libfuzzer,217,60,1066,2708,8291,4,harfbuzz-1.3.2-IDX90
2344,afl,217,60,1066,2702,4391,5,harfbuzz-1.3.2-IDX90
2345,entropic,217,60,1066,2638,11991,6,harfbuzz-1.3.2-IDX90
2346,honggfuzz,470,840,902,4047,392,1,harfbuzz-1.3.2-IDX91
2347,aflplusplus,64,360,902,3119,2392,2,harfbuzz-1.3.2-IDX91
2348,eclipser,30,60,902,2747,10292,3,harfbuzz-1.3.2-IDX91
2349,afl,29,60,902,2886,4392,4,harfbuzz-1.3.2-IDX91
2350,libfuzzer,29,60,902,2844,8292,5,harfbuzz-1.3.2-IDX91
2351,entropic,29,60,902,2818,11992,6,harfbuzz-1.3.2-IDX91
2352,aflplusplus,930,900,1091,4808,2393,1,harfbuzz-1.3.2-IDX92
2353,honggfuzz,890,660,1091,4253,393,2,harfbuzz-1.3.2-IDX92
2354,eclipser,829,300,1091,4298,10293,3,harfbuzz-1.3.2-IDX92
2355,afl,825,840,1091,4895,4393,4,harfbuzz-1.3.2-IDX92
2356,entropic,818,900,1091,4265,11993,5,harfbuzz-1.3.2-IDX92
2357,libfuzzer,818,900,1091,4151,8293,6,harfbuzz-1.3.2-IDX92
2358,afl,462,480,492,5847,4394,1,harfbuzz-1.3.2-IDX93
2359,aflplusplus,377,60,492,4509,2394,2,harfbuzz-1.3.2-IDX93
2360,eclipser,376,600,492,5652,10294,3,harfbuzz-1.3.2-IDX93
2361,honggfuzz,370,900,492,5186,394,4,harfbuzz-1.3.2-IDX93
2362,entropic,333,480,492,5061,11994,5,harfbuzz-1.3.2-IDX93
2363,libfuzzer,254,300,492,4798,8294,6,harfbuzz-1.3.2-IDX93
2364,afl,389,660,552,5765,4395,1,harfbuzz-1.3.2-IDX94
2365,eclipser,370,840,552,5571,10295,2,harfbuzz-1.3.2-IDX94
2366,aflplusplus,289,780,552,4539,2395,3,harfbuzz-1.3.2-IDX94
2367,honggfuzz,260,660,552,4508,395,4,harfbuzz-1.3.2-IDX94
2368,libfuzzer,248,600,552,4882,8295,5,harfbuzz-1.3.2-IDX94
2369,entropic,223,840,552,4559,11995,6,harfbuzz-1.3.2-IDX94
2370,afl,761,840,794,5512,4396,1,harfbuzz-1.3.2-IDX95
2371,eclipser,757,780,794,5756,10296,2,harfbuzz-1.3.2-IDX95
2372,libfuzzer,753,780,794,5498,8296,3,harfbuzz-1.3.2-IDX95
2373,honggfuzz,752,840,794,5329,396,4,harfbuzz-1.3.2-IDX95
2374,entropic,749,660,794,5081,11996,5,harfbuzz-1.3.2-IDX95
2375,aflplusplus,742,840,794,5443,2396,6,harfbuzz-1.3.2-IDX95
2376,aflplusplus,546,900,738,5266,2397,1,harfbuzz-1.3.2-IDX96
2377,honggfuzz,520,900,738,4854,397,2,harfbuzz-1.3.2-IDX96
2378,afl,518,840,738,5134,4397,3,harfbuzz-1.3.2-IDX96
2379,eclipser,515,660,738,4926,10297,4,harfbuzz-1.3.2-IDX96
2380,libfuzzer,428,900,738,4624,8297,5,harfbuzz-1.3.2-IDX96
2381,entropic,421,840,738,4565,11997,6,harfbuzz-1.3.2-IDX96
2382,eclipser,517,900,535,5876,10298,1,harfbuzz-1.3.2-IDX97
2383,afl,477,840,535,5506,4398,2,harfbuzz-1.3.2-IDX97
2384,aflplusplus,456,900,535,5280,2398,3,harfbuzz-1.3.2-IDX97
2385,libfuzzer,408,900,535,5255,8298,4,harfbuzz-1.3.2-IDX97
2386,honggfuzz,398,780,535,4992,398,5,harfbuzz-1.3.2-IDX97
2387,entropic,397,840,535,4774,11998,6,harfbuzz-1.3.2-IDX97
2388,eclipser,580,900,684,5806,10299,1,harfbuzz-1.3.2-IDX98
2389,honggfuzz,571,900,684,5610,399,2,harfbuzz-1.3.2-IDX98
2390,afl,554,540,684,5794,4399,3,harfbuzz-1.3.2-IDX98
2391,aflplusplus,528,840,684,5089,2399,4,harfbuzz-1.3.2-IDX98
2392,libfuzzer,522,840,684,5763,8299,5,harfbuzz-1.3.2-IDX98
2393,entropic,514,900,684,4849,11999,6,harfbuzz-1.3.2-IDX98
2394,aflplusplus,628,780,641,4406,2400,1,harfbuzz-1.3.2-IDX99
2395,honggfuzz,567,780,641,3776,400,2,harfbuzz-1.3.2-IDX99
2396,eclipser,515,540,641,4046,10300,3,harfbuzz-1.3.2-IDX99
2397,afl,511,900,641,4250,4400,4,harfbuzz-1.3.2-IDX99
2398,libfuzzer,511,900,641,3722,8300,5,harfbuzz-1.3.2-IDX99
2399,entropic,495,240,641,3388,12000,6,harfbuzz-1.3.2-IDX99
2400,libfuzzer,43,60,43,515,8301,1,jsoncpp_jsoncpp_fuzzer-IDX0
2401,entropic,43,60,43,514,6301,2,jsoncpp_jsoncpp_fuzzer-IDX0
2402,eclipser,43,60,43,513,10301,3,jsoncpp_jsoncpp_fuzzer-IDX0
2403,afl,43,60,43,508,4401,4,jsoncpp_jsoncpp_fuzzer-IDX0
2404,honggfuzz,43,60,43,506,401,5,jsoncpp_jsoncpp_fuzzer-IDX0
2405,aflplusplus,43,60,43,501,2401,6,jsoncpp_jsoncpp_fuzzer-IDX0
2406,entropic,123,60,123,515,6302,1,jsoncpp_jsoncpp_fuzzer-IDX1
2407,aflplusplus,123,60,123,509,2402,2,jsoncpp_jsoncpp_fuzzer-IDX1
2408,afl,123,60,123,505,4402,3,jsoncpp_jsoncpp_fuzzer-IDX1
2409,libfuzzer,123,120,123,515,8302,4,jsoncpp_jsoncpp_fuzzer-IDX1
2410,eclipser,123,120,123,511,10302,5,jsoncpp_jsoncpp_fuzzer-IDX1
2411,honggfuzz,123,240,123,512,402,6,jsoncpp_jsoncpp_fuzzer-IDX1
2412,entropic,96,60,96,508,6303,1,jsoncpp_jsoncpp_fuzzer-IDX2
2413,honggfuzz,96,60,96,506,403,2,jsoncpp_jsoncpp_fuzzer-IDX2
2414,afl,96,60,96,503,4403,3,jsoncpp_jsoncpp_fuzzer-IDX2
2415,libfuzzer,96,120,96,517,8303,4,jsoncpp_jsoncpp_fuzzer-IDX2
2416,eclipser,96,120,96,506,10303,5,jsoncpp_jsoncpp_fuzzer-IDX2
2417,aflplusplus,96,780,96,510,2403,6,jsoncpp_jsoncpp_fuzzer-IDX2
2418,entropic,41,60,41,516,6304,1,jsoncpp_jsoncpp_fuzzer-IDX3
2419,libfuzzer,41,60,41,514,8304,2,jsoncpp_jsoncpp_fuzzer-IDX3
2420,eclipser,41,60,41,509,10304,3,jsoncpp_jsoncpp_fuzzer-IDX3
2421,afl,41,60,41,507,4404,4,jsoncpp_jsoncpp_fuzzer-IDX3
2422,honggfuzz,41,60,41,506,404,5,jsoncpp_jsoncpp_fuzzer-IDX3
2423,aflplusplus,41,60,41,499,2404,6,jsoncpp_jsoncpp_fuzzer-IDX3
2424,entropic,131,60,131,514,6305,1,jsoncpp_jsoncpp_fuzzer-IDX4
2425,aflplusplus,131,60,131,511,2405,2,jsoncpp_jsoncpp_fuzzer-IDX4
2426,libfuzzer,131,60,131,511,8305,2,jsoncpp_jsoncpp_fuzzer-IDX4
2427,eclipser,131,60,131,511,10305,2,jsoncpp_jsoncpp_fuzzer-IDX4
2428,afl,131,60,131,508,4405,3,jsoncpp_jsoncpp_fuzzer-IDX4
2429,honggfuzz,131,120,131,512,405,4,jsoncpp_jsoncpp_fuzzer-IDX4
2430,honggfuzz,41,60,41,508,406,1,jsoncpp_jsoncpp_fuzzer-IDX5
2431,libfuzzer,41,60,41,505,8306,2,jsoncpp_jsoncpp_fuzzer-IDX5
2432,entropic,41,60,41,503,6306,3,jsoncpp_jsoncpp_fuzzer-IDX5
2433,eclipser,41,60,41,496,10306,4,jsoncpp_jsoncpp_fuzzer-IDX5
2434,afl,41,60,41,492,4406,5,jsoncpp_jsoncpp_fuzzer-IDX5
2435,aflplusplus,41,60,41,451,2406,6,jsoncpp_jsoncpp_fuzzer-IDX5
2436,libfuzzer,168,60,168,516,8307,1,jsoncpp_jsoncpp_fuzzer-IDX6
2437,aflplusplus,168,60,168,512,2407,2,jsoncpp_jsoncpp_fuzzer-IDX6
2438,entropic,168,60,168,511,6307,3,jsoncpp_jsoncpp_fuzzer-IDX6
2439,eclipser,168,60,168,510,10307,4,jsoncpp_jsoncpp_fuzzer-IDX6
2440,afl,168,60,168,507,4407,5,jsoncpp_jsoncpp_fuzzer-IDX6
2441,honggfuzz,168,120,168,512,407,6,jsoncpp_jsoncpp_fuzzer-IDX6
2442,entropic,58,60,58,517,6308,1,jsoncpp_jsoncpp_fuzzer-IDX7
2443,libfuzzer,58,60,58,513,8308,2,jsoncpp_jsoncpp_fuzzer-IDX7
2444,aflplusplus,58,60,58,511,2408,3,jsoncpp_jsoncpp_fuzzer-IDX7
2445,honggfuzz,58,60,58,508,408,4,jsoncpp_jsoncpp_fuzzer-IDX7
2446,afl,58,60,58,505,4408,5,jsoncpp_jsoncpp_fuzzer-IDX7
2447,eclipser,58,60,58,501,10308,6,jsoncpp_jsoncpp_fuzzer-IDX7
2448,entropic,132,60,132,515,6309,1,jsoncpp_jsoncpp_fuzzer-IDX8
2449,libfuzzer,132,60,132,514,8309,2,jsoncpp_jsoncpp_fuzzer-IDX8
2450,aflplusplus,132,60,132,511,2409,3,jsoncpp_jsoncpp_fuzzer-IDX8
2451,afl,132,60,132,509,4409,4,jsoncpp_jsoncpp_fuzzer-IDX8
2452,eclipser,132,60,132,509,10309,4,jsoncpp_jsoncpp_fuzzer-IDX8
2453,honggfuzz,132,60,132,507,409,5,jsoncpp_jsoncpp_fuzzer-IDX8
2454,entropic,55,60,55,513,6310,1,jsoncpp_jsoncpp_fuzzer-IDX9
2455,honggfuzz,55,60,55,509,410,2,jsoncpp_jsoncpp_fuzzer-IDX9
2456,afl,55,60,55,506,4410,3,jsoncpp_jsoncpp_fuzzer-IDX9
2457,eclipser,55,60,55,504,10310,4,jsoncpp_jsoncpp_fuzzer-IDX9
2458,libfuzzer,55,120,55,489,8310,5,jsoncpp_jsoncpp_fuzzer-IDX9
2459,aflplusplus,54,240,55,470,2410,6,jsoncpp_jsoncpp_fuzzer-IDX9
2460,entropic,63,60,63,517,6311,1,jsoncpp_jsoncpp_fuzzer-IDX10
2461,libfuzzer,63,60,63,516,8311,2,jsoncpp_jsoncpp_fuzzer-IDX10
2462,honggfuzz,63,60,63,510,411,3,jsoncpp_jsoncpp_fuzzer-IDX10
2463,eclipser,63,60,63,508,10311,4,jsoncpp_jsoncpp_fuzzer-IDX10
2464,afl,63,60,63,506,4411,5,jsoncpp_jsoncpp_fuzzer-IDX10
2465,aflplusplus,63,60,63,502,2411,6,jsoncpp_jsoncpp_fuzzer-IDX10
2466,entropic,38,60,38,511,6312,1,jsoncpp_jsoncpp_fuzzer-IDX11
2467,libfuzzer,38,60,38,511,8312,1,jsoncpp_jsoncpp_fuzzer-IDX11
2468,eclipser,38,60,38,510,10312,2,jsoncpp_jsoncpp_fuzzer-IDX11
2469,afl,38,60,38,508,4412,3,jsoncpp_jsoncpp_fuzzer-IDX11
2470,honggfuzz,38,60,38,506,412,4,jsoncpp_jsoncpp_fuzzer-IDX11
2471,aflplusplus,38,60,38,486,2412,5,jsoncpp_jsoncpp_fuzzer-IDX11
2472,libfuzzer,163,60,163,515,8313,1,jsoncpp_jsoncpp_fuzzer-IDX12
2473,entropic,163,60,163,513,6313,2,jsoncpp_jsoncpp_fuzzer-IDX12
2474,aflplusplus,163,60,163,507,2413,3,jsoncpp_jsoncpp_fuzzer-IDX12
2475,eclipser,163,60,163,507,10313,3,jsoncpp_jsoncpp_fuzzer-IDX12
2476,honggfuzz,163,60,163,504,413,4,jsoncpp_jsoncpp_fuzzer-IDX12
2477,afl,163,120,163,511,4413,5,jsoncpp_jsoncpp_fuzzer-IDX12
2478,libfuzzer,124,60,124,515,8314,1,jsoncpp_jsoncpp_fuzzer-IDX13
2479,entropic,124,60,124,512,6314,2,jsoncpp_jsoncpp_fuzzer-IDX13
2480,eclipser,124,60,124,510,10314,3,jsoncpp_jsoncpp_fuzzer-IDX13
2481,afl,124,60,124,503,4414,4,jsoncpp_jsoncpp_fuzzer-IDX13
2482,honggfuzz,124,120,124,512,414,5,jsoncpp_jsoncpp_fuzzer-IDX13
2483,aflplusplus,124,120,124,510,2414,6,jsoncpp_jsoncpp_fuzzer-IDX13
2484,entropic,74,60,74,514,6315,1,jsoncpp_jsoncpp_fuzzer-IDX14
2485,libfuzzer,74,60,74,513,8315,2,jsoncpp_jsoncpp_fuzzer-IDX14
2486,honggfuzz,74,60,74,510,415,3,jsoncpp_jsoncpp_fuzzer-IDX14
2487,afl,74,60,74,510,4415,3,jsoncpp_jsoncpp_fuzzer-IDX14
2488,eclipser,74,60,74,510,10315,3,jsoncpp_jsoncpp_fuzzer-IDX14
