,fuzzer,covered_targets,time,target,covered_edges,trial_id,rank,micro_benchmark
1463,entropic,1501,900,4788,3574,6244,6,freetype2-2017-IDX43
1464,aflplusplus,2139,900,5133,3977,2245,1,freetype2-2017-IDX44
1465,honggfuzz,2004,780,5133,4137,245,2,freetype2-2017-IDX44
1466,eclipser,1993,900,5133,3656,10245,3,freetype2-2017-IDX44
1467,libfuzzer,1100,840,5133,2567,8245,4,freetype2-2017-IDX44
1468,afl,782,600,5133,1923,4245,5,freetype2-2017-IDX44
1469,entropic,761,900,5133,2043,6245,6,freetype2-2017-IDX44
1470,honggfuzz,1424,900,4499,4605,246,1,freetype2-2017-IDX45
1471,entropic,1322,900,4499,3744,6246,2,freetype2-2017-IDX45
1472,libfuzzer,1307,840,4499,3763,8246,3,freetype2-2017-IDX45
1473,eclipser,1280,900,4499,4019,10246,4,freetype2-2017-IDX45
1474,aflplusplus,1275,840,4499,3709,2246,5,freetype2-2017-IDX45
1475,afl,971,900,4499,3524,4246,6,freetype2-2017-IDX45
1476,honggfuzz,1682,900,5873,3701,247,1,freetype2-2017-IDX46
1477,eclipser,1079,840,5873,2546,10247,2,freetype2-2017-IDX46
1478,entropic,831,900,5873,2203,6247,3,freetype2-2017-IDX46
1479,libfuzzer,763,900,5873,2095,8247,4,freetype2-2017-IDX46
1480,afl,670,900,5873,1796,4247,5,freetype2-2017-IDX46
1481,aflplusplus,473,900,5873,1529,2247,6,freetype2-2017-IDX46
1482,afl,1576,900,5620,2994,4248,1,freetype2-2017-IDX47
1483,eclipser,1449,840,5620,3376,10248,2,freetype2-2017-IDX47
1484,honggfuzz,1449,900,5620,3719,248,3,freetype2-2017-IDX47
1485,aflplusplus,1188,900,5620,3011,2248,4,freetype2-2017-IDX47
1486,libfuzzer,772,780,5620,2451,8248,5,freetype2-2017-IDX47
1487,entropic,758,900,5620,2305,6248,6,freetype2-2017-IDX47
1488,honggfuzz,2363,900,4513,5912,249,1,freetype2-2017-IDX48
1489,eclipser,1927,840,4513,5015,10249,2,freetype2-2017-IDX48
1490,aflplusplus,1889,840,4513,4745,2249,3,freetype2-2017-IDX48
1491,entropic,1605,900,4513,4157,6249,4,freetype2-2017-IDX48
1492,libfuzzer,1549,840,4513,4197,8249,5,freetype2-2017-IDX48
1493,afl,1404,840,4513,3876,4249,6,freetype2-2017-IDX48
1494,honggfuzz,2686,900,5048,5603,250,1,freetype2-2017-IDX49
1495,libfuzzer,1811,900,5048,3912,8250,2,freetype2-2017-IDX49
1496,aflplusplus,1680,900,5048,4409,2250,3,freetype2-2017-IDX49
1497,entropic,1648,900,5048,3825,6250,4,freetype2-2017-IDX49
1498,eclipser,1586,840,5048,4546,10250,5,freetype2-2017-IDX49
1499,afl,1263,900,5048,3229,4250,6,freetype2-2017-IDX49
1500,honggfuzz,2408,900,4016,6510,251,1,freetype2-2017-IDX50
1501,aflplusplus,2013,900,4016,5903,2251,2,freetype2-2017-IDX50
1502,eclipser,1997,840,4016,6190,10251,3,freetype2-2017-IDX50
1503,libfuzzer,1649,900,4016,4752,8251,4,freetype2-2017-IDX50
1504,entropic,1634,900,4016,4653,6251,5,freetype2-2017-IDX50
1505,afl,1417,660,4016,4902,4251,6,freetype2-2017-IDX50
1506,honggfuzz,2419,900,4589,5631,252,1,freetype2-2017-IDX51
1507,aflplusplus,2258,900,4589,5723,2252,2,freetype2-2017-IDX51
1508,entropic,1958,900,4589,4312,6252,3,freetype2-2017-IDX51
1509,libfuzzer,1876,780,4589,4490,8252,4,freetype2-2017-IDX51
1510,afl,1829,780,4589,4417,4252,5,freetype2-2017-IDX51
1511,eclipser,1800,780,4589,4676,10252,6,freetype2-2017-IDX51
1512,eclipser,3170,900,5398,5801,10253,1,freetype2-2017-IDX52
1513,afl,3024,900,5398,5201,4253,2,freetype2-2017-IDX52
1514,aflplusplus,2810,900,5398,4878,2253,3,freetype2-2017-IDX52
1515,entropic,2542,900,5398,4664,6253,4,freetype2-2017-IDX52
1516,honggfuzz,2138,900,5398,4565,253,5,freetype2-2017-IDX52
1517,libfuzzer,1482,780,5398,3130,8253,6,freetype2-2017-IDX52
1518,honggfuzz,3233,900,5002,6397,254,1,freetype2-2017-IDX53
1519,eclipser,1666,900,5002,4450,10254,2,freetype2-2017-IDX53
1520,aflplusplus,1457,900,5002,3961,2254,3,freetype2-2017-IDX53
1521,afl,1344,840,5002,3772,4254,4,freetype2-2017-IDX53
1522,entropic,1200,900,5002,3499,6254,5,freetype2-2017-IDX53
1523,libfuzzer,1180,900,5002,3395,8254,6,freetype2-2017-IDX53
1524,honggfuzz,2088,900,5704,4119,255,1,freetype2-2017-IDX54
1525,eclipser,1776,780,5704,3173,10255,2,freetype2-2017-IDX54
1526,afl,1311,900,5704,2600,4255,3,freetype2-2017-IDX54
1527,aflplusplus,1187,900,5704,2903,2255,4,freetype2-2017-IDX54
1528,libfuzzer,743,780,5704,1998,8255,5,freetype2-2017-IDX54
1529,entropic,743,780,5704,1987,6255,6,freetype2-2017-IDX54
1530,honggfuzz,2666,840,4806,6028,256,1,freetype2-2017-IDX55
1531,eclipser,2658,840,4806,5546,10256,2,freetype2-2017-IDX55
1532,aflplusplus,2436,900,4806,5142,2256,3,freetype2-2017-IDX55
1533,afl,2343,840,4806,5040,4256,4,freetype2-2017-IDX55
1534,libfuzzer,2239,900,4806,4625,8256,5,freetype2-2017-IDX55
1535,entropic,2179,900,4806,4762,6256,6,freetype2-2017-IDX55
1536,honggfuzz,1409,780,4639,4474,257,1,freetype2-2017-IDX56
1537,libfuzzer,1300,900,4639,4000,8257,2,freetype2-2017-IDX56
1538,entropic,1271,840,4639,3781,6257,3,freetype2-2017-IDX56
1539,aflplusplus,1224,840,4639,3985,2257,4,freetype2-2017-IDX56
1540,eclipser,1114,900,4639,3768,10257,5,freetype2-2017-IDX56
1541,afl,834,840,4639,3172,4257,6,freetype2-2017-IDX56
1542,honggfuzz,2710,900,5083,5762,258,1,freetype2-2017-IDX57
1543,eclipser,1904,900,5083,4223,10258,2,freetype2-2017-IDX57
1544,aflplusplus,1844,900,5083,4368,2258,3,freetype2-2017-IDX57
1545,entropic,1714,840,5083,3732,6258,4,freetype2-2017-IDX57
1546,libfuzzer,1615,720,5083,3632,8258,5,freetype2-2017-IDX57
1547,afl,1555,900,5083,3678,4258,6,freetype2-2017-IDX57
1548,honggfuzz,3074,900,4952,6918,259,1,freetype2-2017-IDX58
1549,aflplusplus,2229,840,4952,5434,2259,2,freetype2-2017-IDX58
1550,eclipser,2191,840,4952,5321,10259,3,freetype2-2017-IDX58
1551,libfuzzer,2022,840,4952,4948,8259,4,freetype2-2017-IDX58
1552,afl,1961,900,4952,4946,4259,5,freetype2-2017-IDX58
1553,entropic,1640,900,4952,4259,6259,6,freetype2-2017-IDX58
1554,honggfuzz,2150,900,4813,4506,260,1,freetype2-2017-IDX59
1555,entropic,1893,900,4813,3797,6260,2,freetype2-2017-IDX59
1556,eclipser,1882,900,4813,4094,10260,3,freetype2-2017-IDX59
1557,libfuzzer,1879,900,4813,3809,8260,4,freetype2-2017-IDX59
1558,aflplusplus,1779,840,4813,3812,2260,5,freetype2-2017-IDX59
1559,afl,1497,840,4813,3295,4260,6,freetype2-2017-IDX59
1560,honggfuzz,3662,900,5463,6172,261,1,freetype2-2017-IDX60
1561,aflplusplus,2645,900,5463,4214,2261,2,freetype2-2017-IDX60
1562,entropic,2154,900,5463,3528,6261,3,freetype2-2017-IDX60
1563,eclipser,1828,900,5463,3638,10261,4,freetype2-2017-IDX60
1564,libfuzzer,1626,900,5463,2982,8261,5,freetype2-2017-IDX60
1565,afl,1406,840,5463,2686,4261,6,freetype2-2017-IDX60
1566,eclipser,1976,900,5862,3386,10262,1,freetype2-2017-IDX61
1567,honggfuzz,1660,900,5862,3812,262,2,freetype2-2017-IDX61
1568,aflplusplus,1493,900,5862,3295,2262,3,freetype2-2017-IDX61
1569,entropic,818,720,5862,2016,6262,4,freetype2-2017-IDX61
1570,libfuzzer,802,840,5862,2025,8262,5,freetype2-2017-IDX61
1571,afl,574,660,5862,1603,4262,6,freetype2-2017-IDX61
1572,eclipser,2032,780,5648,3708,10263,1,freetype2-2017-IDX62
1573,honggfuzz,1985,900,5648,3965,263,2,freetype2-2017-IDX62
1574,aflplusplus,1915,900,5648,3589,2263,3,freetype2-2017-IDX62
1575,afl,1639,840,5648,2939,4263,4,freetype2-2017-IDX62
1576,libfuzzer,1173,900,5648,2490,8263,5,freetype2-2017-IDX62
1577,entropic,1066,840,5648,2332,6263,6,freetype2-2017-IDX62
1578,honggfuzz,2909,900,5697,5287,264,1,freetype2-2017-IDX63
1579,eclipser,2871,900,5697,4848,10264,2,freetype2-2017-IDX63
1580,afl,2642,900,5697,4359,4264,3,freetype2-2017-IDX63
1581,aflplusplus,1926,900,5697,3478,2264,4,freetype2-2017-IDX63
1582,entropic,1355,900,5697,2634,6264,5,freetype2-2017-IDX63
1583,libfuzzer,906,900,5697,2161,8264,6,freetype2-2017-IDX63
1584,honggfuzz,3431,900,4751,6931,265,1,freetype2-2017-IDX64
1585,aflplusplus,2228,840,4751,5245,2265,2,freetype2-2017-IDX64
1586,eclipser,1953,840,4751,4929,10265,3,freetype2-2017-IDX64
1587,entropic,1851,780,4751,4422,6265,4,freetype2-2017-IDX64
1588,libfuzzer,1848,780,4751,4560,8265,5,freetype2-2017-IDX64
1589,afl,1497,660,4751,3896,4265,6,freetype2-2017-IDX64
1590,eclipser,3148,840,5694,5358,10266,1,freetype2-2017-IDX65
1591,honggfuzz,3082,900,5694,5555,266,2,freetype2-2017-IDX65
1592,aflplusplus,3061,900,5694,5278,2266,3,freetype2-2017-IDX65
1593,afl,2815,900,5694,4649,4266,4,freetype2-2017-IDX65
1594,entropic,1985,900,5694,3432,6266,5,freetype2-2017-IDX65
1595,libfuzzer,1094,720,5694,2411,8266,6,freetype2-2017-IDX65
1596,afl,1701,660,5157,3335,4267,1,freetype2-2017-IDX66
1597,aflplusplus,1521,900,5157,3585,2267,2,freetype2-2017-IDX66
1598,honggfuzz,1096,900,5157,3527,267,3,freetype2-2017-IDX66
1599,eclipser,1040,840,5157,3169,10267,4,freetype2-2017-IDX66
1600,entropic,967,780,5157,2513,6267,5,freetype2-2017-IDX66
1601,libfuzzer,913,780,5157,2448,8267,6,freetype2-2017-IDX66
1602,honggfuzz,1585,780,4472,4663,268,1,freetype2-2017-IDX67
1603,eclipser,1118,900,4472,4311,10268,2,freetype2-2017-IDX67
1604,libfuzzer,887,840,4472,3376,8268,3,freetype2-2017-IDX67
1605,entropic,853,900,4472,2686,6268,4,freetype2-2017-IDX67
1606,aflplusplus,770,840,4472,3020,2268,5,freetype2-2017-IDX67
1607,afl,528,840,4472,3168,4268,6,freetype2-2017-IDX67
1608,honggfuzz,1944,900,5009,4885,269,1,freetype2-2017-IDX68
1609,eclipser,1676,840,5009,3971,10269,2,freetype2-2017-IDX68
1610,aflplusplus,1554,900,5009,3897,2269,3,freetype2-2017-IDX68
1611,libfuzzer,1368,720,5009,3471,8269,4,freetype2-2017-IDX68
1612,entropic,1359,840,5009,3476,6269,5,freetype2-2017-IDX68
1613,afl,1085,720,5009,2897,4269,6,freetype2-2017-IDX68
1614,honggfuzz,2007,900,6145,3811,270,1,freetype2-2017-IDX69
1615,entropic,1282,900,6145,2371,6270,2,freetype2-2017-IDX69
1616,libfuzzer,1099,840,6145,2091,8270,3,freetype2-2017-IDX69
1617,eclipser,1012,360,6145,2195,10270,4,freetype2-2017-IDX69
1618,afl,895,780,6145,1713,4270,5,freetype2-2017-IDX69
1619,aflplusplus,559,840,6145,1100,2270,6,freetype2-2017-IDX69
1620,aflplusplus,2507,900,4750,5622,2271,1,freetype2-2017-IDX70
1621,honggfuzz,1696,900,4750,4705,271,2,freetype2-2017-IDX70
1622,eclipser,1432,900,4750,3907,10271,3,freetype2-2017-IDX70
1623,entropic,1372,840,4750,3785,6271,4,freetype2-2017-IDX70
1624,libfuzzer,1354,900,4750,3757,8271,5,freetype2-2017-IDX70
1625,afl,1120,900,4750,3161,4271,6,freetype2-2017-IDX70
1626,honggfuzz,2482,900,4665,5365,272,1,freetype2-2017-IDX71
1627,eclipser,2413,900,4665,4195,10272,2,freetype2-2017-IDX71
1628,afl,2269,900,4665,4252,4272,3,freetype2-2017-IDX71
1629,entropic,2040,840,4665,3780,6272,4,freetype2-2017-IDX71
1630,libfuzzer,1953,900,4665,3699,8272,5,freetype2-2017-IDX71
1631,aflplusplus,1788,900,4665,3063,2272,6,freetype2-2017-IDX71
1632,honggfuzz,1941,900,5188,3802,273,1,freetype2-2017-IDX72
1633,aflplusplus,1892,900,5188,3477,2273,2,freetype2-2017-IDX72
1634,eclipser,1210,900,5188,2748,10273,3,freetype2-2017-IDX72
1635,afl,1155,900,5188,2673,4273,4,freetype2-2017-IDX72
1636,entropic,834,900,5188,2142,6273,5,freetype2-2017-IDX72
1637,libfuzzer,779,840,5188,2073,8273,6,freetype2-2017-IDX72
1638,honggfuzz,2621,900,5201,5572,274,1,freetype2-2017-IDX73
1639,eclipser,1823,840,5201,4109,10274,2,freetype2-2017-IDX73
1640,aflplusplus,1801,840,5201,4233,2274,3,freetype2-2017-IDX73
1641,entropic,1578,900,5201,3670,6274,4,freetype2-2017-IDX73
1642,afl,1457,720,5201,3579,4274,5,freetype2-2017-IDX73
1643,libfuzzer,1276,900,5201,3260,8274,6,freetype2-2017-IDX73
1644,honggfuzz,3019,900,5498,5303,275,1,freetype2-2017-IDX74
1645,aflplusplus,2081,900,5498,4026,2275,2,freetype2-2017-IDX74
1646,eclipser,1299,900,5498,2904,10275,3,freetype2-2017-IDX74
1647,entropic,1023,900,5498,2322,6275,4,freetype2-2017-IDX74
1648,libfuzzer,894,840,5498,2184,8275,5,freetype2-2017-IDX74
1649,afl,744,900,5498,2176,4275,6,freetype2-2017-IDX74
1650,honggfuzz,2413,900,4772,5920,276,1,freetype2-2017-IDX75
1651,aflplusplus,1945,900,4772,5155,2276,2,freetype2-2017-IDX75
1652,eclipser,1748,900,4772,4364,10276,3,freetype2-2017-IDX75
1653,entropic,1698,900,4772,4111,6276,4,freetype2-2017-IDX75
1654,libfuzzer,1629,900,4772,4129,8276,5,freetype2-2017-IDX75
1655,afl,1564,840,4772,4057,4276,6,freetype2-2017-IDX75
1656,honggfuzz,1406,780,4716,4175,277,1,freetype2-2017-IDX76
1657,entropic,1310,780,4716,3807,6277,2,freetype2-2017-IDX76
1658,libfuzzer,1285,900,4716,3722,8277,3,freetype2-2017-IDX76
1659,aflplusplus,1270,840,4716,4111,2277,4,freetype2-2017-IDX76
1660,eclipser,1159,900,4716,3600,10277,5,freetype2-2017-IDX76
1661,afl,929,300,4716,3121,4277,6,freetype2-2017-IDX76
1662,aflplusplus,2651,900,5916,4450,2278,1,freetype2-2017-IDX77
1663,honggfuzz,2182,900,5916,4414,278,2,freetype2-2017-IDX77
1664,eclipser,1220,900,5916,2482,10278,3,freetype2-2017-IDX77
1665,libfuzzer,906,780,5916,2142,8278,4,freetype2-2017-IDX77
1666,afl,905,240,5916,1854,4278,5,freetype2-2017-IDX77
1667,entropic,793,840,5916,2063,6278,6,freetype2-2017-IDX77
1668,honggfuzz,2368,900,5479,4827,279,1,freetype2-2017-IDX78
1669,aflplusplus,2024,900,5479,4214,2279,2,freetype2-2017-IDX78
1670,eclipser,1748,840,5479,3861,10279,3,freetype2-2017-IDX78
1671,libfuzzer,1149,900,5479,2431,8279,4,freetype2-2017-IDX78
1672,entropic,1092,840,5479,2375,6279,5,freetype2-2017-IDX78
1673,afl,1068,900,5479,2371,4279,6,freetype2-2017-IDX78
1674,honggfuzz,1682,900,4546,5509,280,1,freetype2-2017-IDX79
1675,entropic,1171,780,4546,3944,6280,2,freetype2-2017-IDX79
1676,eclipser,1100,900,4546,4151,10280,3,freetype2-2017-IDX79
1677,libfuzzer,1088,840,4546,3860,8280,4,freetype2-2017-IDX79
1678,aflplusplus,984,720,4546,3809,2280,5,freetype2-2017-IDX79
1679,afl,735,900,4546,3345,4280,6,freetype2-2017-IDX79
1680,honggfuzz,2592,900,4677,6575,281,1,freetype2-2017-IDX80
1681,eclipser,2440,900,4677,5747,10281,2,freetype2-2017-IDX80
1682,entropic,2266,900,4677,5434,6281,3,freetype2-2017-IDX80
1683,aflplusplus,2155,660,4677,5164,2281,4,freetype2-2017-IDX80
1684,afl,2011,600,4677,5164,4281,5,freetype2-2017-IDX80
1685,libfuzzer,1874,900,4677,4522,8281,6,freetype2-2017-IDX80
1686,honggfuzz,1040,900,4895,3783,282,1,freetype2-2017-IDX81
1687,entropic,943,840,4895,3401,6282,2,freetype2-2017-IDX81
1688,aflplusplus,883,840,4895,3121,2282,3,freetype2-2017-IDX81
1689,eclipser,825,720,4895,3108,10282,4,freetype2-2017-IDX81
1690,libfuzzer,724,900,4895,2751,8282,5,freetype2-2017-IDX81
1691,afl,521,840,4895,2690,4282,6,freetype2-2017-IDX81
1692,honggfuzz,2743,900,4838,5781,283,1,freetype2-2017-IDX82
1693,eclipser,2339,900,4838,5287,10283,2,freetype2-2017-IDX82
1694,aflplusplus,2189,900,4838,5340,2283,3,freetype2-2017-IDX82
1695,afl,1938,900,4838,4268,4283,4,freetype2-2017-IDX82
1696,libfuzzer,1892,900,4838,4264,8283,5,freetype2-2017-IDX82
1697,entropic,1576,900,4838,3928,6283,6,freetype2-2017-IDX82
1698,eclipser,3189,900,5308,6006,10284,1,freetype2-2017-IDX83
1699,honggfuzz,3055,900,5308,6030,284,2,freetype2-2017-IDX83
1700,aflplusplus,2989,900,5308,5806,2284,3,freetype2-2017-IDX83
1701,afl,2621,900,5308,4826,4284,4,freetype2-2017-IDX83
1702,entropic,2113,900,5308,4211,6284,5,freetype2-2017-IDX83
1703,libfuzzer,2089,900,5308,4172,8284,6,freetype2-2017-IDX83
1704,honggfuzz,2335,840,4776,5311,285,1,freetype2-2017-IDX84
1705,eclipser,1820,900,4776,4294,10285,2,freetype2-2017-IDX84
1706,aflplusplus,1618,900,4776,4097,2285,3,freetype2-2017-IDX84
1707,entropic,1458,840,4776,3772,6285,4,freetype2-2017-IDX84
1708,libfuzzer,1300,900,4776,3447,8285,5,freetype2-2017-IDX84
1709,afl,1090,900,4776,2938,4285,6,freetype2-2017-IDX84
1710,honggfuzz,1516,900,5216,3868,286,1,freetype2-2017-IDX85
1711,aflplusplus,1184,900,5216,3290,2286,2,freetype2-2017-IDX85
1712,entropic,907,900,5216,2179,6286,3,freetype2-2017-IDX85
1713,eclipser,841,840,5216,2479,10286,4,freetype2-2017-IDX85
1714,libfuzzer,746,900,5216,2134,8286,5,freetype2-2017-IDX85
1715,afl,655,660,5216,1972,4286,6,freetype2-2017-IDX85
1716,honggfuzz,3031,900,5095,6510,287,1,freetype2-2017-IDX86
1717,aflplusplus,2569,900,5095,5537,2287,2,freetype2-2017-IDX86
1718,eclipser,2293,900,5095,4997,10287,3,freetype2-2017-IDX86
1719,afl,1843,900,5095,4229,4287,4,freetype2-2017-IDX86
1720,libfuzzer,1799,900,5095,4295,8287,5,freetype2-2017-IDX86
1721,entropic,1775,900,5095,4131,6287,6,freetype2-2017-IDX86
1722,honggfuzz,1214,900,4356,4339,288,1,freetype2-2017-IDX87
1723,aflplusplus,1209,900,4356,3799,2288,2,freetype2-2017-IDX87
1724,eclipser,969,900,4356,3531,10288,3,freetype2-2017-IDX87
1725,entropic,906,840,4356,3540,6288,4,freetype2-2017-IDX87
1726,libfuzzer,834,900,4356,3205,8288,5,freetype2-2017-IDX87
1727,afl,580,720,4356,2919,4288,6,freetype2-2017-IDX87
1728,honggfuzz,3147,900,4792,6374,289,1,freetype2-2017-IDX88
1729,aflplusplus,2801,900,4792,5630,2289,2,freetype2-2017-IDX88
1730,afl,2505,840,4792,4983,4289,3,freetype2-2017-IDX88
1731,libfuzzer,2442,900,4792,4753,8289,4,freetype2-2017-IDX88
1732,eclipser,2436,900,4792,5153,10289,5,freetype2-2017-IDX88
1733,entropic,1114,840,4792,2971,6289,6,freetype2-2017-IDX88
1734,honggfuzz,2202,900,5756,4350,290,1,freetype2-2017-IDX89
1735,aflplusplus,2130,900,5756,3601,2290,2,freetype2-2017-IDX89
1736,eclipser,1965,900,5756,3491,10290,3,freetype2-2017-IDX89
1737,afl,1908,900,5756,3184,4290,4,freetype2-2017-IDX89
1738,libfuzzer,1243,840,5756,2593,8290,5,freetype2-2017-IDX89
1739,entropic,1196,900,5756,2588,6290,6,freetype2-2017-IDX89
1740,aflplusplus,2105,840,4874,5181,2291,1,freetype2-2017-IDX90
1741,honggfuzz,1805,840,4874,4890,291,2,freetype2-2017-IDX90
1742,entropic,1277,900,4874,3963,6291,3,freetype2-2017-IDX90
1743,eclipser,1090,660,4874,3778,10291,4,freetype2-2017-IDX90
1744,afl,1003,720,4874,3583,4291,5,freetype2-2017-IDX90
1745,libfuzzer,915,660,4874,3363,8291,6,freetype2-2017-IDX90
1746,honggfuzz,2476,900,5137,5381,292,1,freetype2-2017-IDX91
1747,aflplusplus,1519,900,5137,3985,2292,2,freetype2-2017-IDX91
1748,entropic,1429,900,5137,3706,6292,3,freetype2-2017-IDX91
1749,eclipser,1421,840,5137,3756,10292,4,freetype2-2017-IDX91
1750,libfuzzer,1407,900,5137,3685,8292,5,freetype2-2017-IDX91
1751,afl,1062,900,5137,3013,4292,6,freetype2-2017-IDX91
1752,eclipser,2713,900,4935,5775,10293,1,freetype2-2017-IDX92
1753,honggfuzz,2510,900,4935,6091,293,2,freetype2-2017-IDX92
1754,aflplusplus,2253,840,4935,4837,2293,3,freetype2-2017-IDX92
1755,entropic,2030,900,4935,4645,6293,4,freetype2-2017-IDX92
1756,libfuzzer,1984,780,4935,4468,8293,5,freetype2-2017-IDX92
1757,afl,1773,780,4935,4005,4293,6,freetype2-2017-IDX92
1758,eclipser,3058,900,5945,5119,10294,1,freetype2-2017-IDX93
1759,aflplusplus,2322,900,5945,4023,2294,2,freetype2-2017-IDX93
1760,afl,1677,900,5945,3088,4294,3,freetype2-2017-IDX93
1761,honggfuzz,1509,900,5945,3497,294,4,freetype2-2017-IDX93
1762,entropic,1168,660,5945,2346,6294,5,freetype2-2017-IDX93
1763,libfuzzer,1141,900,5945,2318,8294,6,freetype2-2017-IDX93
1764,honggfuzz,3311,840,5132,6175,295,1,freetype2-2017-IDX94
1765,aflplusplus,1788,840,5132,4287,2295,2,freetype2-2017-IDX94
1766,eclipser,1694,900,5132,4024,10295,3,freetype2-2017-IDX94
1767,entropic,1524,900,5132,3483,6295,4,freetype2-2017-IDX94
1768,libfuzzer,1369,900,5132,3232,8295,5,freetype2-2017-IDX94
1769,afl,1187,900,5132,2758,4295,6,freetype2-2017-IDX94
1770,entropic,1845,900,5038,3564,6296,1,freetype2-2017-IDX95
1771,eclipser,1637,840,5038,3198,10296,2,freetype2-2017-IDX95
1772,afl,1542,780,5038,3055,4296,3,freetype2-2017-IDX95
1773,honggfuzz,1517,900,5038,3537,296,4,freetype2-2017-IDX95
1774,libfuzzer,1497,840,5038,3024,8296,5,freetype2-2017-IDX95
1775,aflplusplus,1164,840,5038,2332,2296,6,freetype2-2017-IDX95
1776,eclipser,1869,900,4260,5179,10297,1,freetype2-2017-IDX96
1777,honggfuzz,1809,900,4260,5206,297,2,freetype2-2017-IDX96
1778,afl,1422,900,4260,4295,4297,3,freetype2-2017-IDX96
1779,entropic,1111,900,4260,4003,6297,4,freetype2-2017-IDX96
1780,libfuzzer,1026,900,4260,3586,8297,5,freetype2-2017-IDX96
1781,aflplusplus,689,900,4260,3266,2297,6,freetype2-2017-IDX96
1782,honggfuzz,2150,900,5277,4408,298,1,freetype2-2017-IDX97
1783,aflplusplus,1628,900,5277,3774,2298,2,freetype2-2017-IDX97
1784,eclipser,996,360,5277,2427,10298,3,freetype2-2017-IDX97
1785,libfuzzer,865,900,5277,2303,8298,4,freetype2-2017-IDX97
1786,entropic,808,900,5277,2218,6298,5,freetype2-2017-IDX97
1787,afl,619,840,5277,1983,4298,6,freetype2-2017-IDX97
1788,eclipser,2757,900,5381,5354,10299,1,freetype2-2017-IDX98
1789,honggfuzz,2346,900,5381,5173,299,2,freetype2-2017-IDX98
1790,aflplusplus,2315,900,5381,4955,2299,3,freetype2-2017-IDX98
1791,afl,2175,900,5381,4629,4299,4,freetype2-2017-IDX98
1792,entropic,1787,900,5381,4040,6299,5,freetype2-2017-IDX98
1793,libfuzzer,1403,900,5381,3562,8299,6,freetype2-2017-IDX98
1794,honggfuzz,2615,900,4715,6383,300,1,freetype2-2017-IDX99
1795,eclipser,2552,840,4715,6117,10300,2,freetype2-2017-IDX99
1796,aflplusplus,2164,900,4715,5418,2300,3,freetype2-2017-IDX99
1797,entropic,2151,900,4715,5071,6300,4,freetype2-2017-IDX99
1798,libfuzzer,2044,900,4715,5194,8300,5,freetype2-2017-IDX99
1799,afl,1994,900,4715,5043,4300,6,freetype2-2017-IDX99
1800,aflplusplus,2007,840,3187,4781,2301,1,harfbuzz-1.3.2-IDX0
1801,honggfuzz,1250,900,3187,3355,301,2,harfbuzz-1.3.2-IDX0
1802,eclipser,973,360,3187,2981,10301,3,harfbuzz-1.3.2-IDX0
1803,afl,964,780,3187,2982,4301,4,harfbuzz-1.3.2-IDX0
1804,libfuzzer,958,360,3187,2918,8301,5,harfbuzz-1.3.2-IDX0
1805,entropic,953,360,3187,2879,6301,6,harfbuzz-1.3.2-IDX0
1806,aflplusplus,2123,900,3044,5175,2302,1,harfbuzz-1.3.2-IDX1
1807,honggfuzz,2036,900,3044,5195,302,2,harfbuzz-1.3.2-IDX1
1808,eclipser,2020,900,3044,5199,10302,3,harfbuzz-1.3.2-IDX1
1809,afl,2000,840,3044,4982,4302,4,harfbuzz-1.3.2-IDX1
1810,entropic,1870,900,3044,5035,6302,5,harfbuzz-1.3.2-IDX1
1811,libfuzzer,1849,900,3044,4967,8302,6,harfbuzz-1.3.2-IDX1
1812,aflplusplus,1684,900,3151,4139,2303,1,harfbuzz-1.3.2-IDX2
1813,honggfuzz,1014,660,3151,2946,303,2,harfbuzz-1.3.2-IDX2
1814,libfuzzer,1014,720,3151,3014,8303,3,harfbuzz-1.3.2-IDX2
1815,entropic,1013,720,3151,2947,6303,4,harfbuzz-1.3.2-IDX2
1816,afl,1010,900,3151,2900,4303,5,harfbuzz-1.3.2-IDX2
1817,eclipser,1010,900,3151,2891,10303,6,harfbuzz-1.3.2-IDX2
1818,eclipser,2566,900,3037,5770,10304,1,harfbuzz-1.3.2-IDX3
1819,afl,2380,840,3037,5540,4304,2,harfbuzz-1.3.2-IDX3
1820,aflplusplus,2086,900,3037,4683,2304,3,harfbuzz-1.3.2-IDX3
1821,libfuzzer,1948,900,3037,4910,8304,4,harfbuzz-1.3.2-IDX3
1822,honggfuzz,1925,780,3037,4700,304,5,harfbuzz-1.3.2-IDX3
1823,entropic,1723,840,3037,4441,6304,6,harfbuzz-1.3.2-IDX3
1824,aflplusplus,1964,900,2958,4575,2305,1,harfbuzz-1.3.2-IDX4
1825,afl,1862,840,2958,4561,4305,2,harfbuzz-1.3.2-IDX4
1826,eclipser,1797,780,2958,4521,10305,3,harfbuzz-1.3.2-IDX4
1827,honggfuzz,1682,900,2958,4283,305,4,harfbuzz-1.3.2-IDX4
1828,entropic,1618,900,2958,4188,6305,5,harfbuzz-1.3.2-IDX4
1829,libfuzzer,1594,720,2958,4142,8305,6,harfbuzz-1.3.2-IDX4
1830,aflplusplus,2083,840,2682,5254,2306,1,harfbuzz-1.3.2-IDX5
1831,eclipser,1851,900,2682,4875,10306,2,harfbuzz-1.3.2-IDX5
1832,afl,1762,900,2682,4709,4306,3,harfbuzz-1.3.2-IDX5
