,fuzzer,covered_targets,time,target,covered_edges,trial_id,rank,micro_benchmark
1643,libfuzzer,574,660,1737,3392,8274,6,freetype2-2017-IDX73
1644,aflplusplus,203,420,1283,3631,2275,1,freetype2-2017-IDX74
1645,eclipser,196,360,1283,3913,10275,2,freetype2-2017-IDX74
1646,afl,196,420,1283,3268,4275,3,freetype2-2017-IDX74
1647,entropic,195,840,1283,3905,6275,4,freetype2-2017-IDX74
1648,honggfuzz,192,180,1283,4111,275,5,freetype2-2017-IDX74
1649,libfuzzer,190,900,1283,3829,8275,6,freetype2-2017-IDX74
1650,honggfuzz,804,900,1571,6438,276,1,freetype2-2017-IDX75
1651,aflplusplus,681,900,1571,5540,2276,2,freetype2-2017-IDX75
1652,eclipser,655,900,1571,5879,10276,3,freetype2-2017-IDX75
1653,entropic,537,900,1571,4980,6276,4,freetype2-2017-IDX75
1654,libfuzzer,452,720,1571,4508,8276,5,freetype2-2017-IDX75
1655,afl,432,780,1571,4854,4276,6,freetype2-2017-IDX75
1656,honggfuzz,919,900,2069,4714,277,1,freetype2-2017-IDX76
1657,eclipser,798,900,2069,2703,10277,2,freetype2-2017-IDX76
1658,aflplusplus,694,660,2069,2736,2277,3,freetype2-2017-IDX76
1659,entropic,545,900,2069,2266,6277,4,freetype2-2017-IDX76
1660,afl,520,660,2069,1641,4277,5,freetype2-2017-IDX76
1661,libfuzzer,514,480,2069,2014,8277,6,freetype2-2017-IDX76
1662,honggfuzz,323,900,1422,3919,278,1,freetype2-2017-IDX77
1663,entropic,210,780,1422,3325,6278,2,freetype2-2017-IDX77
1664,libfuzzer,167,900,1422,2817,8278,3,freetype2-2017-IDX77
1665,eclipser,151,600,1422,3128,10278,4,freetype2-2017-IDX77
1666,aflplusplus,111,840,1422,2688,2278,5,freetype2-2017-IDX77
1667,afl,80,300,1422,2405,4278,6,freetype2-2017-IDX77
1668,aflplusplus,619,900,1445,3972,2279,1,freetype2-2017-IDX78
1669,honggfuzz,593,720,1445,4183,279,2,freetype2-2017-IDX78
1670,libfuzzer,499,840,1445,2641,8279,3,freetype2-2017-IDX78
1671,eclipser,444,120,1445,2232,10279,4,freetype2-2017-IDX78
1672,entropic,423,840,1445,2050,6279,5,freetype2-2017-IDX78
1673,afl,272,120,1445,1563,4279,6,freetype2-2017-IDX78
1674,aflplusplus,1056,840,2459,5077,2280,1,freetype2-2017-IDX79
1675,honggfuzz,422,720,2459,4769,280,2,freetype2-2017-IDX79
1676,eclipser,342,900,2459,3622,10280,3,freetype2-2017-IDX79
1677,entropic,317,660,2459,3655,6280,4,freetype2-2017-IDX79
1678,libfuzzer,301,720,2459,3345,8280,5,freetype2-2017-IDX79
1679,afl,298,540,2459,3102,4280,6,freetype2-2017-IDX79
1680,afl,1334,900,2350,4601,4281,1,freetype2-2017-IDX80
1681,honggfuzz,1022,840,2350,5319,281,2,freetype2-2017-IDX80
1682,aflplusplus,552,900,2350,3816,2281,3,freetype2-2017-IDX80
1683,eclipser,526,240,2350,3614,10281,4,freetype2-2017-IDX80
1684,entropic,501,720,2350,3658,6281,5,freetype2-2017-IDX80
1685,libfuzzer,420,840,2350,3352,8281,6,freetype2-2017-IDX80
1686,aflplusplus,892,900,1230,5676,2282,1,freetype2-2017-IDX81
1687,honggfuzz,153,300,1230,4070,282,2,freetype2-2017-IDX81
1688,libfuzzer,153,840,1230,3952,8282,3,freetype2-2017-IDX81
1689,entropic,151,420,1230,3901,6282,4,freetype2-2017-IDX81
1690,eclipser,149,240,1230,3387,10282,5,freetype2-2017-IDX81
1691,afl,149,300,1230,3168,4282,6,freetype2-2017-IDX81
1692,eclipser,726,900,1109,4793,10283,1,freetype2-2017-IDX82
1693,aflplusplus,705,840,1109,3668,2283,2,freetype2-2017-IDX82
1694,afl,628,840,1109,3534,4283,3,freetype2-2017-IDX82
1695,libfuzzer,556,900,1109,3395,8283,4,freetype2-2017-IDX82
1696,honggfuzz,387,900,1109,4370,283,5,freetype2-2017-IDX82
1697,entropic,346,540,1109,3519,6283,6,freetype2-2017-IDX82
1698,honggfuzz,414,780,612,4259,284,1,freetype2-2017-IDX83
1699,entropic,368,780,612,2963,6284,2,freetype2-2017-IDX83
1700,aflplusplus,359,780,612,3916,2284,3,freetype2-2017-IDX83
1701,libfuzzer,261,840,612,3279,8284,4,freetype2-2017-IDX83
1702,eclipser,233,540,612,3030,10284,5,freetype2-2017-IDX83
1703,afl,115,60,612,2387,4284,6,freetype2-2017-IDX83
1704,eclipser,962,720,2347,3495,10285,1,freetype2-2017-IDX84
1705,honggfuzz,961,900,2347,4611,285,2,freetype2-2017-IDX84
1706,afl,947,780,2347,2758,4285,3,freetype2-2017-IDX84
1707,aflplusplus,933,900,2347,2949,2285,4,freetype2-2017-IDX84
1708,libfuzzer,927,780,2347,3208,8285,5,freetype2-2017-IDX84
1709,entropic,801,780,2347,3126,6285,6,freetype2-2017-IDX84
1710,aflplusplus,1112,720,1560,4169,2286,1,freetype2-2017-IDX85
1711,honggfuzz,1104,840,1560,4326,286,2,freetype2-2017-IDX85
1712,eclipser,1045,300,1560,3483,10286,3,freetype2-2017-IDX85
1713,afl,897,300,1560,3281,4286,4,freetype2-2017-IDX85
1714,entropic,547,720,1560,2647,6286,5,freetype2-2017-IDX85
1715,libfuzzer,534,660,1560,2635,8286,6,freetype2-2017-IDX85
1716,honggfuzz,675,900,1692,4998,287,1,freetype2-2017-IDX86
1717,entropic,615,780,1692,3615,6287,2,freetype2-2017-IDX86
1718,aflplusplus,603,840,1692,4044,2287,3,freetype2-2017-IDX86
1719,eclipser,587,840,1692,4579,10287,4,freetype2-2017-IDX86
1720,libfuzzer,573,840,1692,3511,8287,5,freetype2-2017-IDX86
1721,afl,464,600,1692,3062,4287,6,freetype2-2017-IDX86
1722,aflplusplus,717,720,1178,5663,2288,1,freetype2-2017-IDX87
1723,honggfuzz,653,900,1178,5000,288,2,freetype2-2017-IDX87
1724,entropic,416,540,1178,3893,6288,3,freetype2-2017-IDX87
1725,libfuzzer,410,540,1178,3818,8288,4,freetype2-2017-IDX87
1726,eclipser,376,780,1178,3891,10288,5,freetype2-2017-IDX87
1727,afl,230,120,1178,3091,4288,6,freetype2-2017-IDX87
1728,afl,995,720,1431,4004,4289,1,freetype2-2017-IDX88
1729,honggfuzz,876,840,1431,5256,289,2,freetype2-2017-IDX88
1730,eclipser,672,840,1431,4241,10289,3,freetype2-2017-IDX88
1731,entropic,589,900,1431,3643,6289,4,freetype2-2017-IDX88
1732,aflplusplus,574,840,1431,4417,2289,5,freetype2-2017-IDX88
1733,libfuzzer,472,840,1431,3309,8289,6,freetype2-2017-IDX88
1734,eclipser,885,900,1172,5251,10290,1,freetype2-2017-IDX89
1735,afl,835,780,1172,4609,4290,2,freetype2-2017-IDX89
1736,honggfuzz,788,840,1172,5445,290,3,freetype2-2017-IDX89
1737,aflplusplus,757,180,1172,4605,2290,4,freetype2-2017-IDX89
1738,entropic,536,420,1172,4039,6290,5,freetype2-2017-IDX89
1739,libfuzzer,236,360,1172,3937,8290,6,freetype2-2017-IDX89
1740,honggfuzz,1158,900,1898,5956,291,1,freetype2-2017-IDX90
1741,afl,984,840,1898,4039,4291,2,freetype2-2017-IDX90
1742,aflplusplus,936,900,1898,4528,2291,3,freetype2-2017-IDX90
1743,entropic,917,840,1898,4408,6291,4,freetype2-2017-IDX90
1744,eclipser,909,840,1898,4444,10291,5,freetype2-2017-IDX90
1745,libfuzzer,777,840,1898,3529,8291,6,freetype2-2017-IDX90
1746,honggfuzz,1022,840,1962,4297,292,1,freetype2-2017-IDX91
1747,aflplusplus,876,780,1962,4417,2292,2,freetype2-2017-IDX91
1748,eclipser,489,300,1962,2367,10292,3,freetype2-2017-IDX91
1749,afl,466,360,1962,1868,4292,4,freetype2-2017-IDX91
1750,libfuzzer,357,780,1962,2290,8292,5,freetype2-2017-IDX91
1751,entropic,356,600,1962,2320,6292,6,freetype2-2017-IDX91
1752,aflplusplus,648,900,917,4739,2293,1,freetype2-2017-IDX92
1753,honggfuzz,437,900,917,4994,293,2,freetype2-2017-IDX92
1754,entropic,379,900,917,3874,6293,3,freetype2-2017-IDX92
1755,libfuzzer,354,180,917,3580,8293,4,freetype2-2017-IDX92
1756,eclipser,266,600,917,3834,10293,5,freetype2-2017-IDX92
1757,afl,130,180,917,3195,4293,6,freetype2-2017-IDX92
1758,aflplusplus,1592,720,3192,4528,2294,1,freetype2-2017-IDX93
1759,afl,1585,900,3192,3700,4294,2,freetype2-2017-IDX93
1760,eclipser,1522,780,3192,4837,10294,3,freetype2-2017-IDX93
1761,honggfuzz,1055,900,3192,3992,294,4,freetype2-2017-IDX93
1762,entropic,817,660,3192,2997,6294,5,freetype2-2017-IDX93
1763,libfuzzer,250,360,3192,2199,8294,6,freetype2-2017-IDX93
1764,honggfuzz,430,600,490,5158,295,1,freetype2-2017-IDX94
1765,aflplusplus,405,840,490,4253,2295,2,freetype2-2017-IDX94
1766,libfuzzer,405,900,490,3955,8295,3,freetype2-2017-IDX94
1767,eclipser,373,900,490,4412,10295,4,freetype2-2017-IDX94
1768,entropic,365,900,490,4236,6295,5,freetype2-2017-IDX94
1769,afl,364,420,490,3714,4295,6,freetype2-2017-IDX94
1770,honggfuzz,965,420,994,4010,296,1,freetype2-2017-IDX95
1771,entropic,959,900,994,4018,6296,2,freetype2-2017-IDX95
1772,eclipser,931,840,994,3343,10296,3,freetype2-2017-IDX95
1773,afl,924,720,994,2916,4296,4,freetype2-2017-IDX95
1774,libfuzzer,208,360,994,1329,8296,5,freetype2-2017-IDX95
1775,aflplusplus,163,480,994,1163,2296,6,freetype2-2017-IDX95
1776,honggfuzz,1582,900,2172,6583,297,1,freetype2-2017-IDX96
1777,aflplusplus,952,840,2172,4372,2297,2,freetype2-2017-IDX96
1778,libfuzzer,939,900,2172,3648,8297,3,freetype2-2017-IDX96
1779,eclipser,817,840,2172,4091,10297,4,freetype2-2017-IDX96
1780,afl,744,900,2172,3495,4297,5,freetype2-2017-IDX96
1781,entropic,682,900,2172,3518,6297,6,freetype2-2017-IDX96
1782,aflplusplus,1287,780,2318,4373,2298,1,freetype2-2017-IDX97
1783,honggfuzz,638,840,2318,4105,298,2,freetype2-2017-IDX97
1784,eclipser,588,660,2318,2696,10298,3,freetype2-2017-IDX97
1785,libfuzzer,389,600,2318,2546,8298,4,freetype2-2017-IDX97
1786,entropic,381,840,2318,2342,6298,5,freetype2-2017-IDX97
1787,afl,337,360,2318,1870,4298,6,freetype2-2017-IDX97
1788,aflplusplus,615,600,1925,2991,2299,1,freetype2-2017-IDX98
1789,honggfuzz,557,600,1925,4126,299,2,freetype2-2017-IDX98
1790,eclipser,432,840,1925,2142,10299,3,freetype2-2017-IDX98
1791,libfuzzer,376,240,1925,1903,8299,4,freetype2-2017-IDX98
1792,entropic,373,780,1925,2103,6299,5,freetype2-2017-IDX98
1793,afl,285,240,1925,1708,4299,6,freetype2-2017-IDX98
1794,aflplusplus,1594,840,2364,4865,2300,1,freetype2-2017-IDX99
1795,eclipser,1467,900,2364,4036,10300,2,freetype2-2017-IDX99
1796,honggfuzz,724,720,2364,4173,300,3,freetype2-2017-IDX99
1797,afl,694,780,2364,2591,4300,4,freetype2-2017-IDX99
1798,entropic,354,300,2364,2385,6300,5,freetype2-2017-IDX99
1799,libfuzzer,283,420,2364,2224,8300,6,freetype2-2017-IDX99
1800,aflplusplus,1390,900,1585,5427,2301,1,harfbuzz-1.3.2-IDX0
1801,eclipser,635,300,1585,2925,10301,2,harfbuzz-1.3.2-IDX0
1802,honggfuzz,635,660,1585,2990,301,3,harfbuzz-1.3.2-IDX0
1803,libfuzzer,621,240,1585,2918,8301,4,harfbuzz-1.3.2-IDX0
1804,afl,621,300,1585,2949,4301,5,harfbuzz-1.3.2-IDX0
1805,entropic,621,420,1585,2893,6301,6,harfbuzz-1.3.2-IDX0
1806,aflplusplus,905,720,967,5368,2302,1,harfbuzz-1.3.2-IDX1
1807,honggfuzz,895,900,967,5104,302,2,harfbuzz-1.3.2-IDX1
1808,afl,865,600,967,5310,4302,3,harfbuzz-1.3.2-IDX1
1809,eclipser,864,900,967,5062,10302,4,harfbuzz-1.3.2-IDX1
1810,entropic,836,600,967,4782,6302,5,harfbuzz-1.3.2-IDX1
1811,libfuzzer,830,360,967,4837,8302,6,harfbuzz-1.3.2-IDX1
1812,aflplusplus,1169,840,1725,4394,2303,1,harfbuzz-1.3.2-IDX2
1813,honggfuzz,530,180,1725,2964,303,2,harfbuzz-1.3.2-IDX2
1814,eclipser,519,60,1725,2748,10303,3,harfbuzz-1.3.2-IDX2
1815,afl,516,60,1725,2734,4303,4,harfbuzz-1.3.2-IDX2
1816,entropic,516,180,1725,2837,6303,5,harfbuzz-1.3.2-IDX2
1817,libfuzzer,516,420,1725,2955,8303,6,harfbuzz-1.3.2-IDX2
1818,aflplusplus,1023,780,1243,5096,2304,1,harfbuzz-1.3.2-IDX3
1819,afl,936,840,1243,4466,4304,2,harfbuzz-1.3.2-IDX3
1820,honggfuzz,924,840,1243,4633,304,3,harfbuzz-1.3.2-IDX3
1821,eclipser,923,840,1243,4517,10304,4,harfbuzz-1.3.2-IDX3
1822,entropic,545,780,1243,3233,6304,5,harfbuzz-1.3.2-IDX3
1823,libfuzzer,467,720,1243,2965,8304,6,harfbuzz-1.3.2-IDX3
1824,aflplusplus,499,900,575,5353,2305,1,harfbuzz-1.3.2-IDX4
1825,honggfuzz,478,840,575,5652,305,2,harfbuzz-1.3.2-IDX4
1826,eclipser,460,720,575,5180,10305,3,harfbuzz-1.3.2-IDX4
1827,libfuzzer,435,780,575,5095,8305,4,harfbuzz-1.3.2-IDX4
1828,afl,419,840,575,4901,4305,5,harfbuzz-1.3.2-IDX4
1829,entropic,406,900,575,5063,6305,6,harfbuzz-1.3.2-IDX4
1830,aflplusplus,1093,900,1264,5643,2306,1,harfbuzz-1.3.2-IDX5
1831,afl,872,600,1264,4971,4306,2,harfbuzz-1.3.2-IDX5
1832,eclipser,869,900,1264,4457,10306,3,harfbuzz-1.3.2-IDX5
1833,honggfuzz,706,780,1264,4115,306,4,harfbuzz-1.3.2-IDX5
1834,libfuzzer,666,900,1264,3870,8306,5,harfbuzz-1.3.2-IDX5
1835,entropic,641,780,1264,3724,6306,6,harfbuzz-1.3.2-IDX5
1836,afl,770,660,803,6277,4307,1,harfbuzz-1.3.2-IDX6
1837,honggfuzz,728,720,803,5623,307,2,harfbuzz-1.3.2-IDX6
1838,eclipser,709,780,803,5468,10307,3,harfbuzz-1.3.2-IDX6
1839,aflplusplus,692,420,803,5102,2307,4,harfbuzz-1.3.2-IDX6
1840,entropic,673,840,803,5204,6307,5,harfbuzz-1.3.2-IDX6
1841,libfuzzer,672,900,803,5469,8307,6,harfbuzz-1.3.2-IDX6
1842,afl,1006,720,1085,5694,4308,1,harfbuzz-1.3.2-IDX7
1843,eclipser,964,900,1085,5171,10308,2,harfbuzz-1.3.2-IDX7
1844,honggfuzz,951,840,1085,4740,308,3,harfbuzz-1.3.2-IDX7
1845,aflplusplus,854,840,1085,4098,2308,4,harfbuzz-1.3.2-IDX7
1846,entropic,842,900,1085,4265,6308,5,harfbuzz-1.3.2-IDX7
1847,libfuzzer,831,900,1085,4205,8308,6,harfbuzz-1.3.2-IDX7
1848,aflplusplus,1001,900,1175,5432,2309,1,harfbuzz-1.3.2-IDX8
1849,honggfuzz,403,900,1175,3459,309,2,harfbuzz-1.3.2-IDX8
1850,eclipser,200,840,1175,3043,10309,3,harfbuzz-1.3.2-IDX8
1851,afl,185,60,1175,2822,4309,4,harfbuzz-1.3.2-IDX8
1852,entropic,185,60,1175,2703,6309,5,harfbuzz-1.3.2-IDX8
1853,libfuzzer,185,120,1175,2906,8309,6,harfbuzz-1.3.2-IDX8
1854,eclipser,1076,900,1475,5393,10310,1,harfbuzz-1.3.2-IDX9
1855,honggfuzz,1064,900,1475,5234,310,2,harfbuzz-1.3.2-IDX9
1856,afl,949,840,1475,4665,4310,3,harfbuzz-1.3.2-IDX9
1857,aflplusplus,914,780,1475,4506,2310,4,harfbuzz-1.3.2-IDX9
1858,libfuzzer,863,900,1475,4754,8310,5,harfbuzz-1.3.2-IDX9
1859,entropic,836,900,1475,4386,6310,6,harfbuzz-1.3.2-IDX9
1860,aflplusplus,702,780,827,4940,2311,1,harfbuzz-1.3.2-IDX10
1861,honggfuzz,634,840,827,5157,311,2,harfbuzz-1.3.2-IDX10
1862,eclipser,549,900,827,5019,10311,3,harfbuzz-1.3.2-IDX10
1863,afl,544,840,827,4879,4311,4,harfbuzz-1.3.2-IDX10
1864,libfuzzer,523,300,827,4528,8311,5,harfbuzz-1.3.2-IDX10
1865,entropic,513,780,827,4627,6311,6,harfbuzz-1.3.2-IDX10
1866,afl,949,780,1039,5833,4312,1,harfbuzz-1.3.2-IDX11
1867,eclipser,937,660,1039,5658,10312,2,harfbuzz-1.3.2-IDX11
1868,aflplusplus,928,900,1039,5188,2312,3,harfbuzz-1.3.2-IDX11
1869,entropic,908,900,1039,5748,6312,4,harfbuzz-1.3.2-IDX11
1870,honggfuzz,736,600,1039,5455,312,5,harfbuzz-1.3.2-IDX11
1871,libfuzzer,669,840,1039,5290,8312,6,harfbuzz-1.3.2-IDX11
1872,honggfuzz,618,900,1108,3848,313,1,harfbuzz-1.3.2-IDX12
1873,aflplusplus,238,180,1108,2991,2313,2,harfbuzz-1.3.2-IDX12
1874,eclipser,205,660,1108,3049,10313,3,harfbuzz-1.3.2-IDX12
1875,libfuzzer,191,360,1108,2955,8313,4,harfbuzz-1.3.2-IDX12
1876,entropic,190,540,1108,2897,6313,5,harfbuzz-1.3.2-IDX12
1877,afl,189,180,1108,2762,4313,6,harfbuzz-1.3.2-IDX12
1878,afl,676,840,826,5989,4314,1,harfbuzz-1.3.2-IDX13
1879,aflplusplus,664,900,826,5927,2314,2,harfbuzz-1.3.2-IDX13
1880,eclipser,639,780,826,5828,10314,3,harfbuzz-1.3.2-IDX13
1881,honggfuzz,618,900,826,5655,314,4,harfbuzz-1.3.2-IDX13
1882,entropic,595,780,826,5419,6314,5,harfbuzz-1.3.2-IDX13
1883,libfuzzer,546,900,826,4862,8314,6,harfbuzz-1.3.2-IDX13
1884,eclipser,1192,900,1495,5885,10315,1,harfbuzz-1.3.2-IDX14
1885,honggfuzz,1152,720,1495,5237,315,2,harfbuzz-1.3.2-IDX14
1886,afl,1135,660,1495,5665,4315,3,harfbuzz-1.3.2-IDX14
1887,entropic,1112,900,1495,4599,6315,4,harfbuzz-1.3.2-IDX14
1888,libfuzzer,1074,900,1495,4718,8315,5,harfbuzz-1.3.2-IDX14
1889,aflplusplus,1071,840,1495,5163,2315,6,harfbuzz-1.3.2-IDX14
1890,aflplusplus,887,720,1429,4220,2316,1,harfbuzz-1.3.2-IDX15
1891,afl,840,600,1429,4823,4316,2,harfbuzz-1.3.2-IDX15
1892,honggfuzz,716,900,1429,4605,316,3,harfbuzz-1.3.2-IDX15
1893,libfuzzer,634,900,1429,4155,8316,4,harfbuzz-1.3.2-IDX15
1894,entropic,585,900,1429,4286,6316,5,harfbuzz-1.3.2-IDX15
1895,eclipser,413,780,1429,3604,10316,6,harfbuzz-1.3.2-IDX15
1896,eclipser,793,900,877,5941,10317,1,harfbuzz-1.3.2-IDX16
1897,afl,761,480,877,5566,4317,2,harfbuzz-1.3.2-IDX16
1898,aflplusplus,749,660,877,4988,2317,3,harfbuzz-1.3.2-IDX16
1899,honggfuzz,715,900,877,5449,317,4,harfbuzz-1.3.2-IDX16
1900,entropic,669,900,877,5536,6317,5,harfbuzz-1.3.2-IDX16
1901,libfuzzer,648,900,877,4764,8317,6,harfbuzz-1.3.2-IDX16
1902,honggfuzz,656,900,1049,3757,318,1,harfbuzz-1.3.2-IDX17
1903,aflplusplus,289,840,1049,3105,2318,2,harfbuzz-1.3.2-IDX17
1904,eclipser,272,600,1049,3037,10318,3,harfbuzz-1.3.2-IDX17
1905,libfuzzer,260,780,1049,2980,8318,4,harfbuzz-1.3.2-IDX17
1906,afl,255,60,1049,2634,4318,5,harfbuzz-1.3.2-IDX17
1907,entropic,255,240,1049,2888,6318,6,harfbuzz-1.3.2-IDX17
1908,honggfuzz,845,720,1024,5402,319,1,harfbuzz-1.3.2-IDX18
1909,libfuzzer,827,900,1024,5350,8319,2,harfbuzz-1.3.2-IDX18
1910,afl,789,900,1024,4764,4319,3,harfbuzz-1.3.2-IDX18
1911,eclipser,760,540,1024,4530,10319,4,harfbuzz-1.3.2-IDX18
1912,aflplusplus,754,660,1024,4686,2319,5,harfbuzz-1.3.2-IDX18
1913,entropic,706,900,1024,4742,6319,6,harfbuzz-1.3.2-IDX18
1914,eclipser,632,900,977,5734,10320,1,harfbuzz-1.3.2-IDX19
1915,afl,626,900,977,5571,4320,2,harfbuzz-1.3.2-IDX19
1916,entropic,601,840,977,5363,6320,3,harfbuzz-1.3.2-IDX19
1917,honggfuzz,568,900,977,5358,320,4,harfbuzz-1.3.2-IDX19
1918,libfuzzer,566,420,977,5102,8320,5,harfbuzz-1.3.2-IDX19
1919,aflplusplus,556,660,977,4987,2320,6,harfbuzz-1.3.2-IDX19
1920,honggfuzz,1101,900,1391,3868,321,1,harfbuzz-1.3.2-IDX20
1921,aflplusplus,1094,780,1391,4343,2321,2,harfbuzz-1.3.2-IDX20
1922,eclipser,711,720,1391,2944,10321,3,harfbuzz-1.3.2-IDX20
1923,entropic,701,420,1391,2925,6321,4,harfbuzz-1.3.2-IDX20
1924,libfuzzer,701,480,1391,2958,8321,5,harfbuzz-1.3.2-IDX20
1925,afl,701,840,1391,2963,4321,6,harfbuzz-1.3.2-IDX20
1926,aflplusplus,824,900,833,5897,2322,1,harfbuzz-1.3.2-IDX21
1927,honggfuzz,795,840,833,5249,322,2,harfbuzz-1.3.2-IDX21
1928,entropic,731,840,833,4904,6322,3,harfbuzz-1.3.2-IDX21
1929,afl,722,720,833,5442,4322,4,harfbuzz-1.3.2-IDX21
1930,eclipser,721,480,833,5088,10322,5,harfbuzz-1.3.2-IDX21
1931,libfuzzer,685,300,833,3958,8322,6,harfbuzz-1.3.2-IDX21
1932,afl,1042,660,1052,5776,4323,1,harfbuzz-1.3.2-IDX22
1933,eclipser,1025,780,1052,5382,10323,2,harfbuzz-1.3.2-IDX22
1934,honggfuzz,1013,720,1052,5323,323,3,harfbuzz-1.3.2-IDX22
1935,entropic,1012,900,1052,5216,6323,4,harfbuzz-1.3.2-IDX22
1936,libfuzzer,1005,900,1052,5008,8323,5,harfbuzz-1.3.2-IDX22
1937,aflplusplus,970,420,1052,4529,2323,6,harfbuzz-1.3.2-IDX22
1938,honggfuzz,707,840,830,5802,324,1,harfbuzz-1.3.2-IDX23
1939,eclipser,656,540,830,5577,10324,2,harfbuzz-1.3.2-IDX23
1940,afl,652,660,830,5557,4324,3,harfbuzz-1.3.2-IDX23
1941,entropic,612,900,830,5282,6324,4,harfbuzz-1.3.2-IDX23
1942,aflplusplus,596,840,830,4865,2324,5,harfbuzz-1.3.2-IDX23
1943,libfuzzer,588,780,830,5296,8324,6,harfbuzz-1.3.2-IDX23
1944,afl,1034,900,1098,6059,4325,1,harfbuzz-1.3.2-IDX24
1945,eclipser,1027,900,1098,6036,10325,2,harfbuzz-1.3.2-IDX24
1946,entropic,1018,840,1098,5916,6325,3,harfbuzz-1.3.2-IDX24
1947,honggfuzz,982,780,1098,5932,325,4,harfbuzz-1.3.2-IDX24
1948,aflplusplus,969,840,1098,5485,2325,5,harfbuzz-1.3.2-IDX24
1949,libfuzzer,963,480,1098,5443,8325,6,harfbuzz-1.3.2-IDX24
1950,honggfuzz,492,660,556,5834,326,1,harfbuzz-1.3.2-IDX25
1951,afl,486,480,556,5522,4326,2,harfbuzz-1.3.2-IDX25
1952,entropic,479,840,556,5487,6326,3,harfbuzz-1.3.2-IDX25
1953,eclipser,478,720,556,5983,10326,4,harfbuzz-1.3.2-IDX25
1954,aflplusplus,471,720,556,5127,2326,5,harfbuzz-1.3.2-IDX25
1955,libfuzzer,464,720,556,5484,8326,6,harfbuzz-1.3.2-IDX25
1956,honggfuzz,885,840,1033,5415,327,1,harfbuzz-1.3.2-IDX26
1957,aflplusplus,829,780,1033,5053,2327,2,harfbuzz-1.3.2-IDX26
1958,afl,819,900,1033,5294,4327,3,harfbuzz-1.3.2-IDX26
1959,eclipser,806,900,1033,5278,10327,4,harfbuzz-1.3.2-IDX26
1960,libfuzzer,762,840,1033,4979,8327,5,harfbuzz-1.3.2-IDX26
1961,entropic,693,900,1033,4602,6327,6,harfbuzz-1.3.2-IDX26
1962,aflplusplus,1250,840,1369,5951,2328,1,harfbuzz-1.3.2-IDX27
1963,honggfuzz,1229,840,1369,5355,328,2,harfbuzz-1.3.2-IDX27
1964,afl,1204,420,1369,5332,4328,3,harfbuzz-1.3.2-IDX27
1965,eclipser,1200,900,1369,5274,10328,4,harfbuzz-1.3.2-IDX27
1966,libfuzzer,1164,840,1369,5184,8328,5,harfbuzz-1.3.2-IDX27
1967,entropic,1130,900,1369,4922,6328,6,harfbuzz-1.3.2-IDX27
1968,honggfuzz,289,900,958,3343,329,1,harfbuzz-1.3.2-IDX28
1969,aflplusplus,107,660,958,3045,2329,2,harfbuzz-1.3.2-IDX28
1970,eclipser,81,360,958,2959,10329,3,harfbuzz-1.3.2-IDX28
1971,libfuzzer,65,900,958,2966,8329,4,harfbuzz-1.3.2-IDX28
1972,afl,64,60,958,2736,4329,5,harfbuzz-1.3.2-IDX28
1973,entropic,64,60,958,2683,6329,6,harfbuzz-1.3.2-IDX28
1974,honggfuzz,750,840,848,5308,330,1,harfbuzz-1.3.2-IDX29
1975,entropic,690,780,848,5064,6330,2,harfbuzz-1.3.2-IDX29
1976,libfuzzer,662,420,848,4332,8330,3,harfbuzz-1.3.2-IDX29
1977,aflplusplus,625,900,848,4635,2330,4,harfbuzz-1.3.2-IDX29
1978,afl,589,600,848,5220,4330,5,harfbuzz-1.3.2-IDX29
1979,eclipser,585,480,848,5374,10330,6,harfbuzz-1.3.2-IDX29
1980,entropic,870,720,1040,5384,6331,1,harfbuzz-1.3.2-IDX30
1981,eclipser,798,900,1040,5792,10331,2,harfbuzz-1.3.2-IDX30
1982,afl,787,900,1040,5698,4331,3,harfbuzz-1.3.2-IDX30
1983,aflplusplus,776,900,1040,5061,2331,4,harfbuzz-1.3.2-IDX30
1984,honggfuzz,730,780,1040,5134,331,5,harfbuzz-1.3.2-IDX30
1985,libfuzzer,545,840,1040,4511,8331,6,harfbuzz-1.3.2-IDX30
1986,eclipser,1101,780,1271,5756,10332,1,harfbuzz-1.3.2-IDX31
1987,libfuzzer,1048,900,1271,5575,8332,2,harfbuzz-1.3.2-IDX31
1988,honggfuzz,1041,900,1271,5289,332,3,harfbuzz-1.3.2-IDX31
1989,afl,1019,840,1271,5215,4332,4,harfbuzz-1.3.2-IDX31
1990,entropic,991,900,1271,5205,6332,5,harfbuzz-1.3.2-IDX31
1991,aflplusplus,980,840,1271,5339,2332,6,harfbuzz-1.3.2-IDX31
1992,afl,772,900,897,5630,4333,1,harfbuzz-1.3.2-IDX32
1993,eclipser,686,900,897,4874,10333,2,harfbuzz-1.3.2-IDX32
1994,aflplusplus,663,180,897,4370,2333,3,harfbuzz-1.3.2-IDX32
1995,entropic,622,840,897,4566,6333,4,harfbuzz-1.3.2-IDX32
1996,honggfuzz,529,600,897,4066,333,5,harfbuzz-1.3.2-IDX32
1997,libfuzzer,478,900,897,4273,8333,6,harfbuzz-1.3.2-IDX32
1998,afl,615,780,833,5340,4334,1,harfbuzz-1.3.2-IDX33
1999,eclipser,556,780,833,5393,10334,2,harfbuzz-1.3.2-IDX33
2000,aflplusplus,556,900,833,4654,2334,3,harfbuzz-1.3.2-IDX33
