,fuzzer,coverage,time,rank,micro_benchmark
418,libfuzzer,32,300,1,bloaty_fuzz_target-IDX95
419,aflplusplus,0,900,2,bloaty_fuzz_target-IDX95
420,libfuzzer,642,60,1,sqlite3_ossfuzz-IDX48
421,aflplusplus,0,900,2,sqlite3_ossfuzz-IDX48
422,libfuzzer,148,600,1,bloaty_fuzz_target-IDX52
423,aflplusplus,111,60,2,bloaty_fuzz_target-IDX52
424,aflplusplus,25,480,1,bloaty_fuzz_target-IDX42
425,libfuzzer,0,900,2,bloaty_fuzz_target-IDX42
426,libfuzzer,95,900,1,bloaty_fuzz_target-IDX38
427,aflplusplus,84,60,2,bloaty_fuzz_target-IDX38
428,aflplusplus,89,60,1,libjpeg-turbo-07-2017-IDX12
429,libfuzzer,17,60,2,libjpeg-turbo-07-2017-IDX12
430,aflplusplus,92,60,1,libjpeg-turbo-07-2017-IDX90
431,libfuzzer,15,180,2,libjpeg-turbo-07-2017-IDX90
432,aflplusplus,81,60,1,libjpeg-turbo-07-2017-IDX71
433,libfuzzer,0,900,2,libjpeg-turbo-07-2017-IDX71
434,libfuzzer,24,480,1,sqlite3_ossfuzz-IDX68
435,aflplusplus,23,120,2,sqlite3_ossfuzz-IDX68
436,aflplusplus,4,60,1,sqlite3_ossfuzz-IDX16
437,libfuzzer,4,60,1,sqlite3_ossfuzz-IDX16
438,aflplusplus,6,60,1,libjpeg-turbo-07-2017-IDX31
439,libfuzzer,6,180,2,libjpeg-turbo-07-2017-IDX31
440,aflplusplus,209,120,1,libjpeg-turbo-07-2017-IDX81
441,libfuzzer,0,900,2,libjpeg-turbo-07-2017-IDX81
442,libfuzzer,3243,900,1,sqlite3_ossfuzz-IDX80
443,aflplusplus,65,60,2,sqlite3_ossfuzz-IDX80
444,aflplusplus,37,60,1,bloaty_fuzz_target-IDX11
445,libfuzzer,0,900,2,bloaty_fuzz_target-IDX11
446,libfuzzer,204,120,1,bloaty_fuzz_target-IDX60
447,aflplusplus,99,60,2,bloaty_fuzz_target-IDX60
448,aflplusplus,58,120,1,sqlite3_ossfuzz-IDX3
449,libfuzzer,0,900,2,sqlite3_ossfuzz-IDX3
450,aflplusplus,33,60,1,bloaty_fuzz_target-IDX18
451,libfuzzer,27,120,2,bloaty_fuzz_target-IDX18
452,aflplusplus,256,60,1,bloaty_fuzz_target-IDX4
453,libfuzzer,4,60,2,bloaty_fuzz_target-IDX4
454,aflplusplus,164,60,1,bloaty_fuzz_target-IDX55
455,libfuzzer,55,600,2,bloaty_fuzz_target-IDX55
456,aflplusplus,499,60,1,bloaty_fuzz_target-IDX92
457,libfuzzer,0,900,2,bloaty_fuzz_target-IDX92
458,aflplusplus,974,60,1,sqlite3_ossfuzz-IDX27
459,libfuzzer,0,900,2,sqlite3_ossfuzz-IDX27
460,aflplusplus,2912,720,1,sqlite3_ossfuzz-IDX57
461,libfuzzer,0,900,2,sqlite3_ossfuzz-IDX57
462,libfuzzer,3112,900,1,sqlite3_ossfuzz-IDX77
463,aflplusplus,0,900,2,sqlite3_ossfuzz-IDX77
464,libfuzzer,53,660,1,bloaty_fuzz_target-IDX87
465,aflplusplus,0,900,2,bloaty_fuzz_target-IDX87
466,aflplusplus,190,60,1,libjpeg-turbo-07-2017-IDX0
467,libfuzzer,0,900,2,libjpeg-turbo-07-2017-IDX0
468,libfuzzer,25,120,1,sqlite3_ossfuzz-IDX11
469,aflplusplus,25,540,2,sqlite3_ossfuzz-IDX11
470,aflplusplus,79,300,1,libjpeg-turbo-07-2017-IDX20
471,libfuzzer,0,900,2,libjpeg-turbo-07-2017-IDX20
472,aflplusplus,105,900,1,libjpeg-turbo-07-2017-IDX75
473,libfuzzer,0,900,2,libjpeg-turbo-07-2017-IDX75
474,aflplusplus,84,60,1,libjpeg-turbo-07-2017-IDX85
475,libfuzzer,0,900,2,libjpeg-turbo-07-2017-IDX85
476,aflplusplus,161,120,1,libjpeg-turbo-07-2017-IDX92
477,libfuzzer,0,900,2,libjpeg-turbo-07-2017-IDX92
478,libfuzzer,35,180,1,libjpeg-turbo-07-2017-IDX42
479,aflplusplus,0,900,2,libjpeg-turbo-07-2017-IDX42
480,libfuzzer,32,60,1,bloaty_fuzz_target-IDX7
481,aflplusplus,30,60,2,bloaty_fuzz_target-IDX7
482,aflplusplus,21,60,1,libjpeg-turbo-07-2017-IDX67
483,libfuzzer,0,900,2,libjpeg-turbo-07-2017-IDX67
484,aflplusplus,37,60,1,bloaty_fuzz_target-IDX25
485,libfuzzer,0,900,2,bloaty_fuzz_target-IDX25
486,aflplusplus,109,120,1,libjpeg-turbo-07-2017-IDX25
487,libfuzzer,0,900,2,libjpeg-turbo-07-2017-IDX25
488,aflplusplus,92,60,1,libjpeg-turbo-07-2017-IDX1
489,libfuzzer,0,900,2,libjpeg-turbo-07-2017-IDX1
490,aflplusplus,17,60,1,libjpeg-turbo-07-2017-IDX26
491,libfuzzer,0,900,2,libjpeg-turbo-07-2017-IDX26
492,aflplusplus,466,180,1,libjpeg-turbo-07-2017-IDX16
493,libfuzzer,57,60,2,libjpeg-turbo-07-2017-IDX16
494,libfuzzer,8,60,1,libjpeg-turbo-07-2017-IDX70
495,aflplusplus,8,60,1,libjpeg-turbo-07-2017-IDX70
496,aflplusplus,7,60,1,sqlite3_ossfuzz-IDX84
497,libfuzzer,7,60,1,sqlite3_ossfuzz-IDX84
498,aflplusplus,256,840,1,sqlite3_ossfuzz-IDX13
499,libfuzzer,251,720,2,sqlite3_ossfuzz-IDX13
500,libfuzzer,490,720,1,sqlite3_ossfuzz-IDX15
501,aflplusplus,483,540,2,sqlite3_ossfuzz-IDX15
502,aflplusplus,39,600,1,libjpeg-turbo-07-2017-IDX77
503,libfuzzer,0,900,2,libjpeg-turbo-07-2017-IDX77
504,libfuzzer,636,60,1,sqlite3_ossfuzz-IDX19
505,aflplusplus,634,540,2,sqlite3_ossfuzz-IDX19
506,libfuzzer,508,540,1,sqlite3_ossfuzz-IDX23
507,aflplusplus,216,60,2,sqlite3_ossfuzz-IDX23
508,aflplusplus,73,60,1,libjpeg-turbo-07-2017-IDX93
509,libfuzzer,8,60,2,libjpeg-turbo-07-2017-IDX93
510,aflplusplus,923,60,1,bloaty_fuzz_target-IDX6
511,libfuzzer,64,420,2,bloaty_fuzz_target-IDX6
512,aflplusplus,8,780,1,bloaty_fuzz_target-IDX70
513,libfuzzer,8,900,2,bloaty_fuzz_target-IDX70
514,aflplusplus,272,60,1,bloaty_fuzz_target-IDX20
515,libfuzzer,0,900,2,bloaty_fuzz_target-IDX20
516,libfuzzer,228,300,1,bloaty_fuzz_target-IDX54
517,aflplusplus,20,60,2,bloaty_fuzz_target-IDX54
518,aflplusplus,20,60,1,bloaty_fuzz_target-IDX86
519,libfuzzer,0,900,2,bloaty_fuzz_target-IDX86
520,aflplusplus,404,540,1,libjpeg-turbo-07-2017-IDX55
521,libfuzzer,42,660,2,libjpeg-turbo-07-2017-IDX55
522,libfuzzer,3373,780,1,sqlite3_ossfuzz-IDX17
523,aflplusplus,3329,900,2,sqlite3_ossfuzz-IDX17
524,aflplusplus,101,60,1,sqlite3_ossfuzz-IDX42
525,libfuzzer,101,60,1,sqlite3_ossfuzz-IDX42
526,libfuzzer,240,900,1,libjpeg-turbo-07-2017-IDX97
527,aflplusplus,177,60,2,libjpeg-turbo-07-2017-IDX97
528,aflplusplus,31,60,1,bloaty_fuzz_target-IDX14
529,libfuzzer,0,900,2,bloaty_fuzz_target-IDX14
530,aflplusplus,21,60,1,bloaty_fuzz_target-IDX31
531,libfuzzer,0,900,2,bloaty_fuzz_target-IDX31
532,aflplusplus,16,60,1,bloaty_fuzz_target-IDX89
533,libfuzzer,15,780,2,bloaty_fuzz_target-IDX89
534,aflplusplus,19,60,1,bloaty_fuzz_target-IDX81
535,libfuzzer,0,900,2,bloaty_fuzz_target-IDX81
536,aflplusplus,211,420,1,libjpeg-turbo-07-2017-IDX15
537,libfuzzer,0,900,2,libjpeg-turbo-07-2017-IDX15
538,aflplusplus,86,60,1,libjpeg-turbo-07-2017-IDX59
539,libfuzzer,0,900,2,libjpeg-turbo-07-2017-IDX59
540,aflplusplus,49,600,1,bloaty_fuzz_target-IDX1
541,libfuzzer,0,900,2,bloaty_fuzz_target-IDX1
542,aflplusplus,42,420,1,libjpeg-turbo-07-2017-IDX46
543,libfuzzer,25,60,2,libjpeg-turbo-07-2017-IDX46
544,aflplusplus,47,660,1,libjpeg-turbo-07-2017-IDX2
545,libfuzzer,46,60,2,libjpeg-turbo-07-2017-IDX2
546,aflplusplus,90,180,1,sqlite3_ossfuzz-IDX40
547,libfuzzer,48,60,2,sqlite3_ossfuzz-IDX40
548,aflplusplus,27,60,1,libjpeg-turbo-07-2017-IDX48
549,libfuzzer,27,420,2,libjpeg-turbo-07-2017-IDX48
