micro_benchmark,afl,aflplusplus,eclipser,entropic,honggfuzz,libfuzzer
jsoncpp_jsoncpp_fuzzer-IDX80,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX81,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX82,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX83,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX84,1,1,1,1,2,1
jsoncpp_jsoncpp_fuzzer-IDX85,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX86,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX87,1,1,1,2,1,1
jsoncpp_jsoncpp_fuzzer-IDX88,1,3,2,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX89,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX9,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX90,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX91,1,2,2,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX92,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX93,1,1,1,1,2,1
jsoncpp_jsoncpp_fuzzer-IDX94,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX95,2,1,1,2,2,1
jsoncpp_jsoncpp_fuzzer-IDX97,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX98,1,1,1,1,1,1
jsoncpp_jsoncpp_fuzzer-IDX99,3,2,1,1,1,1
lcms-2017-03-21-IDX0,1,1,1,1,1,1
lcms-2017-03-21-IDX1,5,6,2,1,4,3
lcms-2017-03-21-IDX10,1,1,1,1,1,1
lcms-2017-03-21-IDX12,3,1,2,5,4,6
lcms-2017-03-21-IDX13,1,3,2,5,4,6
lcms-2017-03-21-IDX14,2,4,3,5,1,6
lcms-2017-03-21-IDX15,1,1,1,1,1,1
lcms-2017-03-21-IDX16,6,2,5,3,1,4
lcms-2017-03-21-IDX17,3,2,2,5,1,4
lcms-2017-03-21-IDX18,1,1,1,3,1,2
lcms-2017-03-21-IDX19,5,4,3,6,2,1
lcms-2017-03-21-IDX2,5,1,4,3,1,2
lcms-2017-03-21-IDX20,5,1,6,4,3,2
lcms-2017-03-21-IDX21,6,1,4,5,2,3
lcms-2017-03-21-IDX22,4,2,1,2,2,3
lcms-2017-03-21-IDX23,2,1,6,5,4,3
lcms-2017-03-21-IDX24,2,3,5,4,1,5
lcms-2017-03-21-IDX25,1,2,1,1,1,1
lcms-2017-03-21-IDX27,1,1,1,1,1,1
lcms-2017-03-21-IDX28,5,3,4,1,2,5
lcms-2017-03-21-IDX29,2,4,5,3,1,6
lcms-2017-03-21-IDX3,1,5,2,5,3,4
lcms-2017-03-21-IDX30,2,5,1,4,1,3
lcms-2017-03-21-IDX31,6,1,5,4,3,2
lcms-2017-03-21-IDX32,6,1,4,3,2,5
lcms-2017-03-21-IDX33,2,1,4,1,3,5
lcms-2017-03-21-IDX34,4,2,6,5,1,3
lcms-2017-03-21-IDX35,3,1,4,5,2,3
lcms-2017-03-21-IDX36,1,1,2,1,1,1
lcms-2017-03-21-IDX38,2,1,5,4,3,6
lcms-2017-03-21-IDX39,4,5,3,2,2,1
lcms-2017-03-21-IDX4,3,5,4,2,1,1
lcms-2017-03-21-IDX40,2,1,6,5,3,4
lcms-2017-03-21-IDX41,4,3,2,5,1,6
lcms-2017-03-21-IDX42,6,1,4,2,3,5
lcms-2017-03-21-IDX43,1,1,1,1,1,1
lcms-2017-03-21-IDX45,2,3,6,4,1,5
lcms-2017-03-21-IDX46,5,1,6,2,3,4
lcms-2017-03-21-IDX47,2,1,2,2,1,2
lcms-2017-03-21-IDX48,1,3,2,6,4,5
lcms-2017-03-21-IDX49,6,1,5,2,3,4
lcms-2017-03-21-IDX5,1,1,1,1,1,1
lcms-2017-03-21-IDX50,1,1,1,1,1,1
lcms-2017-03-21-IDX51,3,3,4,2,1,5
lcms-2017-03-21-IDX52,5,2,4,1,3,6
lcms-2017-03-21-IDX53,5,1,3,4,4,2
lcms-2017-03-21-IDX54,1,1,1,1,1,1
lcms-2017-03-21-IDX55,3,6,5,2,1,4
lcms-2017-03-21-IDX56,4,4,4,2,1,3
lcms-2017-03-21-IDX57,1,1,3,2,1,4
lcms-2017-03-21-IDX58,1,1,1,1,1,1
lcms-2017-03-21-IDX59,1,6,2,5,3,4
lcms-2017-03-21-IDX6,5,1,6,4,3,2
lcms-2017-03-21-IDX60,4,2,5,1,3,4
lcms-2017-03-21-IDX61,1,5,2,6,4,3
lcms-2017-03-21-IDX62,2,1,3,4,6,5
lcms-2017-03-21-IDX63,1,6,3,4,2,5
lcms-2017-03-21-IDX64,3,2,1,6,4,5
lcms-2017-03-21-IDX65,2,2,2,2,1,2
lcms-2017-03-21-IDX66,1,1,1,1,1,1
lcms-2017-03-21-IDX67,6,5,4,3,1,2
lcms-2017-03-21-IDX68,2,1,5,4,3,6
lcms-2017-03-21-IDX69,5,3,5,2,1,4
lcms-2017-03-21-IDX7,3,1,4,5,4,2
lcms-2017-03-21-IDX70,3,1,2,5,4,6
lcms-2017-03-21-IDX71,1,1,1,1,1,1
lcms-2017-03-21-IDX72,3,1,4,2,5,6
lcms-2017-03-21-IDX73,3,5,1,2,4,6
lcms-2017-03-21-IDX74,2,3,2,2,1,4
lcms-2017-03-21-IDX75,3,6,1,4,2,5
lcms-2017-03-21-IDX76,6,1,5,4,2,3
lcms-2017-03-21-IDX77,2,5,3,4,1,6
lcms-2017-03-21-IDX78,5,2,4,3,1,1
lcms-2017-03-21-IDX79,2,5,1,6,3,4
lcms-2017-03-21-IDX8,3,1,2,6,4,5
lcms-2017-03-21-IDX80,3,4,5,2,1,6
lcms-2017-03-21-IDX81,1,2,1,3,4,5
lcms-2017-03-21-IDX82,5,4,2,6,3,1
lcms-2017-03-21-IDX83,6,2,5,3,1,4
lcms-2017-03-21-IDX85,6,3,4,1,2,5
lcms-2017-03-21-IDX86,2,3,3,4,1,5
lcms-2017-03-21-IDX87,6,1,5,2,4,3
lcms-2017-03-21-IDX88,6,2,5,3,1,4
lcms-2017-03-21-IDX89,4,5,6,2,1,3
lcms-2017-03-21-IDX9,2,4,5,3,1,6
lcms-2017-03-21-IDX90,1,2,3,2,1,4
lcms-2017-03-21-IDX91,2,4,6,1,3,5
lcms-2017-03-21-IDX92,1,1,1,1,1,1
lcms-2017-03-21-IDX93,3,5,6,4,1,2
lcms-2017-03-21-IDX94,1,6,5,4,3,2
lcms-2017-03-21-IDX95,1,1,1,1,1,1
lcms-2017-03-21-IDX96,5,3,5,4,1,2
lcms-2017-03-21-IDX97,4,5,2,1,3,6
lcms-2017-03-21-IDX98,4,2,1,6,3,5
lcms-2017-03-21-IDX99,2,4,2,3,1,5
libjpeg-turbo-07-2017-IDX0,2,1,3,4,6,5
libjpeg-turbo-07-2017-IDX1,2,1,3,4,6,5
libjpeg-turbo-07-2017-IDX10,2,1,3,4,5,4
libjpeg-turbo-07-2017-IDX11,1,1,1,1,1,1
libjpeg-turbo-07-2017-IDX12,3,1,1,4,2,5
libjpeg-turbo-07-2017-IDX13,1,1,1,3,2,4
libjpeg-turbo-07-2017-IDX14,2,1,1,3,3,4
libjpeg-turbo-07-2017-IDX15,2,2,2,1,4,3
libjpeg-turbo-07-2017-IDX16,1,1,1,1,1,1
libjpeg-turbo-07-2017-IDX18,2,1,3,5,4,6
libjpeg-turbo-07-2017-IDX19,2,1,3,4,6,5
libjpeg-turbo-07-2017-IDX2,3,2,1,5,4,6
libjpeg-turbo-07-2017-IDX20,2,1,2,4,3,5
libjpeg-turbo-07-2017-IDX21,3,1,2,5,6,4
libjpeg-turbo-07-2017-IDX22,2,1,3,4,5,6
libjpeg-turbo-07-2017-IDX23,2,1,3,5,4,6
libjpeg-turbo-07-2017-IDX24,2,1,3,3,4,3
libjpeg-turbo-07-2017-IDX25,4,2,1,3,5,6
libjpeg-turbo-07-2017-IDX26,1,3,4,2,5,6
libjpeg-turbo-07-2017-IDX27,1,2,4,3,6,5
libjpeg-turbo-07-2017-IDX28,1,1,1,1,1,2
libjpeg-turbo-07-2017-IDX29,1,1,1,2,3,2
libjpeg-turbo-07-2017-IDX3,2,1,1,3,2,4
libjpeg-turbo-07-2017-IDX30,2,1,3,4,5,6
libjpeg-turbo-07-2017-IDX31,2,3,1,4,1,5
libjpeg-turbo-07-2017-IDX32,1,1,1,1,1,2
libjpeg-turbo-07-2017-IDX33,3,2,1,5,6,4
libjpeg-turbo-07-2017-IDX34,2,1,2,4,3,5
libjpeg-turbo-07-2017-IDX35,3,1,3,4,2,3
libjpeg-turbo-07-2017-IDX36,2,1,2,4,5,3
libjpeg-turbo-07-2017-IDX37,2,1,3,4,5,6
libjpeg-turbo-07-2017-IDX38,1,1,1,1,1,1
libjpeg-turbo-07-2017-IDX39,6,2,3,5,1,4
libjpeg-turbo-07-2017-IDX4,3,1,1,2,1,4
libjpeg-turbo-07-2017-IDX40,3,2,2,4,1,5
libjpeg-turbo-07-2017-IDX41,4,3,5,2,1,4
libjpeg-turbo-07-2017-IDX42,1,1,3,4,2,5
libjpeg-turbo-07-2017-IDX43,3,1,4,2,6,5
libjpeg-turbo-07-2017-IDX44,1,2,3,2,2,2
libjpeg-turbo-07-2017-IDX45,4,2,3,6,1,5
libjpeg-turbo-07-2017-IDX46,4,1,5,3,2,6
libjpeg-turbo-07-2017-IDX48,4,1,3,2,5,6
libjpeg-turbo-07-2017-IDX49,2,1,1,2,2,2
libjpeg-turbo-07-2017-IDX5,1,1,1,1,1,2
libjpeg-turbo-07-2017-IDX50,4,5,3,2,4,1
libjpeg-turbo-07-2017-IDX51,1,1,1,1,1,1
libjpeg-turbo-07-2017-IDX52,1,1,1,1,1,1
libjpeg-turbo-07-2017-IDX53,2,1,3,4,5,6
libjpeg-turbo-07-2017-IDX54,2,2,3,5,1,4
libjpeg-turbo-07-2017-IDX55,1,1,1,1,1,1
libjpeg-turbo-07-2017-IDX56,2,1,3,5,4,6
libjpeg-turbo-07-2017-IDX57,4,1,4,3,4,2
libjpeg-turbo-07-2017-IDX58,1,1,2,3,4,5
libjpeg-turbo-07-2017-IDX59,2,3,1,4,5,6
libjpeg-turbo-07-2017-IDX6,1,1,1,1,1,1
libjpeg-turbo-07-2017-IDX60,3,2,4,5,1,4
libjpeg-turbo-07-2017-IDX61,5,1,4,2,6,3
libjpeg-turbo-07-2017-IDX62,1,1,1,1,2,1
libjpeg-turbo-07-2017-IDX63,3,1,3,4,2,5
libjpeg-turbo-07-2017-IDX64,4,1,3,5,2,6
libjpeg-turbo-07-2017-IDX65,5,1,6,3,2,4
libjpeg-turbo-07-2017-IDX66,6,2,4,3,1,5
libjpeg-turbo-07-2017-IDX67,2,1,3,4,5,2
libjpeg-turbo-07-2017-IDX68,4,1,5,2,3,6
libjpeg-turbo-07-2017-IDX69,1,1,1,1,1,1
libjpeg-turbo-07-2017-IDX7,1,1,1,1,1,1
libjpeg-turbo-07-2017-IDX70,1,1,1,2,4,3
libjpeg-turbo-07-2017-IDX71,1,1,2,3,5,4
libjpeg-turbo-07-2017-IDX72,1,1,1,1,1,1
libjpeg-turbo-07-2017-IDX73,3,2,5,1,1,4
libjpeg-turbo-07-2017-IDX74,4,2,5,3,1,6
libjpeg-turbo-07-2017-IDX75,1,1,1,1,1,1
libjpeg-turbo-07-2017-IDX76,3,1,2,4,5,2
libjpeg-turbo-07-2017-IDX77,3,3,3,2,1,4
libjpeg-turbo-07-2017-IDX78,1,2,4,4,3,5
libjpeg-turbo-07-2017-IDX79,1,1,1,1,1,1
libjpeg-turbo-07-2017-IDX8,1,1,2,3,4,5
libjpeg-turbo-07-2017-IDX80,4,3,3,1,2,5
libjpeg-turbo-07-2017-IDX81,3,1,2,5,4,6
libjpeg-turbo-07-2017-IDX82,3,1,2,6,5,4
libjpeg-turbo-07-2017-IDX83,2,3,3,4,1,5
libjpeg-turbo-07-2017-IDX84,1,1,1,2,1,1
libjpeg-turbo-07-2017-IDX85,1,1,1,1,1,2
libjpeg-turbo-07-2017-IDX86,1,1,1,1,1,1
libjpeg-turbo-07-2017-IDX87,3,4,5,2,1,6
libjpeg-turbo-07-2017-IDX88,1,1,1,1,1,1
libjpeg-turbo-07-2017-IDX89,1,1,1,1,3,2
libjpeg-turbo-07-2017-IDX9,1,1,2,5,4,3
libjpeg-turbo-07-2017-IDX90,2,1,4,6,3,5
libjpeg-turbo-07-2017-IDX91,1,1,2,4,5,3
libjpeg-turbo-07-2017-IDX92,4,2,3,2,1,1
libjpeg-turbo-07-2017-IDX93,2,1,3,4,6,5
libjpeg-turbo-07-2017-IDX94,3,1,2,4,5,6
libjpeg-turbo-07-2017-IDX95,4,1,3,6,2,5
libjpeg-turbo-07-2017-IDX96,1,1,1,1,2,3
libjpeg-turbo-07-2017-IDX97,2,1,3,4,6,5
libjpeg-turbo-07-2017-IDX98,2,1,2,4,3,5
libjpeg-turbo-07-2017-IDX99,4,1,1,2,5,3
libpcap_fuzz_both-IDX0,5,3,4,1,2,3
libpcap_fuzz_both-IDX1,3,1,5,6,4,2
libpcap_fuzz_both-IDX10,1,1,1,1,1,1
libpcap_fuzz_both-IDX11,1,1,1,2,1,1
libpcap_fuzz_both-IDX12,5,3,6,4,2,1
libpcap_fuzz_both-IDX13,2,6,1,5,3,4
libpcap_fuzz_both-IDX14,1,1,1,1,2,1
libpcap_fuzz_both-IDX16,1,1,1,1,1,1
libpcap_fuzz_both-IDX17,6,4,5,3,2,1
libpcap_fuzz_both-IDX18,1,1,1,1,1,1
libpcap_fuzz_both-IDX19,2,1,1,1,1,1
libpcap_fuzz_both-IDX2,2,1,5,6,4,3
libpcap_fuzz_both-IDX20,6,5,3,4,1,2
libpcap_fuzz_both-IDX21,6,1,5,3,4,2
libpcap_fuzz_both-IDX22,1,1,1,1,1,1
libpcap_fuzz_both-IDX23,1,3,6,5,4,2
libpcap_fuzz_both-IDX24,1,1,1,1,1,1
libpcap_fuzz_both-IDX25,4,3,5,1,2,2
libpcap_fuzz_both-IDX26,4,2,3,6,5,1
libpcap_fuzz_both-IDX27,5,1,5,3,4,2
libpcap_fuzz_both-IDX28,1,3,2,6,4,5
libpcap_fuzz_both-IDX29,3,1,4,2,1,1
libpcap_fuzz_both-IDX3,2,3,6,4,1,5
libpcap_fuzz_both-IDX30,2,1,2,2,2,2
libpcap_fuzz_both-IDX31,2,1,4,5,3,6
libpcap_fuzz_both-IDX32,4,1,5,6,3,2
libpcap_fuzz_both-IDX33,2,1,6,4,3,5
libpcap_fuzz_both-IDX34,1,1,1,1,1,1
libpcap_fuzz_both-IDX35,3,4,2,5,1,5
libpcap_fuzz_both-IDX36,4,5,3,6,2,1
libpcap_fuzz_both-IDX37,1,1,1,1,1,1
libpcap_fuzz_both-IDX38,2,1,1,3,2,1
libpcap_fuzz_both-IDX39,2,1,2,2,2,2
libpcap_fuzz_both-IDX4,2,1,5,4,2,3
libpcap_fuzz_both-IDX40,4,5,1,6,3,2
libpcap_fuzz_both-IDX41,4,2,3,1,6,5
libpcap_fuzz_both-IDX42,4,1,2,5,3,6
libpcap_fuzz_both-IDX43,5,4,6,2,1,3
libpcap_fuzz_both-IDX44,1,1,1,1,1,1
libpcap_fuzz_both-IDX45,2,1,2,2,2,2
libpcap_fuzz_both-IDX46,1,1,2,1,3,1
libpcap_fuzz_both-IDX47,4,3,4,1,2,1
libpcap_fuzz_both-IDX48,6,4,2,3,1,5
libpcap_fuzz_both-IDX49,3,1,2,5,1,4
libpcap_fuzz_both-IDX5,3,1,6,5,2,4
libpcap_fuzz_both-IDX50,3,2,3,1,1,1
libpcap_fuzz_both-IDX51,3,1,2,2,4,5
libpcap_fuzz_both-IDX52,6,2,3,4,1,5
libpcap_fuzz_both-IDX53,5,3,3,4,1,2
libpcap_fuzz_both-IDX54,5,1,5,3,2,4
libpcap_fuzz_both-IDX55,1,1,1,1,2,1
libpcap_fuzz_both-IDX56,1,1,3,5,2,4
libpcap_fuzz_both-IDX57,4,1,2,3,3,3
libpcap_fuzz_both-IDX58,4,1,2,2,3,2
libpcap_fuzz_both-IDX59,1,2,6,5,4,3
libpcap_fuzz_both-IDX6,6,4,5,1,2,3
libpcap_fuzz_both-IDX60,2,1,5,3,6,4
libpcap_fuzz_both-IDX61,4,1,5,2,4,3
libpcap_fuzz_both-IDX62,3,1,4,2,5,6
libpcap_fuzz_both-IDX63,1,1,1,1,1,1
libpcap_fuzz_both-IDX64,4,2,6,3,1,5
libpcap_fuzz_both-IDX65,6,2,5,1,4,3
libpcap_fuzz_both-IDX66,2,1,4,3,6,5
libpcap_fuzz_both-IDX67,3,2,1,5,4,6
libpcap_fuzz_both-IDX68,3,1,5,4,4,2
libpcap_fuzz_both-IDX69,3,1,4,2,4,5
libpcap_fuzz_both-IDX7,2,1,6,3,5,4
libpcap_fuzz_both-IDX70,4,2,3,4,2,1
libpcap_fuzz_both-IDX71,4,3,6,2,1,5
libpcap_fuzz_both-IDX72,1,6,3,2,5,4
libpcap_fuzz_both-IDX73,4,2,1,2,3,2
libpcap_fuzz_both-IDX75,5,2,4,2,1,3
libpcap_fuzz_both-IDX76,1,1,1,1,1,1
libpcap_fuzz_both-IDX77,3,1,4,2,5,6
libpcap_fuzz_both-IDX78,1,1,1,1,2,2
libpcap_fuzz_both-IDX79,3,1,2,2,4,5
libpcap_fuzz_both-IDX8,2,5,6,4,3,1
libpcap_fuzz_both-IDX80,4,3,2,5,1,6
libpcap_fuzz_both-IDX81,5,1,6,4,3,2
libpcap_fuzz_both-IDX82,1,2,3,1,1,1
libpcap_fuzz_both-IDX83,1,1,1,1,3,2
libpcap_fuzz_both-IDX84,2,1,1,2,1,2
libpcap_fuzz_both-IDX85,5,2,4,3,6,1
libpcap_fuzz_both-IDX86,3,4,1,4,5,2
libpcap_fuzz_both-IDX87,1,1,1,1,2,1
libpcap_fuzz_both-IDX88,5,1,6,2,4,3
libpcap_fuzz_both-IDX89,1,2,1,1,1,3
libpcap_fuzz_both-IDX9,5,4,5,2,1,3
libpcap_fuzz_both-IDX90,5,1,4,3,6,2
libpcap_fuzz_both-IDX91,1,3,5,6,2,4
libpcap_fuzz_both-IDX92,3,1,5,4,2,6
libpcap_fuzz_both-IDX93,6,4,5,3,1,2
libpcap_fuzz_both-IDX94,1,1,2,2,3,1
libpcap_fuzz_both-IDX96,1,2,1,1,1,1
libpcap_fuzz_both-IDX97,5,6,4,3,2,1
libpcap_fuzz_both-IDX98,6,1,4,2,5,3
libpcap_fuzz_both-IDX99,2,3,6,5,4,1
libpng-1.2.56-IDX0,1,1,1,1,1,1
libpng-1.2.56-IDX1,1,1,1,1,1,1
libpng-1.2.56-IDX10,1,2,2,1,1,2
libpng-1.2.56-IDX11,1,1,1,1,1,1
libpng-1.2.56-IDX12,1,1,1,1,1,1
libpng-1.2.56-IDX13,1,1,1,1,1,1
libpng-1.2.56-IDX14,1,1,1,1,1,1
libpng-1.2.56-IDX15,5,4,5,3,1,2
libpng-1.2.56-IDX16,2,1,4,1,3,1
libpng-1.2.56-IDX17,3,1,2,1,1,4
libpng-1.2.56-IDX18,5,1,4,3,2,3
libpng-1.2.56-IDX19,2,1,3,1,1,1
libpng-1.2.56-IDX2,1,1,1,1,1,2
libpng-1.2.56-IDX21,1,1,1,1,1,1
libpng-1.2.56-IDX22,1,1,1,1,1,1
libpng-1.2.56-IDX23,1,1,3,1,1,2
libpng-1.2.56-IDX24,1,2,3,4,5,5
libpng-1.2.56-IDX25,1,2,3,4,1,5
libpng-1.2.56-IDX26,1,1,1,2,1,3
libpng-1.2.56-IDX27,4,1,5,3,2,3
libpng-1.2.56-IDX28,5,1,4,3,2,6
libpng-1.2.56-IDX29,2,1,3,1,4,5
libpng-1.2.56-IDX3,1,1,1,1,1,1
libpng-1.2.56-IDX30,4,1,5,3,2,3
libpng-1.2.56-IDX31,1,1,1,1,1,1
libpng-1.2.56-IDX32,1,1,1,3,1,2
libpng-1.2.56-IDX33,1,1,1,1,1,2
libpng-1.2.56-IDX34,1,1,1,1,1,1
libpng-1.2.56-IDX35,4,1,5,2,3,6
libpng-1.2.56-IDX36,4,1,4,2,1,3
libpng-1.2.56-IDX37,1,1,1,1,1,1
libpng-1.2.56-IDX38,1,1,1,1,1,1
libpng-1.2.56-IDX39,4,1,5,2,2,3
libpng-1.2.56-IDX4,4,1,5,3,2,6
libpng-1.2.56-IDX40,1,1,1,1,1,2
libpng-1.2.56-IDX41,4,1,4,4,3,2
libpng-1.2.56-IDX42,1,2,1,2,2,3
libpng-1.2.56-IDX43,3,1,2,1,1,1
libpng-1.2.56-IDX44,3,1,4,2,2,5
libpng-1.2.56-IDX45,4,1,3,2,5,2
libpng-1.2.56-IDX46,3,2,3,1,3,2
libpng-1.2.56-IDX47,1,1,1,1,1,1
libpng-1.2.56-IDX48,4,1,5,3,2,3
libpng-1.2.56-IDX49,5,1,4,2,2,3
libpng-1.2.56-IDX5,3,2,4,1,2,1
libpng-1.2.56-IDX50,5,2,4,3,1,5
libpng-1.2.56-IDX51,1,1,1,1,1,2
libpng-1.2.56-IDX52,1,1,1,1,1,2
libpng-1.2.56-IDX53,1,1,2,2,1,3
libpng-1.2.56-IDX54,2,1,3,2,2,4
libpng-1.2.56-IDX55,5,1,6,2,4,3
libpng-1.2.56-IDX56,1,1,1,1,1,1
libpng-1.2.56-IDX57,2,1,2,1,1,1
libpng-1.2.56-IDX58,1,1,1,1,2,3
libpng-1.2.56-IDX59,1,1,1,1,1,1
libpng-1.2.56-IDX6,1,1,1,2,1,1
libpng-1.2.56-IDX60,4,3,5,3,2,1
libpng-1.2.56-IDX61,1,1,1,1,1,1
libpng-1.2.56-IDX62,4,1,5,3,2,3
libpng-1.2.56-IDX63,1,1,1,2,1,3
libpng-1.2.56-IDX64,4,1,5,3,2,3
libpng-1.2.56-IDX65,1,1,1,1,2,3
libpng-1.2.56-IDX66,1,1,1,3,2,4
libpng-1.2.56-IDX67,1,1,2,3,1,1
libpng-1.2.56-IDX68,1,1,1,2,1,1
libpng-1.2.56-IDX69,1,1,1,1,1,1
libpng-1.2.56-IDX7,1,1,1,1,1,1
libpng-1.2.56-IDX70,4,2,3,3,3,1
libpng-1.2.56-IDX71,5,4,2,1,3,1
libpng-1.2.56-IDX72,5,3,1,6,2,4
libpng-1.2.56-IDX73,1,1,1,2,1,2
libpng-1.2.56-IDX74,4,1,4,3,2,3
libpng-1.2.56-IDX75,2,1,3,2,2,2
libpng-1.2.56-IDX76,1,1,1,1,1,1
libpng-1.2.56-IDX77,1,1,1,1,1,2
libpng-1.2.56-IDX78,4,1,5,4,3,2
libpng-1.2.56-IDX79,4,2,5,3,1,6
libpng-1.2.56-IDX8,1,1,1,2,2,3
libpng-1.2.56-IDX80,1,1,2,1,2,3
libpng-1.2.56-IDX81,1,1,1,1,1,1
libpng-1.2.56-IDX82,4,1,3,2,2,5
libpng-1.2.56-IDX83,4,1,3,2,2,5
libpng-1.2.56-IDX84,2,1,4,1,3,5
libpng-1.2.56-IDX85,1,1,1,2,2,3
libpng-1.2.56-IDX86,6,1,5,2,3,4
libpng-1.2.56-IDX87,3,1,4,3,2,3
libpng-1.2.56-IDX88,3,2,5,4,1,1
libpng-1.2.56-IDX89,5,1,4,2,3,6
libpng-1.2.56-IDX9,1,1,1,1,1,1
libpng-1.2.56-IDX90,1,1,1,3,2,3
libpng-1.2.56-IDX91,4,1,5,3,2,3
libpng-1.2.56-IDX92,5,1,4,3,2,3
libpng-1.2.56-IDX93,1,1,1,2,1,3
libpng-1.2.56-IDX94,1,2,1,1,1,1
libpng-1.2.56-IDX95,1,1,1,3,1,2
libpng-1.2.56-IDX96,1,1,1,1,1,2
libpng-1.2.56-IDX97,6,1,5,2,4,3
libpng-1.2.56-IDX98,3,2,4,2,1,3
libpng-1.2.56-IDX99,1,1,1,1,1,2
libxml2-v2.9.2-IDX0,2,4,2,1,2,3
libxml2-v2.9.2-IDX1,1,1,1,1,1,1
libxml2-v2.9.2-IDX10,2,6,3,4,1,5
libxml2-v2.9.2-IDX11,3,6,2,4,1,5
libxml2-v2.9.2-IDX12,3,2,5,4,1,6
libxml2-v2.9.2-IDX13,3,4,2,5,1,6
libxml2-v2.9.2-IDX14,1,5,3,4,2,6
libxml2-v2.9.2-IDX15,4,5,3,1,6,2
libxml2-v2.9.2-IDX16,3,6,1,5,2,4
libxml2-v2.9.2-IDX17,2,4,5,6,1,3
libxml2-v2.9.2-IDX18,5,2,4,3,1,6
libxml2-v2.9.2-IDX19,1,1,1,1,1,1
libxml2-v2.9.2-IDX2,1,4,1,1,2,3
libxml2-v2.9.2-IDX20,6,3,2,4,1,5
libxml2-v2.9.2-IDX21,3,5,4,2,1,6
libxml2-v2.9.2-IDX22,1,1,1,1,1,1
libxml2-v2.9.2-IDX23,5,4,6,2,1,3
libxml2-v2.9.2-IDX24,2,4,1,3,1,5
libxml2-v2.9.2-IDX25,6,3,2,4,1,5
libxml2-v2.9.2-IDX26,2,3,4,5,1,6
libxml2-v2.9.2-IDX27,1,1,5,3,2,4
libxml2-v2.9.2-IDX28,2,3,5,4,1,6
libxml2-v2.9.2-IDX29,1,1,1,1,1,2
libxml2-v2.9.2-IDX3,2,2,1,4,3,4
libxml2-v2.9.2-IDX30,1,3,2,1,1,1
libxml2-v2.9.2-IDX31,3,2,3,1,2,1
libxml2-v2.9.2-IDX32,3,1,6,4,2,5
libxml2-v2.9.2-IDX33,1,2,1,1,1,1
libxml2-v2.9.2-IDX34,1,1,1,1,1,1
libxml2-v2.9.2-IDX35,2,5,2,4,1,3
libxml2-v2.9.2-IDX36,3,5,1,4,2,6
libxml2-v2.9.2-IDX37,1,1,1,2,2,3
libxml2-v2.9.2-IDX38,4,5,3,2,1,6
libxml2-v2.9.2-IDX4,1,1,1,1,1,1
libxml2-v2.9.2-IDX40,1,1,4,2,3,5
libxml2-v2.9.2-IDX41,4,1,3,5,2,6
libxml2-v2.9.2-IDX42,1,3,4,5,2,6
libxml2-v2.9.2-IDX43,1,1,1,1,1,1
libxml2-v2.9.2-IDX44,1,4,2,5,3,6
libxml2-v2.9.2-IDX45,1,2,3,5,4,6
libxml2-v2.9.2-IDX46,4,3,1,5,2,6
libxml2-v2.9.2-IDX48,5,2,3,6,1,4
libxml2-v2.9.2-IDX49,1,5,2,3,4,6
libxml2-v2.9.2-IDX5,3,2,4,5,1,6
libxml2-v2.9.2-IDX50,3,4,2,5,1,6
libxml2-v2.9.2-IDX51,3,4,2,6,1,5
libxml2-v2.9.2-IDX52,2,1,1,1,1,1
libxml2-v2.9.2-IDX53,6,1,2,5,3,4
libxml2-v2.9.2-IDX55,1,4,2,5,3,6
libxml2-v2.9.2-IDX56,6,5,3,2,1,4
libxml2-v2.9.2-IDX57,2,1,1,1,1,3
libxml2-v2.9.2-IDX58,4,2,1,6,3,5
libxml2-v2.9.2-IDX59,3,6,2,4,1,5
libxml2-v2.9.2-IDX6,2,6,4,3,1,5
libxml2-v2.9.2-IDX61,1,2,1,5,3,4
libxml2-v2.9.2-IDX62,6,4,2,3,1,5
libxml2-v2.9.2-IDX63,6,3,4,2,1,5
libxml2-v2.9.2-IDX64,1,1,1,1,1,1
libxml2-v2.9.2-IDX65,3,2,3,1,1,1
libxml2-v2.9.2-IDX66,2,6,4,3,1,5
libxml2-v2.9.2-IDX67,5,1,3,6,2,4
libxml2-v2.9.2-IDX68,1,1,1,1,1,1
libxml2-v2.9.2-IDX69,6,2,4,3,1,5
libxml2-v2.9.2-IDX7,4,2,3,5,1,6
libxml2-v2.9.2-IDX70,1,2,1,1,1,3
libxml2-v2.9.2-IDX71,5,1,4,6,2,3
