,fuzzer,coverage,time,rank,micro_benchmark
3029,eclipser,40,120,2,re2-2014-12-09-IDX92
3030,entropic,11,60,1,mbedtls_fuzz_dtlsclient-IDX59
3031,eclipser,11,60,1,mbedtls_fuzz_dtlsclient-IDX59
3032,honggfuzz,11,60,1,mbedtls_fuzz_dtlsclient-IDX59
3033,afl,11,60,1,mbedtls_fuzz_dtlsclient-IDX59
3034,aflplusplus,11,120,2,mbedtls_fuzz_dtlsclient-IDX59
3035,libfuzzer,11,360,3,mbedtls_fuzz_dtlsclient-IDX59
3036,aflplusplus,235,900,1,freetype2-2017-IDX67
3037,honggfuzz,182,840,2,freetype2-2017-IDX67
3038,eclipser,127,360,3,freetype2-2017-IDX67
3039,afl,127,900,4,freetype2-2017-IDX67
3040,entropic,125,120,5,freetype2-2017-IDX67
3041,libfuzzer,124,180,6,freetype2-2017-IDX67
3042,entropic,381,60,1,harfbuzz-1.3.2-IDX54
3043,honggfuzz,381,60,1,harfbuzz-1.3.2-IDX54
3044,libfuzzer,381,60,1,harfbuzz-1.3.2-IDX54
3045,afl,381,180,2,harfbuzz-1.3.2-IDX54
3046,aflplusplus,381,360,3,harfbuzz-1.3.2-IDX54
3047,eclipser,380,360,4,harfbuzz-1.3.2-IDX54
3048,aflplusplus,19,60,1,curl_curl_fuzzer_http-IDX83
3049,honggfuzz,19,60,1,curl_curl_fuzzer_http-IDX83
3050,entropic,19,420,2,curl_curl_fuzzer_http-IDX83
3051,libfuzzer,13,60,3,curl_curl_fuzzer_http-IDX83
3052,afl,13,120,4,curl_curl_fuzzer_http-IDX83
3053,eclipser,13,300,5,curl_curl_fuzzer_http-IDX83
3054,aflplusplus,305,780,1,lcms-2017-03-21-IDX8
3055,eclipser,301,780,2,lcms-2017-03-21-IDX8
3056,afl,300,120,3,lcms-2017-03-21-IDX8
3057,honggfuzz,300,300,4,lcms-2017-03-21-IDX8
3058,libfuzzer,299,360,5,lcms-2017-03-21-IDX8
3059,entropic,292,780,6,lcms-2017-03-21-IDX8
3060,honggfuzz,170,600,1,mbedtls_fuzz_dtlsclient-IDX38
3061,afl,141,240,2,mbedtls_fuzz_dtlsclient-IDX38
3062,aflplusplus,65,300,3,mbedtls_fuzz_dtlsclient-IDX38
3063,eclipser,59,60,4,mbedtls_fuzz_dtlsclient-IDX38
3064,libfuzzer,59,240,5,mbedtls_fuzz_dtlsclient-IDX38
3065,entropic,59,360,6,mbedtls_fuzz_dtlsclient-IDX38
3066,honggfuzz,538,240,1,libxml2-v2.9.2-IDX13
3067,eclipser,531,900,2,libxml2-v2.9.2-IDX13
3068,afl,520,900,3,libxml2-v2.9.2-IDX13
3069,aflplusplus,472,720,4,libxml2-v2.9.2-IDX13
3070,entropic,471,780,5,libxml2-v2.9.2-IDX13
3071,libfuzzer,416,720,6,libxml2-v2.9.2-IDX13
3072,aflplusplus,78,60,1,re2-2014-12-09-IDX74
3073,afl,78,60,1,re2-2014-12-09-IDX74
3074,entropic,78,60,1,re2-2014-12-09-IDX74
3075,honggfuzz,78,60,1,re2-2014-12-09-IDX74
3076,libfuzzer,78,60,1,re2-2014-12-09-IDX74
3077,eclipser,78,120,2,re2-2014-12-09-IDX74
3078,entropic,32,60,1,libpcap_fuzz_both-IDX46
3079,afl,32,60,1,libpcap_fuzz_both-IDX46
3080,libfuzzer,32,60,1,libpcap_fuzz_both-IDX46
3081,aflplusplus,32,60,1,libpcap_fuzz_both-IDX46
3082,eclipser,32,420,2,libpcap_fuzz_both-IDX46
3083,honggfuzz,31,60,3,libpcap_fuzz_both-IDX46
3084,entropic,235,240,1,openthread-2019-12-23-IDX20
3085,aflplusplus,235,360,2,openthread-2019-12-23-IDX20
3086,libfuzzer,235,480,3,openthread-2019-12-23-IDX20
3087,afl,233,60,4,openthread-2019-12-23-IDX20
3088,honggfuzz,233,60,4,openthread-2019-12-23-IDX20
3089,eclipser,233,180,5,openthread-2019-12-23-IDX20
3090,entropic,33,60,1,libpcap_fuzz_both-IDX76
3091,afl,33,60,1,libpcap_fuzz_both-IDX76
3092,aflplusplus,33,60,1,libpcap_fuzz_both-IDX76
3093,eclipser,33,60,1,libpcap_fuzz_both-IDX76
3094,libfuzzer,33,60,1,libpcap_fuzz_both-IDX76
3095,honggfuzz,33,60,1,libpcap_fuzz_both-IDX76
3096,honggfuzz,203,180,1,bloaty_fuzz_target-IDX55
3097,afl,188,360,2,bloaty_fuzz_target-IDX55
3098,eclipser,184,360,3,bloaty_fuzz_target-IDX55
3099,entropic,180,660,4,bloaty_fuzz_target-IDX55
3100,aflplusplus,177,60,5,bloaty_fuzz_target-IDX55
3101,libfuzzer,153,720,6,bloaty_fuzz_target-IDX55
3102,eclipser,247,60,1,openthread-2019-12-23-IDX18
3103,afl,247,60,1,openthread-2019-12-23-IDX18
3104,libfuzzer,247,60,1,openthread-2019-12-23-IDX18
3105,entropic,247,120,2,openthread-2019-12-23-IDX18
3106,aflplusplus,247,120,2,openthread-2019-12-23-IDX18
3107,honggfuzz,247,240,3,openthread-2019-12-23-IDX18
3108,eclipser,75,60,1,libxslt_xpath-IDX84
3109,afl,75,60,1,libxslt_xpath-IDX84
3110,entropic,75,60,1,libxslt_xpath-IDX84
3111,honggfuzz,75,60,1,libxslt_xpath-IDX84
3112,aflplusplus,75,60,1,libxslt_xpath-IDX84
3113,libfuzzer,75,60,1,libxslt_xpath-IDX84
3114,libfuzzer,1169,900,1,php_php-fuzz-parser-IDX2
3115,aflplusplus,1147,840,2,php_php-fuzz-parser-IDX2
3116,entropic,1145,900,3,php_php-fuzz-parser-IDX2
3117,honggfuzz,1135,900,4,php_php-fuzz-parser-IDX2
3118,afl,1131,900,5,php_php-fuzz-parser-IDX2
3119,eclipser,1089,900,6,php_php-fuzz-parser-IDX2
3120,honggfuzz,41,480,1,proj4-2017-08-14-IDX32
3121,aflplusplus,41,660,2,proj4-2017-08-14-IDX32
3122,libfuzzer,38,480,3,proj4-2017-08-14-IDX32
3123,entropic,33,840,4,proj4-2017-08-14-IDX32
3124,afl,27,120,5,proj4-2017-08-14-IDX32
3125,eclipser,27,540,6,proj4-2017-08-14-IDX32
3126,afl,179,780,1,openthread-2019-12-23-IDX92
3127,honggfuzz,173,660,2,openthread-2019-12-23-IDX92
3128,entropic,163,720,3,openthread-2019-12-23-IDX92
3129,libfuzzer,163,900,4,openthread-2019-12-23-IDX92
3130,eclipser,161,780,5,openthread-2019-12-23-IDX92
3131,aflplusplus,133,420,6,openthread-2019-12-23-IDX92
3132,honggfuzz,217,120,1,libxml2-v2.9.2-IDX63
3133,entropic,217,420,2,libxml2-v2.9.2-IDX63
3134,aflplusplus,204,900,3,libxml2-v2.9.2-IDX63
3135,eclipser,198,660,4,libxml2-v2.9.2-IDX63
3136,libfuzzer,180,180,5,libxml2-v2.9.2-IDX63
3137,afl,100,60,6,libxml2-v2.9.2-IDX63
3138,aflplusplus,287,900,1,harfbuzz-1.3.2-IDX72
3139,honggfuzz,51,360,2,harfbuzz-1.3.2-IDX72
3140,eclipser,43,60,3,harfbuzz-1.3.2-IDX72
3141,libfuzzer,42,60,4,harfbuzz-1.3.2-IDX72
3142,afl,42,60,4,harfbuzz-1.3.2-IDX72
3143,entropic,42,60,4,harfbuzz-1.3.2-IDX72
3144,honggfuzz,11,60,1,sqlite3_ossfuzz-IDX99
3145,libfuzzer,11,60,1,sqlite3_ossfuzz-IDX99
3146,eclipser,11,60,1,sqlite3_ossfuzz-IDX99
3147,entropic,11,60,1,sqlite3_ossfuzz-IDX99
3148,afl,11,60,1,sqlite3_ossfuzz-IDX99
3149,aflplusplus,11,60,1,sqlite3_ossfuzz-IDX99
3150,aflplusplus,56,120,1,libxslt_xpath-IDX56
3151,honggfuzz,56,120,1,libxslt_xpath-IDX56
3152,entropic,56,120,1,libxslt_xpath-IDX56
3153,afl,56,180,2,libxslt_xpath-IDX56
3154,eclipser,56,180,2,libxslt_xpath-IDX56
3155,libfuzzer,56,600,3,libxslt_xpath-IDX56
3156,afl,2,60,1,systemd_fuzz-link-parser-IDX80
3157,honggfuzz,2,60,1,systemd_fuzz-link-parser-IDX80
3158,entropic,2,60,1,systemd_fuzz-link-parser-IDX80
3159,aflplusplus,2,60,1,systemd_fuzz-link-parser-IDX80
3160,eclipser,2,60,1,systemd_fuzz-link-parser-IDX80
3161,libfuzzer,2,60,1,systemd_fuzz-link-parser-IDX80
3162,honggfuzz,37,60,1,curl_curl_fuzzer_http-IDX20
3163,afl,37,120,2,curl_curl_fuzzer_http-IDX20
3164,entropic,37,240,3,curl_curl_fuzzer_http-IDX20
3165,aflplusplus,36,60,4,curl_curl_fuzzer_http-IDX20
3166,libfuzzer,36,60,4,curl_curl_fuzzer_http-IDX20
3167,eclipser,36,120,5,curl_curl_fuzzer_http-IDX20
3168,entropic,17,60,1,lcms-2017-03-21-IDX15
3169,afl,17,60,1,lcms-2017-03-21-IDX15
3170,honggfuzz,17,60,1,lcms-2017-03-21-IDX15
3171,aflplusplus,17,60,1,lcms-2017-03-21-IDX15
3172,libfuzzer,17,60,1,lcms-2017-03-21-IDX15
3173,eclipser,17,60,1,lcms-2017-03-21-IDX15
3174,entropic,32,300,1,vorbis-2017-12-11-IDX3
3175,aflplusplus,32,420,2,vorbis-2017-12-11-IDX3
3176,afl,32,480,3,vorbis-2017-12-11-IDX3
3177,honggfuzz,29,300,4,vorbis-2017-12-11-IDX3
3178,libfuzzer,29,660,5,vorbis-2017-12-11-IDX3
3179,eclipser,24,480,6,vorbis-2017-12-11-IDX3
3180,libfuzzer,63,60,1,jsoncpp_jsoncpp_fuzzer-IDX48
3181,honggfuzz,63,60,1,jsoncpp_jsoncpp_fuzzer-IDX48
3182,entropic,63,60,1,jsoncpp_jsoncpp_fuzzer-IDX48
3183,aflplusplus,63,60,1,jsoncpp_jsoncpp_fuzzer-IDX48
3184,eclipser,63,60,1,jsoncpp_jsoncpp_fuzzer-IDX48
3185,afl,63,120,2,jsoncpp_jsoncpp_fuzzer-IDX48
3186,entropic,341,600,1,freetype2-2017-IDX37
3187,libfuzzer,247,840,2,freetype2-2017-IDX37
3188,honggfuzz,245,900,3,freetype2-2017-IDX37
3189,afl,232,660,4,freetype2-2017-IDX37
3190,eclipser,173,900,5,freetype2-2017-IDX37
3191,aflplusplus,142,540,6,freetype2-2017-IDX37
3192,eclipser,197,60,1,re2-2014-12-09-IDX0
3193,afl,197,60,1,re2-2014-12-09-IDX0
3194,honggfuzz,197,60,1,re2-2014-12-09-IDX0
3195,aflplusplus,197,60,1,re2-2014-12-09-IDX0
3196,entropic,197,60,1,re2-2014-12-09-IDX0
3197,libfuzzer,197,60,1,re2-2014-12-09-IDX0
3198,eclipser,15,60,1,systemd_fuzz-link-parser-IDX77
3199,aflplusplus,15,60,1,systemd_fuzz-link-parser-IDX77
3200,afl,15,60,1,systemd_fuzz-link-parser-IDX77
3201,honggfuzz,15,60,1,systemd_fuzz-link-parser-IDX77
3202,libfuzzer,15,60,1,systemd_fuzz-link-parser-IDX77
3203,entropic,15,60,1,systemd_fuzz-link-parser-IDX77
3204,entropic,161,720,1,bloaty_fuzz_target-IDX82
3205,eclipser,146,900,2,bloaty_fuzz_target-IDX82
3206,honggfuzz,142,780,3,bloaty_fuzz_target-IDX82
3207,afl,135,900,4,bloaty_fuzz_target-IDX82
3208,aflplusplus,125,60,5,bloaty_fuzz_target-IDX82
3209,libfuzzer,91,360,6,bloaty_fuzz_target-IDX82
3210,aflplusplus,286,120,1,curl_curl_fuzzer_http-IDX88
3211,honggfuzz,232,480,2,curl_curl_fuzzer_http-IDX88
3212,eclipser,221,300,3,curl_curl_fuzzer_http-IDX88
3213,entropic,217,420,4,curl_curl_fuzzer_http-IDX88
3214,afl,217,840,5,curl_curl_fuzzer_http-IDX88
3215,libfuzzer,215,660,6,curl_curl_fuzzer_http-IDX88
3216,entropic,47,60,1,jsoncpp_jsoncpp_fuzzer-IDX23
3217,libfuzzer,47,60,1,jsoncpp_jsoncpp_fuzzer-IDX23
3218,afl,47,60,1,jsoncpp_jsoncpp_fuzzer-IDX23
3219,eclipser,47,60,1,jsoncpp_jsoncpp_fuzzer-IDX23
3220,honggfuzz,47,60,1,jsoncpp_jsoncpp_fuzzer-IDX23
3221,aflplusplus,47,60,1,jsoncpp_jsoncpp_fuzzer-IDX23
3222,aflplusplus,4,60,1,openthread-2019-12-23-IDX82
3223,honggfuzz,4,60,1,openthread-2019-12-23-IDX82
3224,afl,4,60,1,openthread-2019-12-23-IDX82
3225,libfuzzer,4,60,1,openthread-2019-12-23-IDX82
3226,entropic,4,60,1,openthread-2019-12-23-IDX82
3227,eclipser,4,60,1,openthread-2019-12-23-IDX82
3228,aflplusplus,74,180,1,libjpeg-turbo-07-2017-IDX57
3229,libfuzzer,61,120,2,libjpeg-turbo-07-2017-IDX57
3230,entropic,61,360,3,libjpeg-turbo-07-2017-IDX57
3231,afl,59,60,4,libjpeg-turbo-07-2017-IDX57
3232,eclipser,59,60,4,libjpeg-turbo-07-2017-IDX57
3233,honggfuzz,59,60,4,libjpeg-turbo-07-2017-IDX57
3234,afl,13,60,1,systemd_fuzz-link-parser-IDX17
3235,entropic,13,60,1,systemd_fuzz-link-parser-IDX17
3236,honggfuzz,13,60,1,systemd_fuzz-link-parser-IDX17
3237,libfuzzer,13,60,1,systemd_fuzz-link-parser-IDX17
3238,eclipser,13,60,1,systemd_fuzz-link-parser-IDX17
3239,aflplusplus,12,60,2,systemd_fuzz-link-parser-IDX17
3240,entropic,13,60,1,bloaty_fuzz_target-IDX58
3241,honggfuzz,13,60,1,bloaty_fuzz_target-IDX58
3242,libfuzzer,13,60,1,bloaty_fuzz_target-IDX58
3243,eclipser,13,60,1,bloaty_fuzz_target-IDX58
3244,aflplusplus,13,60,1,bloaty_fuzz_target-IDX58
3245,afl,13,60,1,bloaty_fuzz_target-IDX58
3246,honggfuzz,136,60,1,libxml2-v2.9.2-IDX65
3247,libfuzzer,136,60,1,libxml2-v2.9.2-IDX65
3248,entropic,136,60,1,libxml2-v2.9.2-IDX65
3249,aflplusplus,136,120,2,libxml2-v2.9.2-IDX65
3250,afl,135,60,3,libxml2-v2.9.2-IDX65
3251,eclipser,135,60,3,libxml2-v2.9.2-IDX65
3252,libfuzzer,176,60,1,libxslt_xpath-IDX30
3253,aflplusplus,176,120,2,libxslt_xpath-IDX30
3254,honggfuzz,176,120,2,libxslt_xpath-IDX30
3255,entropic,176,180,3,libxslt_xpath-IDX30
3256,eclipser,176,540,4,libxslt_xpath-IDX30
3257,afl,172,120,5,libxslt_xpath-IDX30
3258,afl,221,600,1,libxslt_xpath-IDX72
3259,eclipser,221,900,2,libxslt_xpath-IDX72
3260,libfuzzer,218,900,3,libxslt_xpath-IDX72
3261,entropic,216,180,4,libxslt_xpath-IDX72
3262,aflplusplus,215,840,5,libxslt_xpath-IDX72
3263,honggfuzz,213,540,6,libxslt_xpath-IDX72
3264,honggfuzz,298,720,1,libxml2-v2.9.2-IDX87
3265,eclipser,273,600,2,libxml2-v2.9.2-IDX87
3266,aflplusplus,261,600,3,libxml2-v2.9.2-IDX87
3267,afl,238,900,4,libxml2-v2.9.2-IDX87
3268,libfuzzer,185,600,5,libxml2-v2.9.2-IDX87
3269,entropic,175,780,6,libxml2-v2.9.2-IDX87
3270,honggfuzz,158,660,1,bloaty_fuzz_target-IDX61
3271,entropic,129,900,2,bloaty_fuzz_target-IDX61
3272,eclipser,127,600,3,bloaty_fuzz_target-IDX61
3273,afl,127,780,4,bloaty_fuzz_target-IDX61
3274,libfuzzer,121,660,5,bloaty_fuzz_target-IDX61
3275,aflplusplus,102,420,6,bloaty_fuzz_target-IDX61
3276,eclipser,125,60,1,openssl_x509-IDX25
3277,aflplusplus,125,60,1,openssl_x509-IDX25
3278,libfuzzer,125,120,2,openssl_x509-IDX25
3279,afl,125,180,3,openssl_x509-IDX25
3280,entropic,125,600,4,openssl_x509-IDX25
3281,honggfuzz,124,60,5,openssl_x509-IDX25
3282,aflplusplus,55,60,1,openssl_x509-IDX88
3283,entropic,54,60,2,openssl_x509-IDX88
3284,afl,54,60,2,openssl_x509-IDX88
3285,libfuzzer,54,60,2,openssl_x509-IDX88
3286,honggfuzz,54,60,2,openssl_x509-IDX88
3287,eclipser,54,60,2,openssl_x509-IDX88
3288,aflplusplus,36,360,1,lcms-2017-03-21-IDX70
3289,eclipser,36,780,2,lcms-2017-03-21-IDX70
3290,afl,22,720,3,lcms-2017-03-21-IDX70
3291,honggfuzz,15,720,4,lcms-2017-03-21-IDX70
3292,entropic,15,840,5,lcms-2017-03-21-IDX70
3293,libfuzzer,12,60,6,lcms-2017-03-21-IDX70
3294,honggfuzz,33,540,1,lcms-2017-03-21-IDX69
3295,entropic,27,480,2,lcms-2017-03-21-IDX69
3296,aflplusplus,9,120,3,lcms-2017-03-21-IDX69
3297,libfuzzer,9,420,4,lcms-2017-03-21-IDX69
3298,eclipser,8,60,5,lcms-2017-03-21-IDX69
3299,afl,8,60,5,lcms-2017-03-21-IDX69
3300,honggfuzz,104,300,1,proj4-2017-08-14-IDX23
3301,libfuzzer,104,600,2,proj4-2017-08-14-IDX23
3302,entropic,100,540,3,proj4-2017-08-14-IDX23
3303,aflplusplus,81,120,4,proj4-2017-08-14-IDX23
3304,eclipser,81,540,5,proj4-2017-08-14-IDX23
3305,afl,81,660,6,proj4-2017-08-14-IDX23
3306,aflplusplus,20,300,1,lcms-2017-03-21-IDX87
3307,entropic,19,780,2,lcms-2017-03-21-IDX87
3308,libfuzzer,18,240,3,lcms-2017-03-21-IDX87
3309,honggfuzz,18,600,4,lcms-2017-03-21-IDX87
3310,eclipser,18,720,5,lcms-2017-03-21-IDX87
3311,afl,18,780,6,lcms-2017-03-21-IDX87
3312,entropic,95,60,1,re2-2014-12-09-IDX26
3313,libfuzzer,95,60,1,re2-2014-12-09-IDX26
3314,afl,95,60,1,re2-2014-12-09-IDX26
3315,honggfuzz,95,60,1,re2-2014-12-09-IDX26
3316,aflplusplus,95,60,1,re2-2014-12-09-IDX26
3317,eclipser,95,120,2,re2-2014-12-09-IDX26
3318,entropic,518,60,1,re2-2014-12-09-IDX82
3319,eclipser,518,60,1,re2-2014-12-09-IDX82
3320,libfuzzer,518,60,1,re2-2014-12-09-IDX82
3321,honggfuzz,518,60,1,re2-2014-12-09-IDX82
3322,aflplusplus,518,60,1,re2-2014-12-09-IDX82
3323,afl,518,60,1,re2-2014-12-09-IDX82
3324,afl,283,660,1,freetype2-2017-IDX70
3325,aflplusplus,282,420,2,freetype2-2017-IDX70
3326,eclipser,126,540,3,freetype2-2017-IDX70
3327,honggfuzz,90,180,4,freetype2-2017-IDX70
3328,libfuzzer,89,420,5,freetype2-2017-IDX70
3329,entropic,89,900,6,freetype2-2017-IDX70
3330,honggfuzz,29,240,1,vorbis-2017-12-11-IDX14
3331,libfuzzer,28,900,2,vorbis-2017-12-11-IDX14
3332,afl,5,60,3,vorbis-2017-12-11-IDX14
3333,entropic,5,60,3,vorbis-2017-12-11-IDX14
3334,aflplusplus,5,60,3,vorbis-2017-12-11-IDX14
3335,eclipser,5,120,4,vorbis-2017-12-11-IDX14
3336,aflplusplus,544,420,1,curl_curl_fuzzer_http-IDX52
3337,honggfuzz,523,180,2,curl_curl_fuzzer_http-IDX52
3338,libfuzzer,509,60,3,curl_curl_fuzzer_http-IDX52
3339,entropic,509,60,3,curl_curl_fuzzer_http-IDX52
3340,afl,509,60,3,curl_curl_fuzzer_http-IDX52
3341,eclipser,509,120,4,curl_curl_fuzzer_http-IDX52
3342,aflplusplus,470,60,1,freetype2-2017-IDX69
3343,eclipser,81,120,2,freetype2-2017-IDX69
3344,honggfuzz,81,180,3,freetype2-2017-IDX69
3345,afl,81,660,4,freetype2-2017-IDX69
3346,entropic,77,420,5,freetype2-2017-IDX69
3347,libfuzzer,77,660,6,freetype2-2017-IDX69
3348,honggfuzz,236,540,1,curl_curl_fuzzer_http-IDX67
3349,aflplusplus,231,360,2,curl_curl_fuzzer_http-IDX67
3350,libfuzzer,223,60,3,curl_curl_fuzzer_http-IDX67
3351,eclipser,223,60,3,curl_curl_fuzzer_http-IDX67
3352,afl,223,60,3,curl_curl_fuzzer_http-IDX67
3353,entropic,223,180,4,curl_curl_fuzzer_http-IDX67
3354,eclipser,409,840,1,libxml2-v2.9.2-IDX36
3355,honggfuzz,402,840,2,libxml2-v2.9.2-IDX36
3356,afl,395,720,3,libxml2-v2.9.2-IDX36
3357,entropic,307,900,4,libxml2-v2.9.2-IDX36
3358,aflplusplus,277,660,5,libxml2-v2.9.2-IDX36
3359,libfuzzer,238,240,6,libxml2-v2.9.2-IDX36
3360,afl,162,180,1,openssl_x509-IDX50
3361,honggfuzz,162,300,2,openssl_x509-IDX50
3362,aflplusplus,162,360,3,openssl_x509-IDX50
3363,eclipser,162,660,4,openssl_x509-IDX50
3364,entropic,143,360,5,openssl_x509-IDX50
3365,libfuzzer,2,180,6,openssl_x509-IDX50
3366,honggfuzz,38,60,1,libpng-1.2.56-IDX53
3367,aflplusplus,38,60,1,libpng-1.2.56-IDX53
3368,afl,38,60,1,libpng-1.2.56-IDX53
3369,entropic,38,180,2,libpng-1.2.56-IDX53
3370,eclipser,38,180,2,libpng-1.2.56-IDX53
3371,libfuzzer,38,540,3,libpng-1.2.56-IDX53
3372,aflplusplus,730,480,1,libjpeg-turbo-07-2017-IDX63
3373,honggfuzz,132,720,2,libjpeg-turbo-07-2017-IDX63
3374,afl,128,60,3,libjpeg-turbo-07-2017-IDX63
3375,eclipser,128,60,3,libjpeg-turbo-07-2017-IDX63
3376,entropic,128,600,4,libjpeg-turbo-07-2017-IDX63
3377,libfuzzer,60,60,5,libjpeg-turbo-07-2017-IDX63
3378,honggfuzz,61,180,1,proj4-2017-08-14-IDX21
3379,entropic,61,180,1,proj4-2017-08-14-IDX21
3380,libfuzzer,61,540,2,proj4-2017-08-14-IDX21
3381,aflplusplus,60,720,3,proj4-2017-08-14-IDX21
3382,eclipser,54,540,4,proj4-2017-08-14-IDX21
3383,afl,54,900,5,proj4-2017-08-14-IDX21
3384,entropic,13,60,1,libpng-1.2.56-IDX94
3385,honggfuzz,13,60,1,libpng-1.2.56-IDX94
3386,libfuzzer,13,60,1,libpng-1.2.56-IDX94
3387,eclipser,13,60,1,libpng-1.2.56-IDX94
3388,afl,13,60,1,libpng-1.2.56-IDX94
3389,aflplusplus,13,120,2,libpng-1.2.56-IDX94
3390,aflplusplus,211,120,1,libxslt_xpath-IDX10
3391,entropic,204,240,2,libxslt_xpath-IDX10
3392,honggfuzz,185,60,3,libxslt_xpath-IDX10
3393,afl,185,60,3,libxslt_xpath-IDX10
3394,libfuzzer,185,60,3,libxslt_xpath-IDX10
3395,eclipser,185,180,4,libxslt_xpath-IDX10
3396,honggfuzz,304,480,1,bloaty_fuzz_target-IDX17
3397,eclipser,246,420,2,bloaty_fuzz_target-IDX17
3398,libfuzzer,246,540,3,bloaty_fuzz_target-IDX17
3399,entropic,246,600,4,bloaty_fuzz_target-IDX17
3400,aflplusplus,177,480,5,bloaty_fuzz_target-IDX17
3401,afl,147,60,6,bloaty_fuzz_target-IDX17
3402,honggfuzz,407,660,1,php_php-fuzz-parser-IDX67
3403,entropic,339,720,2,php_php-fuzz-parser-IDX67
3404,libfuzzer,297,420,3,php_php-fuzz-parser-IDX67
3405,aflplusplus,294,900,4,php_php-fuzz-parser-IDX67
3406,afl,292,900,5,php_php-fuzz-parser-IDX67
3407,eclipser,286,900,6,php_php-fuzz-parser-IDX67
3408,libfuzzer,59,60,1,proj4-2017-08-14-IDX68
3409,entropic,59,60,1,proj4-2017-08-14-IDX68
3410,afl,59,120,2,proj4-2017-08-14-IDX68
3411,honggfuzz,59,180,3,proj4-2017-08-14-IDX68
3412,aflplusplus,59,240,4,proj4-2017-08-14-IDX68
3413,eclipser,59,480,5,proj4-2017-08-14-IDX68
3414,aflplusplus,375,780,1,harfbuzz-1.3.2-IDX57
3415,honggfuzz,288,900,2,harfbuzz-1.3.2-IDX57
3416,eclipser,41,60,3,harfbuzz-1.3.2-IDX57
3417,libfuzzer,40,60,4,harfbuzz-1.3.2-IDX57
3418,entropic,40,60,4,harfbuzz-1.3.2-IDX57
3419,afl,40,60,4,harfbuzz-1.3.2-IDX57
3420,afl,17,60,1,openthread-2019-12-23-IDX81
3421,eclipser,17,60,1,openthread-2019-12-23-IDX81
3422,entropic,17,60,1,openthread-2019-12-23-IDX81
3423,aflplusplus,17,60,1,openthread-2019-12-23-IDX81
3424,honggfuzz,17,60,1,openthread-2019-12-23-IDX81
3425,libfuzzer,17,60,1,openthread-2019-12-23-IDX81
3426,honggfuzz,88,840,1,lcms-2017-03-21-IDX41
3427,eclipser,79,780,2,lcms-2017-03-21-IDX41
3428,aflplusplus,76,360,3,lcms-2017-03-21-IDX41
3429,afl,75,900,4,lcms-2017-03-21-IDX41
3430,entropic,74,540,5,lcms-2017-03-21-IDX41
3431,libfuzzer,63,780,6,lcms-2017-03-21-IDX41
3432,libfuzzer,24,60,1,vorbis-2017-12-11-IDX98
3433,afl,24,60,1,vorbis-2017-12-11-IDX98
3434,eclipser,24,60,1,vorbis-2017-12-11-IDX98
3435,entropic,24,60,1,vorbis-2017-12-11-IDX98
3436,aflplusplus,24,60,1,vorbis-2017-12-11-IDX98
3437,honggfuzz,24,60,1,vorbis-2017-12-11-IDX98
3438,eclipser,36,60,1,mbedtls_fuzz_dtlsclient-IDX33
3439,afl,36,60,1,mbedtls_fuzz_dtlsclient-IDX33
3440,entropic,36,60,1,mbedtls_fuzz_dtlsclient-IDX33
3441,honggfuzz,36,60,1,mbedtls_fuzz_dtlsclient-IDX33
3442,libfuzzer,36,60,1,mbedtls_fuzz_dtlsclient-IDX33
3443,aflplusplus,36,60,1,mbedtls_fuzz_dtlsclient-IDX33
3444,honggfuzz,363,720,1,curl_curl_fuzzer_http-IDX31
3445,aflplusplus,184,60,2,curl_curl_fuzzer_http-IDX31
3446,eclipser,184,60,2,curl_curl_fuzzer_http-IDX31
3447,afl,184,60,2,curl_curl_fuzzer_http-IDX31
3448,libfuzzer,184,120,3,curl_curl_fuzzer_http-IDX31
3449,entropic,184,660,4,curl_curl_fuzzer_http-IDX31
3450,eclipser,201,60,1,re2-2014-12-09-IDX35
3451,honggfuzz,201,60,1,re2-2014-12-09-IDX35
3452,afl,201,60,1,re2-2014-12-09-IDX35
3453,aflplusplus,201,60,1,re2-2014-12-09-IDX35
3454,libfuzzer,201,60,1,re2-2014-12-09-IDX35
3455,entropic,201,60,1,re2-2014-12-09-IDX35
3456,eclipser,319,660,1,sqlite3_ossfuzz-IDX48
3457,honggfuzz,289,900,2,sqlite3_ossfuzz-IDX48
3458,afl,236,660,3,sqlite3_ossfuzz-IDX48
3459,entropic,223,600,4,sqlite3_ossfuzz-IDX48
3460,aflplusplus,185,660,5,sqlite3_ossfuzz-IDX48
3461,libfuzzer,127,840,6,sqlite3_ossfuzz-IDX48
3462,entropic,12,60,1,openssl_x509-IDX36
3463,afl,12,60,1,openssl_x509-IDX36
3464,eclipser,12,60,1,openssl_x509-IDX36
3465,honggfuzz,12,60,1,openssl_x509-IDX36
3466,aflplusplus,12,60,1,openssl_x509-IDX36
3467,libfuzzer,12,60,1,openssl_x509-IDX36
3468,aflplusplus,584,420,1,php_php-fuzz-parser-IDX75
3469,honggfuzz,584,540,2,php_php-fuzz-parser-IDX75
3470,afl,584,720,3,php_php-fuzz-parser-IDX75
3471,libfuzzer,584,780,4,php_php-fuzz-parser-IDX75
3472,entropic,583,180,5,php_php-fuzz-parser-IDX75
3473,eclipser,573,780,6,php_php-fuzz-parser-IDX75
3474,eclipser,65,60,1,openthread-2019-12-23-IDX36
